name,categorie,confezionamento,"etichette, certificazioni, premi",luoghi di produzione o lavorazione,marche,negozi,nome generico,nutriscore,nutrition score france,paesi di vendita,quantità,acidi grassi saturi | g,additives,barcode,carboidrati | g,fibra alimentare | g,grassi | g,ingredients,proteine | g,sale | g,sodio | g,zuccheri | g
arachidi tostate — coop — 500 g," Aliments d'origine végétale, Aliments et boissons à base de végétaux, Cacahuètes, Cacahuètes non décortiquées, Fruits à coques, Fruits à coques et dérivés, Légumineuses, Légumineuses et dérivés", Plastique,,, Coop, Coop,,C,10.0, Italia, 500 g,8.077374958039611,,8001120957450.0,13.532225579053373,8.811681772406848,52.13578382007386,Arachidi tostate,25.49093655589123,0.02098019469620678,0.008392077878482711,5.140147700570662
grissini rustici pam — pam panorama — 300 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", sacchetto di plastica,, Sant'Ilario d'Enza (RE) - Italia, Pam Panorama,, grissini,D,12.0, Italia, 300 g,1.3343734603383153,Iodato di potassio,,71.85087863360158,3.9004762686812287,8.211528986697324,"Farina di grano tenero tipo 0, olio di oliva 6,5%, crema di lievito, sale iodato (sale, iodato di potassio 0,007%), aromi naturali",12.317293480045985,2.6687469206766306,1.0510757102972574,1.6423057973394648
riniel lemon balm & menthol lozenges — 60g(2x30g)," Sugary snacks, Dolce, Candies, de"," Scatola, Kunststoff, Karton, 81",,," Riniel, Amanie", Lidl, Caramelle,B,2.0," Francia, Germania, Italia", 60g(2x30g),0.0,E953 - Isomalto; E330 - Acido citrico; E270 - Acido lattico; Acido L-Ascorbico; Vitamina C,20364724.0,100.0,,0.0,"Süßungsmittel: Isomalt; Säuerungsmittel: Citronensäure, Milchsäure; 0,8%*Zitronensaftkonzentrat, natürliches Aroma, 0,3% Kräuterextrakt, L-Ascorbinsäure (Vitamin C), färbender Kurkumaextrakt, Menthol, Süßungsmittel: Steviolglycoside; *entspricht 4,5% Fruchtsaft",0.0,0.0,0.0,0.0
olio extra vergine di olivia — bertolli — 1 l," Cibi e bevande a base vegetale, Cibi a base vegetale, Fats, Olive tree products, Vegetable fats, Olio vegetale, Olio di oliva, Olio extra vergine di oliva"," bouteille en verre, Verre, Bouteille",,, Bertolli,, Huile d'Olive Extra Vierge - Olio Extra Vergine di Olivia,,," Francia, Italia", 1 L,15.384615384615385,,8002470025363.0,0.0,,100.0,Huile d'olive vierge extra.,0.0,,,0.0
crackers gran pavesi salati — 560 g," Salty snacks, Appetizers, Crackers", Carta,,, Pavesi,, Cracker salati in superficie,D,12.0, Italia, 560 g,2.6266871413561788,E500ii - Carbonato acido di sodio,,66.87949567606887,5.354400711226057,14.143699991917885,"Farina di frumento, Olio di soia, Estratto di malto d'orzo e mais, Sale 1,7%, Correttore di acidità: carbonato acido di sodio, Farina di orzo maltato, Lievito",10.10264285136992,2.52566071284248,0.9941000565748,3.030792855410976
super foods granola — kellogg's — 300 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Mixed cereal flakes, Mueslis, Mueslis with fruits"," Cartone, Cellophane",,, Kellogg's, Carrefour Market, pepite di cereali e semi di lino con mirtilli rossi zuccherati e uva sultanina,C,6.0," Francia, Italia", 300 g,2.004663480306819,,5053827188784.0,66.47042066280504,8.54619694236065,15.826290634001202,"Avena integrale (35%), Farro (9,5%), Olio di girasole non idrogenato, Zucchero, Pezzi di mirtilli rossi (8%) (Mirtilli rossi, Zucchero, Olio di girasole non idrogenato), Uva sultanina (8%), Orzo integrale (8%), Segale integrale (5,5%), Sciroppo di riso integrale, semi di lino (5%), Crema di datteri, Sale, Antiossidante (Estratto ricco di tocoferolo), Aroma naturale.",8.862722755040672,0.2110172084533494,0.08335179733907301,26.377151056668676
frollini al cacao (con fave di cacao) — alce nero — 250 g," Sugary snacks, Biscuits and cakes, Biscotti",,,, Alce Nero,, Frollini al cacao con fave di cacao,D,18.0," Francia, Italia", 250 g,9.814353750632767,E500i - Carbonato di sodio,8009004901230.0,65.08466171472257,4.545595421345703,21.69488723824085,"farina di frumento, zucchero di canna, fave di cacao in granella 10%, burro di cacao, olio extravergine di oliva 6%, cacao in polvere 5%, agenti lievitanti: carbonati di ammonio, carbonati di sodio, sale",7.954791987354978,0.5165449342438299,0.20351870409206896,25.827246712191485
crema spalmabile alla nocciola — choco nussa — 300 g," Spreads, Breakfasts, Sweet spreads, fr",,,," Choco Nussa, Lidl",,,E,20.0, Italia, 300 g,5.26587397710398,,20968663.0,62.13731292982697,,28.435719476361488,"zucchero di canna, oli e grassi vegetali (girasole e burro di cacao), 16% nocciole, latte scremato in polvere, 8% cacao magro in polvere, emulsionante: lecitina di girasole; aroma naturale di vaniglia', da agricoltura biologica. Può contenere tracce dl sola e altra frutta a gusclo.",9.162620720160923,0.18957146317574325,0.0747754104748765,58.977788543564564
buonicosì cracker senza lieviti galbusera — 300 g," Salty snacks, Appetizers, Crackers", Carta,,, Galbusera,, crackers senza lieviti,B,1.0, Italia, 300 g,1.848163131199047,,,72.79709222334023,3.593650532887036,12.526439000349093,"Farina di grano tenero tipo 2 76%, Farine di cereali 21% (mais 14%, orzo 7% sul prodotto), Olio di girasole alto oleico 11%, Sale marino integrale 1%, Aromi, Potassio cloruro, Emulsionante: lecitina di girasole",9.651518574039466,1.0267572951105814,0.4045423742735692,2.566893237776454
frollini con grano saraceno — esselunga — 350 g," Sugary snacks, Biscuits and cakes, Biscotti", busta carta,,, Esselunga,,,D,18.0, Italia, 350 g,5.92042546786413,E500ii - Carbonato acido di sodio; E503ii - Carbonato acido di ammonio; E336i - Tartrato monopotassico,8002330134655.0,65.02433395213487,5.017309718528924,19.868546485374537,"INGREDIENTI: farina di frumento, zucchero di canna 11%, olio di semi di mais, gocce di cioccolato fondente 11% ( pasta di cacao, zucchero, destrosio, emulsionante: lecitina di soia zucchero, farina di fiocchi di avena, farina di grano saraceno 6%, burro, latte intero in polvere, latte intero italiano fresco pastorizzato, uova italiane, melasso, agenti lievitanti (carbonato acido di sodio, carbonato acido di ammonio, tartrato monopotassico), sale, emulsionante: lecitina di girasole, aromi. Puo contenere tracce di frutta a guscio e semi di sesamo.",7.425618383422808,1.9115950027595203,0.7525964577793387,25.086548592644625
tarallini alla cipolla — l'arte del gusto — 300g, Aperitivo, Plastica,," Cerignola (FG), Italia", L'arte del Gusto,, Tarallini alla cipolla prodotto da forno,E,23.0, Italia, 300g,12.43701963037834,,8032680730702.0,65.77664672502077,2.0523134703594623,20.605227242409,"Farina di grano tenero tipo ""00"", vino bianco, olio extra vergine di oliva, olio di sansa di oliva, sale, cipolla (0.5%). Contiene glutine.",8.619716575509743,2.1138828744702467,0.8322131122307621,1.9086515274343
barre special k chocolat fondant — kellogg's," Sugary snacks, Bars, Cereal bars, Chocolate cereal bars"," Sachet, Plastique",,, Kellogg's,, Barre Special K Chocolat Fondant,D,11.0, Italia,,5.030181086519115,,5050083490064.0,71.7068367652725,10.274412432039043,9.846311914037416,,7.277708806027656,0.6421507770024402,0.25257930562095976,29.96703626011388
grissini rustici despar — 300 g suddivisi in 4 confezioni," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", sacchetto di plastica,, Sant'Ilario d'Enza (RE)-Italia, Despar,, grissini,D,12.0, Italia, 300 g suddivisi in 4 confezioni,1.3289172391233235,Iodato di potassio,,71.55708210664052,3.8845273143604837,8.177952240758914,"Farina di grano tenero tipo 0, olio di oliva, crema di lievito, PRESAL sale iodato (sale, iodato di potassio 0,007%), aromi naturali",12.675825973176314,2.657834478246647,1.0467778868171411,1.7378148511612692
crackers di riso 100% senza glutine bio — riso scotti — 200 g, Prodotti da forno, Confezione in plastica," Biologico, Senza glutine", Italia, RISO SCOTTI,,,B,0.0, Italia, 200 g,0.31984988378787554,,8001860251566.0,88.49180118131224,0.8529330234343349,1.0661662792929187,"farina di riso, sale marino",8.102863722626179,1.0661662792929187,0.42006951404141,0.31984988378787554
preparato per seitan — fiorentini — 200 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereals and their products, Meat analogues, Seitan",," Agriculture UE/Non UE, Vegan ok",, Fiorentini,,,D,13.0, Italia, 200 g,0.32361761342797346,,8002885007749.0,33.440486720890604,1.2944704537118938,1.7259606049491922,"Glutine di frumento*, farina di grano tenero*, sale marino",59.32989579512847,3.0204310586610865,1.1887553666587565,0.5393626890466225
muesli croccante alla frutta — tre mulini — 375g," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Mixed cereal flakes, Mueslis, Mueslis with fruits"," Plastica, Cartone"," Biologico, Biologico UE, Senza olio di palma; "," Costa di Mezzate (BG), Italia"," Tre Mulini, Amo Essere Biologico", Eurospin, Muesli Croccante alla frutta da agricoltura biologica,C,9.0, Italia, 375g,2.129993503519814,,8017596079916.0,77.63826320329723,4.153487331863637,10.223968816895107,"Fiocchi di AVENA 40%, frutta 17% (in proporzione variabile: uva sultanina, cocco a scaglie, NOCCIOLE, banana), zucchero, sciroppo di mais, olio di semi di girasole, farina di riso, farina di mais, miele, sale, antiossidante: estratto ricco di tocoferoli.",7.241977911967367,0.5324983758799535,0.2098043600967017,26.09242041811772
pasticceria assortita — bonoét — 200 g," Sugary snacks, Biscuits and cakes, Biscotti, Chocolate biscuits", Plastique,, Union Européenne, Bonoét, Oh Marché Malin, Assortiment de biscuits avec chocolat fondant 9% et chocolat au lait 8%,,," Francia, Italia", 200 g,,E500ii - Carbonato acido di sodio; E503ii - Carbonato acido di ammonio; E160ai - Beta-carotene; E322i - E322(i) food additive; Huile végétale; E160a - Béta-carotène,8032998901238.0,65.09129967776583,,28.678839957035443,"Farine de froment, sucre, graisse végétale, masse de cacao, beurre de cacao, lait entier en poudre, cacao maigre en poudre, gras butyrique, serum de lait en poudre, arôme naturel, lait écrémé en poudre, sirop de sucre inverti, oeufs en poudre, lactose, amidon de froment, riz soufflé, flocon d'avoine, sirop de glucose, poudre à lever : carbonate acide de sodium - carbonate acide d'ammonium, colorant : bêta-carotène, blanc d'oeuf en poudre, sel, dextrose, émulsifiant : lécithine de soja.",6.229860365198711,,,
cracker di riso bio riso scotti — 200 g," Salty snacks, Appetizers, Crackers", Carta," Biologico, Senza glutine",," Riso Scotti, Scotti",," Crackers 100% Riso - Biologici, senza glutine",C,3.0, Italia, 200 g,0.31984988378787554,,,88.49180118131224,0.8529330234343349,1.0661662792929187,"Farina di riso*, Sale marino, *=Da agricoltura biologica",8.102863722626179,1.0661662792929187,0.42006951404141,0.31984988378787554
grissotti con olive nere — crescentino — 250 g e," Salty snacks, Appetizers, Crackers, fr"," Sachet, Plastique",, Italie, Crescentino,, Grissotti aux olives noires,D,12.0," Francia, Italia", 250 g e,3.513630820742822,,8027151000118.0,68.41245892152203,3.9269991525949193,11.677655374821734,"Farine de blé tendre,eau,olives noires (7 %), huile d'olive extra vierge,huile de tournesol,levure,sel.",12.814418287414998,2.2735258251865327,0.8949424384597896,1.860157493334436
tuc stick grissini portabili e gustosi 40g — 40 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Pani, Breadsticks", Carton,,," Tuc, Tuc Stick",, Breadstick,E,19.0," Francia, Italia", 40 g,11.454753722794962,,7622210068521.0,60.39779235655524,3.3322919920858065,26.03353118817037,"Farina di frumento, oli vegetali (palma. colza), zucchero, agenti lievitanti (carbonati di ammonio, carbonati di sodio), sale  1,4%, cloruro di potassio, lievito disidratato, aromi, lecitine di soia.",7.914193481203791,1.6661459960429037,0.6560449859418932,5.5191086118921175
crema alle nocciole — pam & panorama — 350 g," Spreads, Breakfasts, Sweet spreads, fr",," Biologico, Biologico UE, Senza olio di palma; ",, Pam & Panorama,,,E,24.0, Italia, 350 g,9.173235485488156,,8004263684238.0,57.59938560655353,,33.06631395931777,,9.066569956587127,0.19199795202184508,0.07573252551972777,55.46607502853303
marguerites au chocolat — alfieri — 200 g," Sugary snacks, Biscuits and cakes, Biscotti, Chocolate biscuits"," Sachet, Plastique", Fatto in Italia, Italie, Alfieri,, Marguerites au Chocolat,E,22.0," Francia, Italia", 200 g,11.277861646390194,E450i - Difosfato disodico; E500ii - Carbonato acido di sodio,8015488200370.0,64.30255848602356,,26.16700707456413,"Farine de BLÉ tendre type ""00"", crème chocolat-NOISETTE 19%, sucre, BEURRE, ŒUFS, AMANDES, vanille. Poudres à lever: diphosphate disodique, carbonate acide de sodium, amidon maïs.",9.393284590869175,0.09866895578644093,0.03848089275671196,28.72253302943295
choco creme — mister choc — 750 g," Spreads, Breakfasts, Sweet spreads, fr", 70 GL," German Agricultural Society, Sustainable farming, UTZ Certified, 2015 Gold medal of the German Agricultural Society, Gold medal of the German Agricultural Society, UTZ Certified Cacao; ",, Mister Choc, Lidl, Magermilch-Schokocreme,E,25.0," Germania, Italia", 750 g,8.652746732042973,,,58.921084889625966,,37.49523583885289,"Zucker, Rapsöl, Palmöl, 5,5% Magermilchpulver, Süßmolkenpulver, 2,5% fettarmes Kakaopulver, 1% Haselnüsse, Emulgator: Sonnenblumenlecithine",3.296284469349705,0.20601777933435653,0.08137702283707084,58.61205822062443
m&m's peanut — 200 g," Sugary snacks, Dolce, Chocolate candies, Candies, Chocolate covered peanuts"," Sachet, Plastique",,, M&M's, Monoprix, Cacahuètes (23%) enrobées de chocolat au lait (48%) et dragéifiées,E,26.0," Belgio, Francia, Italia", 200 g,10.611584488174913,E322i - E322(i) food additive; E414 - Gomma d'acacia; E100 - Curcumina; E120 - Cocciniglia; E133 - Blu brillante FCF; ; ; ; Moderato rischio di sovraesposizione; ; ; E160e - Beta-apo-8′-carotenale (c30); E171 - Biossido di titanio; E1400 - Destrina; E903 - Cera carnauba; Huile végétale,5000159386821.0,63.14418096428834,,26.686559009865622,"sucre, cacahuètes, pâte de cacao,lait écrémé en poudre, lactose et protéines de lait, matière grasse végétale, beurre de cacao, beurre concentré, amidon, sirop de glucose, émulsifiant (lécithine de soja), gélifiant (gomme arabique), colorants (E100, E120, E133, E160e, E171), dextrine, agent d'enrobage (cire de carnauba), arômes, sel, huile végétale",9.876128137509324,0.2101303859044537,0.08300150243225922,56.31494342239359
selex crackers con mais — 200 g, Prodotti da forno," Sacchetto, Plastica",,," SELEX, Selex Gruppo Commerciale SpA Via Cristoforo Colombo 51 20090  Trezzano sul Naviglio Italy, Solo cose buone, Solo Cose Buone srl Via Monari 20 - 44124 Ferrara",, Crackers con Mais Prodotto da forno,C,10.0, Italia, 200 g,1.4316977890495568,,8003100873347.0,73.63017200826295,4.090565111570164,9.203771501032868,"farina di GRANO tenero tipo “00"", farina di mais 18%, olio di oliva, olio di semi di girasole, Presal® sale iodato (sale, iodato di potassio 0,007%), lievito di birra, antiossidante: estratto di rosmarino. Contiene soia. Può contenere tracce di semi di sesamo e latte",10.226412778925411,2.044259914507189,0.8048186857014297,1.7384901724173194
spaghetti n°5 — conad," Cibi e bevande a base vegetale, Cibi a base vegetale, Cereali e patate, Cereals and their products, Pastas, Dry pasta, Spaghetti, Wheat pasta, Durum wheat pasta",,,, Conad,,,A,-4.0, Italia,,0.33328148954607056,,8003170020238.0,81.20958961939252,3.2217210656120154,1.6664074477303528,Semola di grano duro.,13.886728731086274,0.01110938298486902,0.004443753193947608,3.2217210656120154
coco pops — kellogg's — 400 g," Cibi e bevande a base vegetale, Cibi a base vegetale, Breakfasts, Cereali e patate, Cereals and their products, Breakfast cereals, Puffed grains, Puffed cereals, Chocolate cereals, Puffed rice", Carton,,," Kellogg's, Coco Pops"," Carrefour, Carrefour City"," Grains de riz soufflés au chocolat enrichis en vitamines (B1, B2, PP, B6, B9, B12 et D) en calcium et en fer",D,12.0," Belgio, Francia, Italia, Riunione, Svizzera", 400 g,1.039015013766949,E407a - Alga eucheuma trasformata; ; ; ; Alto rischio di sovraesposizione; ; ; Carbonato di calcio; Ferro,5053827101493.0,88.31627617019066,2.078030027533898,2.597537534417372,"Riz, sucre, chocolat (4%) (sucre, pâte de cacao), cacao maigre en poudre, sel, extrait de malt d'orge, arôme; Vitamines et Minéraux : carbonate de calcium, vitamines (PE B6, B2, Bl, B9, D, B12), fer.",5.922385578471608,0.7792612603252117,0.3065094290612499,36.36552548184321
taralli integrali — antico casale — 200, Salty snacks, Soft,,, antico casale,,,C,6.0, Italia, 200,2.996053474388908,,8010952001842.0,64.05355703865942,6.611980081410004,17.563072091245324,,10.331218877203133,1.033121887720313,0.4070500237618033,1.3430584540364072
zerograno cracker con riso e mais galbusera — 380 g," Salty snacks, Appetizers, Crackers", Carta, Senza glutine,, Galbusera,, Cracker senza glutine con riso e mais,D,12.0, Italia, 380 g,2.257822843009473,E500ii - Carbonato acido di sodio; E503ii - Carbonato acido di ammonio; E341i - Fosfato monocalcico; E336i - Tartrato monopotassico,,77.58700315068914,2.0525662209177025,14.778476790607456,"Farina di riso 32%, Amido di tapioca, Olio di mais 13%, Fecola di patate, Amido di mais 10%, Uova fresche, Lievito naturale, Zucchero, Sciroppo di glucosio - fruttosio da mais, Agenti lievitanti (carbonato acido di sodio, carbonato acido di ammonio, fosfato monocalcico, tartrato monopotassico), Sale marino integrale, Miele, Emulsionante: lecitina di girasole, Rosmarino",3.0788493313765537,1.7959954433029897,0.7071090631061485,4.105132441835405
cioccolato fondente 60% con scorze d'arancia — sperlari — 35 g," Sugary snacks, Cioccolato, Cioccolato fondente"," étui, Papier"," Fair trade, Fairtrade International, en", Italie," Sperlari, Cloetta Italia",, Cioccolato fondante (cacao ,E,19.0, Italia, 35 g,20.676536266644607,,80867661.0,49.623687039947065,7.753701099991728,35.15011165329584,"Pasta di cacao; zucchero di canna; scorza d'arancia candita (7%) (scorza d'arancia, sciroppo di glucosio-fruttosio, zucchero, destrosio); burro di cacao; emulsionante: lecitina di soia; olio essenziale di arancia; estratto di vaniglia naturale.",7.4435530559920595,0.020676536266644608,0.008270614506657843,41.353072533289215
le sfoglie classiche — gran pavesi — 190 gr," Salty snacks, Appetizers, Crackers",,, Italia, Gran Pavesi, Esselunga,,D,14.0," Francia, Italia", 190 gr,3.9972941393518235,,8013355500103.0,69.18393702724309,5.1247360760920815,13.32431379783941,,9.224524936965746,2.254883873480516,0.8876042883791485,11.27441936740258
crema spalmabile nocciolla —," Spreads, Breakfasts, Sweet spreads, fr",,,,,,,E,23.0, Italia,,7.2535341687758494,,8000295003016.0,50.939358396608846,1.9239870773916092,35.11533633763402,,11.605654670041359,0.2983723275099286,0.1172911908142478,47.37946786838694
