name,acqua | g,calcio | g,carboidrati | g,colesterolo | g,ferro | g,fibre alimentari | g,fosforo | g,grassi | g,grassi monoinsaturi | g,grassi polinsaturi | g,grassi saturi | g,magnesio | g,manganese | g,potassio | g,proteine | g,rame | g,selenio | g,sodio | g,valore calorico | kcal,vitamina a | g,vitamina b1 | g,vitamina b11 | g,vitamina b12 | g,vitamina b2 | g,vitamina b3 | g,vitamina b5 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina e | g,vitamina k | g,zinco | g,zuccheri | g,category
carne di caribu cruda,72.80901259207275,0.017320502532702276,0.0,0.08458066411883798,0.004785041555727088,0.0,0.21195712243326328,3.414677542115105,1.0333892561664133,0.4717646604237974,1.3254340459525735,0.02648621593522177,8.985993531881855e-05,0.3006039486252777,23.04907340927696,0.0002246498382970464,2.2464983829704638e-05,0.06739495148911391,129.3983068590987,0.0,0.00033697475744556957,2.2464983829704638e-05,2.2464983829704638e-05,0.0007413444663802531,0.005593780973596455,0.0026059381242457373,0.00038190472510497885,0.0,0.0,0.0,0.0,0.00406616207317654,0.0,Selvaggina e cacciagione
piselli e carote scatola,85.93272096724273,0.02242147001981376,8.261824279040066,0.0,0.0007311348919504485,3.2169935245819734,0.04484294003962752,0.2680827937151645,0.012185581532507478,0.12185581532507475,0.04874232613002991,0.013647851316408376,0.00034119628291020936,0.09748465226005984,2.120291186656301,9.748465226005981e-05,2.437116306501496e-05,0.012185581532507478,37.044167858822725,0.0,7.311348919504485e-05,2.437116306501496e-05,0.0,4.8742326130029905e-05,0.0005605367504953441,0.00012185581532507478,9.748465226005981e-05,0.006433987049163948,0.0,0.0003655674459752242,2.437116306501496e-05,0.0005605367504953441,2.7539414263466897,Verdure in scatola
insalata di patate,75.84017680635125,0.01901256509965316,11.134430389852124,0.06785700030041952,0.0006302507767840822,1.2605015535681647,0.05189064728855612,8.193260098193072,2.521003107136329,3.781504660704495,1.4705851458295256,0.0150209768466873,0.00010504179613068041,0.25346585406333183,2.62604490326701,0.00010504179613068041,0.00010504179613068041,0.5252089806534019,142.85684273772534,0.00010504179613068041,0.00010504179613068041,0.00010504179613068041,0.0,0.00010504179613068041,0.0008403343690454433,0.000525208980653402,0.00010504179613068041,0.009978970632414638,0.0,0.0,0.0,0.0003151253883920412,0.0,Lattuga e insalate
formaggio queso blanco,49.724526125266024,0.7040992899337669,2.594323102187792,0.07143036274690387,0.00017295487347918615,0.0,0.4765771538718975,24.81902434426321,6.5722851922090735,1.210684114354303,13.922867315074484,0.029575283364940832,8.647743673959308e-05,0.1285919484317749,20.754584817502337,8.647743673959308e-05,8.647743673959308e-05,0.6918194939167447,316.5074184669106,0.00017295487347918615,8.647743673959308e-05,0.0,8.647743673959308e-05,0.0002594323102187792,8.647743673959308e-05,0.0004323871836979654,8.647743673959308e-05,0.0,8.647743673959308e-05,0.0005188646204375584,8.647743673959308e-05,0.0031131877226253514,1.8160261715314547,Formaggi a pasta morbida
salsa di ostriche,83.61543866168846,0.033678440572068966,11.613255369678953,0.0,0.0005806627684839476,0.29033138424197386,0.02322651073935791,0.29033138424197386,0.29033138424197386,0.29033138424197386,0.29033138424197386,0.0040646393793876325,0.0005806627684839476,0.05632428854294293,1.1613255369678954,0.0005806627684839476,0.0005806627684839476,2.9033138424197382,52.25964916355529,0.0,0.0005806627684839476,0.0005806627684839476,0.0005806627684839476,0.0005806627684839476,0.0017419883054518427,0.0005806627684839476,0.0005806627684839476,0.0005806627684839476,0.0,0.0,0.0,0.0005806627684839476,0.0,Salse e condimenti
bibita gassata base di succo duva,88.77376102415302,0.0030101911095080647,11.207586541650565,0.0,8.063011900468033e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0009944381343910574,2.687670633489344e-05,0.0009944381343910574,0.0,2.687670633489344e-05,0.0,0.01343835316744672,43.002730135829495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.063011900468033e-05,0.0,Bevande gassate & bibite
farina di ghiande,6.037644714796758,0.043269787122710096,55.04319431656378,0.0,0.0012075289429593515,0.0,0.10364623427067768,30.389478397810343,19.219835675436343,5.8363898909701994,3.9244690646178917,0.1106901531046072,0.0017106660025257476,0.7164671728225486,7.547055893495946,0.0006037644714796757,0.0,0.0,504.14333368552934,0.0,0.0001006274119132793,0.0001006274119132793,0.0,0.0002012548238265586,0.002415057885918703,0.0009056467072195137,0.0007043918833929551,0.0,0.0,0.0,0.0,0.0006037644714796757,0.0,Farina
piselli e carote cotti,83.20556562210251,0.022301273233018004,9.817408325404664,0.0,0.0009090192893893207,3.0300642979644032,0.047511408192081835,0.4242090017150164,0.030300642979644025,0.18180385787786416,0.06060128595928805,0.01551392920557774,0.00018180385787786412,0.1532000509050802,2.9694630120051153,6.0601285959288046e-05,6.0601285959288046e-05,0.3030064297964403,46.66299018865181,0.0,0.00024240514383715218,6.0601285959288046e-05,0.0,6.0601285959288046e-05,0.0010908231472671849,0.00018180385787786412,6.0601285959288046e-05,0.007878167174707447,0.0,0.00048481028767430437,6.0601285959288046e-05,0.0004242090017150164,4.242090017150164,Verdure
zucca cruda,93.05421242440651,0.01982096452986237,4.277155503812407,0.0,0.00031296259783993214,1.0432086594664407,0.031713543247779793,0.2086417318932881,0.052160432973322034,0.052160432973322034,0.052160432973322034,0.013874675170903659,0.00010432086594664408,0.13780786391551678,1.1475295254130846,0.00010432086594664408,0.00010432086594664408,0.052160432973322034,19.82096452986237,0.0,0.00010432086594664408,0.00010432086594664408,0.0,0.00010432086594664408,0.0004172834637865762,0.0002086417318932881,0.00010432086594664408,0.011892578717917424,0.0,0.00010432086594664408,0.00010432086594664408,0.00010432086594664408,1.9820964529862368,Verdure
torta di crema al cioccolato,42.86100702482955,0.03540259512955759,33.115348815007515,0.004972274596847976,0.0010939004113065547,1.9889098387391904,0.06692681607357376,19.093534451896225,10.939004113065549,2.386691806487028,4.872829104911017,0.02068466232288758,0.00019889098387391904,0.12500298336475812,2.5855827903609483,9.944549193695952e-05,9.944549193695952e-05,0.09944549193695952,299.3309307302482,0.0,9.944549193695952e-05,9.944549193695952e-05,0.0,9.944549193695952e-05,0.0006961184435587168,0.00039778196774783813,9.944549193695952e-05,0.0,0.0,0.0,0.0,0.00019889098387391904,0.0,Torte e crostate
pizza con salsiccia,42.61773683590207,0.14262849802796887,30.319231616723922,0.022803478427226163,0.0023913760148401965,2.305969728595904,0.19122467490097145,12.213098932933862,4.014095453481758,2.305969728595904,4.953564602168979,0.023742947575913383,0.00034162514497717097,0.1951533640682089,11.359036070490935,8.540628624429274e-05,8.540628624429274e-05,0.5978440037100491,277.5704302939513,8.540628624429274e-05,0.00034162514497717097,8.540628624429274e-05,8.540628624429274e-05,0.00017081257248858549,0.0037578765947488798,0.0,8.540628624429274e-05,0.0017081257248858551,0.0,0.0009394691486872199,8.540628624429274e-05,0.001281094293664391,3.330845163527416,Pizza
sedano rapa crudo,86.81476146904389,0.042420849354191895,9.125415268052906,0.0,0.0007398985352475329,1.7264299155775769,0.11345110873795505,0.24663284508251104,0.12331642254125552,0.12331642254125552,0.12331642254125552,0.01973062760660088,0.00024663284508251096,0.2959594140990132,1.4797970704950658,0.00024663284508251096,0.00024663284508251096,0.12331642254125552,41.92758366402687,0.0,0.00024663284508251096,0.00024663284508251096,0.0,0.00024663284508251096,0.0007398985352475329,0.00024663284508251096,0.00024663284508251096,0.00789225104264035,0.0,0.00024663284508251096,0.00024663284508251096,0.00024663284508251096,1.4797970704950658,Verdure
polpo crudo,80.87876846715093,0.053382001603474456,2.2158566703329026,0.04834596371635423,0.005338200160347446,0.0,0.18734060940087266,1.0072075774240463,0.2014415154848093,0.2014415154848093,0.2014415154848093,0.030216227322721393,0.00010072075774240464,0.3525226520984163,15.007392903618289,0.00040288303096961856,0.00010072075774240464,0.2014415154848093,82.5910213487718,0.00010072075774240464,0.00010072075774240464,0.00010072075774240464,0.00010072075774240464,0.00010072075774240464,0.002115135912590498,0.0005036037887120231,0.00040288303096961856,0.0050360378871202325,0.0,0.0012086490929088555,0.00010072075774240464,0.0017122528816208788,0.0,Frutti di mare
keikitos,13.039973445872256,0.0628289629664754,52.871165062354784,0.0,0.002607994689174451,1.1854521314429325,0.2539238465550761,25.13158518659016,0.0,0.0,0.0,0.011854521314429323,0.00023709042628858643,0.08962018113708567,6.8756223623690085,0.00023709042628858643,0.00023709042628858643,0.4741808525771729,464.69723552562937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047418085257717286,25.605766039167342,Pasticceria e prodotti da forno
nagaimo cotto,77.32963293648051,0.008016297963031044,20.04074490757761,0.0,0.0004146361015360885,0.0,0.04008148981515523,0.06910601692268142,0.03455300846134071,0.03455300846134071,0.03455300846134071,0.010020372453788808,0.00027642406769072574,0.4960429894710073,1.7276504230670355,0.0001382120338453629,6.910601692268145e-05,0.2764240676907257,82.23616013799091,0.0,6.910601692268145e-05,6.910601692268145e-05,0.0,6.910601692268145e-05,0.0001382120338453629,0.00048374211845877003,0.00020731805076804424,0.0,0.0,0.0,0.0,0.0003455300846134072,0.0,Verdure
nastri di frutta gommosa,10.020829008868432,0.032209807528505684,85.89282007601514,0.0,0.0007157735006334597,0.0,0.03077826052723876,2.8630940025338383,1.4315470012669191,0.3578867503167298,0.3578867503167298,0.02004165801773686,0.0007157735006334597,0.2948986822609853,0.3578867503167298,0.0007157735006334597,0.0007157735006334597,0.3578867503167298,372.20222032939904,0.0,0.0007157735006334597,0.0007157735006334597,0.0,0.0007157735006334597,0.0007157735006334597,0.0007157735006334597,0.0007157735006334597,0.12024994810642126,0.0,0.0007157735006334597,0.0007157735006334597,0.0007157735006334597,49.388371543708715,Caramelle gommose
trota di mare cruda,78.72791944427149,0.01715159084181278,0.0,0.08364047385822282,0.0002540976421009301,0.0,0.251980161750089,3.6420662034466647,0.8893417473532554,0.7199433192859687,1.0163905684037204,0.031254009978414404,4.234960701682169e-05,0.34370941054852483,16.85514359269503,4.234960701682169e-05,4.234960701682169e-05,0.04234960701682169,105.02702540171778,4.234960701682169e-05,4.234960701682169e-05,4.234960701682169e-05,4.234960701682169e-05,0.00016939842806728674,0.0024139275999588363,0.0007622929263027904,0.00042349607016821687,0.0,0.0,0.0,0.0,0.00046584567718503856,0.0,Pesce e prodotti ittici
maionese light,67.06362915845307,0.006096693559859371,9.483745537559019,0.016257849492958318,0.0006774103955399299,0.0,0.01558043909741839,22.354543052817693,5.419283164319442,12.870797515258667,3.3870519776996497,0.0020322311866197893,0.0006774103955399299,0.03183828859037671,0.33870519776996505,0.0006774103955399299,0.0006774103955399299,0.6774103955399301,243.86774239437486,0.0006774103955399299,0.0006774103955399299,0.0006774103955399299,0.0,0.0,0.0006774103955399299,0.0006774103955399299,0.0006774103955399299,0.0,0.0,0.0020322311866197893,0.0006774103955399299,0.0006774103955399299,3.3870519776996497,Salse e condimenti
sovracoscia di pollo cruda,66.42439437202306,0.00796670655295908,0.2637982302304331,0.09771086447735244,0.0006858753985991262,0.0,0.15754030309361464,16.566528858471198,6.858753985991259,3.4293769929956297,4.484569913917364,0.018940712930545098,5.2759646046086624e-05,0.20444362842858568,16.197211336148587,5.2759646046086624e-05,5.2759646046086624e-05,0.05275964604608662,218.42493463079862,5.2759646046086624e-05,5.2759646046086624e-05,5.2759646046086624e-05,5.2759646046086624e-05,0.00010551929209217325,0.004642848852055623,0.0010024332748756457,0.0003165578762765197,0.0,5.2759646046086624e-05,0.0002110385841843465,5.2759646046086624e-05,0.0012662315051060787,0.0,Pollame e volatili
salsa steak,72.37967626544798,0.019141732566068888,22.132628279517153,0.0,0.0011963582853793055,1.7945374280689583,0.033498031990620555,0.2990895713448264,0.0,0.0,0.0,0.01734719513799993,0.0005981791426896527,0.317034945625516,1.1963582853793056,0.0005981791426896527,0.0005981791426896527,1.7945374280689583,95.70866283034442,0.0,0.0005981791426896527,0.0005981791426896527,0.0,0.0005981791426896527,0.0011963582853793055,0.0,0.0005981791426896527,0.007178149712275833,0.0,0.0011963582853793055,0.0005981791426896527,0.0005981791426896527,10.169045425724097,Salse e condimenti
fagioli stufati scatola,69.85600648984834,0.032999228872186426,20.50993738931032,0.0,0.0011458065580620285,3.9721294012817,0.0718038776385538,0.34374196741860863,0.07638710387080191,0.11458065580620284,0.07638710387080191,0.026200776627685052,0.00011458065580620286,0.21732131051243145,4.621419784183517,0.00015277420774160384,3.819355193540096e-05,0.34374196741860863,91.28258912560827,0.0,7.638710387080192e-05,3.819355193540096e-05,0.0,3.819355193540096e-05,0.0004201290712894105,0.00019096775967700482,7.638710387080192e-05,0.0,0.0,0.00015277420774160384,3.819355193540096e-05,0.0022152260122532555,7.715097490950992,Legumi
semi di alfalfa,91.27979644008795,0.03161979876682785,2.088099918564103,0.0,0.0008948999650989014,1.7897999301978027,0.06890729731261543,0.5965999767326011,0.14914999418315025,0.2982999883663005,0.14914999418315025,0.026548698964600742,0.00029829998836630045,0.07785629696360442,3.877899848761906,0.00029829998836630045,0.00029829998836630045,0.14914999418315025,23.863999069304036,0.0,0.00029829998836630045,0.00029829998836630045,0.0,0.00029829998836630045,0.0005965999767326009,0.0005965999767326009,0.00029829998836630045,0.008054099685890112,0.0,0.00029829998836630045,0.00029829998836630045,0.0008948999650989014,0.14914999418315025,Frutta secca e semi
teff crudo,8.242160493288457,0.1684309738452006,68.40993209429419,0.0,0.007127044661843549,7.466427740978958,0.4014416993201673,2.2302316628898184,0.5333162672127826,1.0181492374062209,0.4363496731740948,0.1721641877156901,0.008630026869443209,0.3995508507364128,12.460207333971374,0.0007757327523095018,4.848329701934387e-05,0.02424164850967193,343.26174289695456,0.0,0.00038786637615475096,0.0,0.0,0.0002424164850967193,0.003151414306257352,0.0008726993463481897,0.00043634967317409486,0.0,0.0,9.696659403868774e-05,4.848329701934387e-05,0.0033938307913540704,1.7453986926963792,Prodotti a base di cereali
foglie di coriandolo fresche,90.72963793970158,0.06559507607802748,3.6782285651230366,0.0,0.0018391142825615184,2.4521523767486912,0.0472039332524123,0.3065190470935864,0.3065190470935864,0.3065190470935864,0.3065190470935864,0.025747599955861258,0.0006130380941871727,0.5112737705521021,1.8391142825615183,0.0006130380941871727,0.0006130380941871727,0.3065190470935864,24.52152376748691,0.0,0.0006130380941871727,0.0006130380941871727,0.0,0.0006130380941871727,0.0012260761883743454,0.0006130380941871727,0.0006130380941871727,0.026360638050048433,0.0,0.002452152376748691,0.0006130380941871727,0.0006130380941871727,0.6130380941871728,Erbe e spezie
pollo al limone,56.81049387943487,0.03881112948199016,19.061826879238318,0.031842625557284995,0.0013124536539803435,1.093711378316953,0.12838609136614862,11.702711747991398,2.562409514914004,5.734172512033168,1.906182687923832,0.01493697253815724,9.374668957002453e-05,0.15427580213573705,10.718371507506136,3.124889652334152e-05,1.5624448261670758e-05,0.23436672392506136,224.99205496805888,1.5624448261670758e-05,4.6873344785012264e-05,1.5624448261670758e-05,1.5624448261670758e-05,6.249779304668303e-05,0.0036404964449692867,0.0004843578961117935,0.00023436672392506137,0.002484287273605651,1.5624448261670758e-05,0.0012655803091953313,3.124889652334152e-05,0.0004999823443734644,8.624695440442258,Pietanze e piatti unici
aceto di vino rosso,98.88491479065851,0.006311803071744161,0.3506557262080089,0.0,0.0007013114524160179,0.0,0.008415737428992213,0.0,0.0,0.0,0.0,0.004207868714496106,0.0007013114524160179,0.04067606424012903,0.3506557262080089,0.0007013114524160179,0.0,0.3506557262080089,21.03934357248053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007013114524160179,0.0,0.0,0.0,0.0007013114524160179,0.0,Salse e condimenti
cola light coca cola,94.81351744906841,0.0020005229536059006,5.156277471970139,0.0,2.817637962825212e-05,0.0,0.01101696443464658,0.0,0.0,0.0,0.0,0.0,0.0,0.0030148726202229767,0.0,0.0,2.817637962825212e-05,0.014088189814126063,20.005229536059012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.817637962825212e-05,5.156277471970139,Bevande gassate & bibite
buccia di patata cruda,81.9155313914787,0.029458582266967112,12.145204969714513,0.0,0.003100903396522853,2.5840861637690447,0.03721084075827424,0.12920430818845224,0.12920430818845224,0.12920430818845224,0.12920430818845224,0.022481549624790688,0.000516817232753809,0.4054431190953631,2.5840861637690447,0.000516817232753809,0.0002584086163769045,0.12920430818845224,56.84989560291898,0.0,0.0002584086163769045,0.0002584086163769045,0.0,0.0002584086163769045,0.001033634465507618,0.0002584086163769045,0.0002584086163769045,0.011111570504206893,0.0,0.0,0.0,0.0002584086163769045,0.0,Prodotti a base di patate
uovo di quaglia,73.48828026455782,0.0636167202290202,0.5484200019743121,0.8335984030009543,0.0032905200118458727,0.0,0.22265852080157075,10.96840003948624,4.3873600157944965,1.096840003948624,3.2905200118458726,0.013162080047383487,0.0010968400039486242,0.13052396046988626,13.16208004738349,0.0010968400039486242,0.0010968400039486242,0.5484200019743121,153.55760055280737,0.0010968400039486242,0.0010968400039486242,0.0010968400039486242,0.0010968400039486242,0.0010968400039486242,0.0010968400039486242,0.0021936800078972483,0.0010968400039486242,0.0,0.0010968400039486242,0.0010968400039486242,0.0010968400039486242,0.0010968400039486242,0.5484200019743121,Pollame e volatili
crusca di riso,5.298793052693553,0.0495289961730939,43.1262879010892,0.0,0.01611716220194289,18.25139829261113,1.4563585516632325,18.104209596702976,6.549896967912865,6.476302619958787,3.606123049749779,0.6782455107447749,0.012363850456284959,1.2895937591992934,11.627906976744187,0.0006623491315866942,7.359434795407712e-05,0.036797173977038564,274.5069178687077,0.0,0.002355019134530468,7.359434795407712e-05,0.0,0.00022078304386223134,0.029511333529584925,0.00640270827200471,0.0035325287017957023,0.0,0.0,0.0042684721813364725,7.359434795407712e-05,0.0052251987047394755,0.8095378274948485,Prodotti a base di cereali
controfiletto superiore di maiale dadini cotto,62.09167176117908,0.011932207384710571,0.0,0.07159324430826343,0.0008838672136822645,0.0,0.2197883138023231,8.249427327701135,3.6091244558692472,1.252145219383208,3.1671908490281133,0.02290689195459869,7.36556011401887e-05,0.259562338418025,29.020306849234352,7.36556011401887e-05,7.36556011401887e-05,0.03682780057009435,198.87012307850952,7.36556011401887e-05,0.000515589207981321,0.0,7.36556011401887e-05,0.00022096680342056612,0.009869850552785287,0.001031178415962642,0.000515589207981321,0.0,7.36556011401887e-05,0.00022096680342056612,0.0,0.0022833236353458504,0.0,Carne di maiale
