name,acqua | g,alcol | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0:c10:0 | g,calcio | g,carboidrati complessi | g,carboidrati disponibili | g,category,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,grassi | g,isoleucina | g,leucina | g,lipidi totali | g,lisina | g,metionina | g,monoinsaturi totali | g,niacina | g,parte edibile | %,polinsaturi totali | g,potassio | g,proteine | %,proteine | g,riboflavina | g,saturi totali | g,sodio | g,tiamina | g,treonina | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,zinco | g,zuccheri solubili | g
formaggio molle,40.275413423495046,0.0,1.169954168857311,2.961122940647708,0.0,8.065436261414561,0.6936896399419455,2.9921836707943616,8.168972028570074,0.2691929946043371,0.3209608781820942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6253560336193061,0.0,1.0353576715551425,formaggi e latticini,,,,0.0,0.0,0.0,0.4969716823464685,31.267801680965306,,,31.267801680965306,,,8.86266166851202,0.00031060730146654266,100.0,0.5901538727864312,,25.4,26.29808485750062,0.00031060730146654266,15.188697041713944,,7.247503700885998e-05,,,0.0003209608781820941,0.0,,1.0353576715551425
olio mais,0.0,0.0,0.0,0.5703730239576683,0.0,11.69765026327218,0.40026177119836376,2.301505184390592,29.89955430851777,49.86261014703615,0.6003926567975455,0.40026177119836376,0.1901243413192228,0.0,0.0,0.0,0.1901243413192228,0.0,0.0,,0.0,0.0,olii e grassi,0.0,0.0,0.00010006544279959094,0.0,0.0,0.0,0.0,99.96537735679135,0.0,0.0,99.96537735679135,0.0,0.0,30.68006476235458,0.0,100.0,50.4630028038337,,0.0,0.0,0.0,14.969790242818803,,0.0,0.0,0.0,0.0,0.0,,0.0
pistacchi,3.956151999457987,0.0,0.0,0.0,0.0,4.554646789119579,0.0,1.1361257024084477,36.99509318467507,10.813482131851833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328861312638452,3.347513230310604,8.216623383489665,frutta,0.0,5.498036881298024,0.007405105024626489,,,10.75261825493709,0.5071989742894855,56.90772491528028,4.3821991378611544,7.1007856400527976,56.90772491528028,3.1649215995663886,1.1665576408658165,36.99509318467507,0.0014201571280105596,50.0,10.813482131851833,0.9859948060187598,18.1,18.360602869279376,0.00010143979485789711,5.690772491528027,0.001014397948578971,0.0006796466255479107,3.702552512313244,5.224149435181701,4.361911178889575e-05,0.002028795897157942,0.002404123138132161,4.564790768605369
maiale lombo,71.51685551129019,0.0,0.010115538261851513,0.07080876783296057,0.0,1.4262908949210629,0.10115538261851513,0.7384342931151602,2.124263034988817,1.6994104279910538,0.0,0.0,0.1820796887133272,0.030346614785554525,0.0,0.0,0.0,0.0,0.0,0.007080876783296056,0.0,0.0,carni fresche,0.061704783397294224,3.934944383860238,0.0013150199740406966,0.0,0.0,0.0,0.15173307392777266,7.080876783296058,5.249964357900935,7.900235382506031,7.080876783296058,8.446474448646011,2.630039948081393,2.4074981063206597,0.004046215304740605,79.0,1.841027963656975,0.2225418417607332,20.7,20.939164202032625,0.0003034661478555453,2.2557650323928864,0.07384342931151602,0.0002528884565462878,4.471067911738367,6.049091880587205,,0.0,0.001820796887133272,0.0
fave secche sgusciate,10.883972137416599,0.0,0.0,0.0,0.0,0.3852733499970478,0.0,0.057791002499557174,0.5779100249955716,1.1172927149914385,0.09631833749926197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08668650374933574,43.72852522466493,52.78244894959555,legumi,0.0,,0.004815916874963098,,,6.742283624948336,0.4045370174969001,2.8895501249778586,,,2.8895501249778586,,,0.5779100249955716,0.002504276774980811,100.0,1.2136110524907004,,27.2,26.198587799799252,0.0002696913449979335,0.4815916874963098,,0.0004815916874963098,,,9.631833749926193e-06,0.0038527334999704783,,4.7195985374638365
olio extra vergine,0.0,0.0,0.0,0.0,0.0,10.6482379027711,0.7906116487959745,3.0623691712856735,71.92564455565403,6.795257082689451,0.7305651944570396,0.7605884216265071,0.2902245293048513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,olii e grassi,0.0,0.0,0.00020015484779644925,0.0,0.0,0.0,0.0,99.9773464743264,0.0,0.0,99.9773464743264,0.0,0.0,73.00648073375487,0.0,100.0,7.52582227714649,,0.0,0.0,0.0,14.47119549568328,,0.0,0.0,0.0,3.602787260336086e-05,0.0,,0.0
frumento tenero,11.747238199825807,0.0,0.0,0.0,0.0,0.5579938144917258,0.0,0.02936809549956452,0.2838915898291237,1.4781941401447476,0.07831492133217205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034262778082825275,55.114125887516096,63.82666088572022,cereali e derivati,0.0,4.5618441675990224,0.003230490504952097,,,9.49568421152586,0.2975967010622538,2.5452349432955916,3.57311828578035,6.784030060399403,2.5452349432955916,2.8682839937908016,1.566298426643441,0.2838915898291237,0.005286257189921614,100.0,1.5565090614769197,,12.3,12.040919154821456,0.00013705111233130112,0.5873619099912905,,0.0004111533369939033,3.0347032016216677,4.5814228979320655,0.0,0.0,0.003034703201621668,3.230490504952097
castagne fresche,54.5359813842698,0.0,,,,,,,,,,,,,,,,,0.0,0.029320420099069787,24.72688761688219,35.86864725452871,frutta,0.0,4.261234387731476,0.0008796126029720938,4.231913967632407,0.3616185145551941,4.593532482187602,0.07916513426748842,1.6614904722806214,3.6455055656510105,5.776122759516747,1.6614904722806214,5.893404439913027,1.1630433305964352,,0.0010848555436655822,85.0,,0.3860521979710855,2.9,2.8343072762434125,0.0002736572542579847,,0.008796126029720937,7.818778693085277e-05,3.6748259857500805,4.857416263079228,0.0,,,8.69839129605737
pancetta_arrotolata,30.671619359859513,0.0,0.05111936559976586,0.7770143571164411,0.0,10.878200999630174,1.5029093486331164,5.5208914847747135,24.09766894372963,6.297905841891152,0.28626844735868884,0.08179098495962538,0.4702981635178459,0.17380584303920393,0.0,0.0,0.0,0.0,0.05111936559976586,0.003067161935985952,0.0,0.0,salumi italiani - aggiornamento 2011,0.06952233721568157,,0.000357835559198361,0.0,0.0,0.0,0.12064170281544745,53.36861768615557,,,,,,26.224234552679892,0.0029138038391866537,100.0,6.809099497888813,0.3772609181262721,,15.438048411129289,6.134323871971903e-05,17.493046908239876,0.003067161935985952,0.0003680594323183141,,,0.0,0.0,0.001308655759354006,0.0
kiwi,86.15249378373095,0.0,,,,,,,,,,,,,,,,,0.0,0.025458774758785743,0.0,9.165158913162866,frutta,0.0,3.93083482275652,0.0005091754951757148,1.4562419162025446,0.7943137724741154,2.240372178773146,0.0712845693246001,0.6110105942108579,4.826983694265778,5.763866605389093,0.6110105942108579,5.336159189441493,1.7006461538868878,,0.000407340396140572,87.0,,0.407340396140572,1.2,1.2220211884217158,5.09175495175715e-05,,0.005091754951757149,2.03670198070286e-05,5.0102868725290355,5.611113956836379,,0.08655983417987155,,9.165158913162866
peperoni crudi,92.29127016875476,0.0,,,,,,,,,,,,,,,,,0.0,0.016998392122089173,0.0,4.199602759574971,verdure e ortaggi,0.0,2.9597200400814088,0.0006999337932624952,1.4698609658512405,0.4299593301469614,1.8998202959982016,0.027997351730499814,0.2999716256839265,2.6197521976396256,4.28959424728015,0.2999716256839265,5.11951574500568,1.0199035273253505,,0.000499952709473211,82.0,,0.2099801379787486,0.9,0.8999148770517797,6.999337932624955e-05,,0.001999810837892844,4.99952709473211e-05,3.7396462668596175,3.5996595082071186,0.00013898685323355265,0.1509857182609097,,4.199602759574971
ananas fresco,87.98839555268766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017312531532357525,0.0,10.183842077857367,frutta,0.0,,0.0005091921038928684,0.8452588924621615,0.15275763116786048,1.0183842077857366,0.008147073662285894,0.0,,,0.0,,,0.0,0.00020367684155714737,57.0,0.0,0.2545960519464341,0.5,0.5091921038928683,1.0183842077857367e-05,0.0,0.0020367684155714735,5.091921038928684e-05,,,7.128689454500157e-06,0.017312531532357525,,10.183842077857367
limoni,94.6915093456288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01481207967417657,0.0,2.433413089329008,frutta,0.0,,0.00010580056910126122,,,2.010210812923963,0.011638062601138734,0.0,,,0.0,,,0.0,0.00031740170730378366,64.0,0.0,0.1481207967417657,0.6,0.6348034146075673,1.0580056910126123e-05,0.0,0.0021160113820252236,4.232022764050449e-05,,,0.0,0.05290028455063061,,2.433413089329008
noci pecan,4.882780361387074,0.0,,,,,,,,20.507677517825712,0.9765560722774148,,,,,,,,0.0,0.0595699204089223,3.2226350385154685,7.714792970991577,frutta,0.0,4.775359193436559,0.0023437345734657953,8.857363575556152,0.3515601860198693,9.1796270794077,0.2929668216832244,70.1167259895184,4.023411017782949,6.757768020159709,70.1167259895184,3.183572795624372,1.845690976604314,24.41390180693537,0.0013671785011883807,49.0,21.484233590103127,0.5888633115832811,7.2,7.031203720397388,0.00014648341084161218,5.859336433664489,,0.0006933548113169644,2.7929503667134057,4.833952557773204,7.812448578219318e-06,0.0009765560722774148,0.0048827803613870745,4.199191110792883
piselli,80.46809812859583,0.0,,,,,,,,,,,,,,,,,0.0,0.04560534528698755,2.330939870223808,6.587438763675978,legumi,0.0,3.8004454405822963,0.0017228685997306404,5.8780222814339504,0.4560534528698755,6.384748340178256,0.0983048553963954,0.6080712704931673,3.6991002288334345,6.303672170779167,0.6080712704931673,6.415151903702916,0.6992819610671424,,0.002634975505470392,31.0,,0.19559625867530211,5.5,5.573986646187367,8.107616939908899e-05,,0.001013452117488612,0.00020269042349772243,5.715869942635773,4.165288202878196,6.486093551927118e-05,0.03243046775963559,,4.053808469954449
cioccolato fondente,0.5052865657469935,0.0,,0.06063438788963923,,8.56966015506901,0.10105731314939873,11.136515909063737,10.904084088820118,1.0408903254388069,0.06063438788963923,0.3233834020780759,,0.3233834020780759,0.0,0.06063438788963923,0.0,0.0,0.0,0.05153922970619335,0.0,50.225484635251156,dolci,0.0,,0.005052865657469935,,,8.084585051951896,0.1879666024578816,33.95525721819797,,,33.95525721819797,,,11.197150296953378,0.0006063438788963923,100.0,1.4249081154065215,0.3031719394481961,6.6,6.669782667860315,7.074011920457911e-05,20.807700777461196,0.011116304446433856,7.074011920457911e-05,,,9.095158183445883e-06,0.0,,50.225484635251156
bovino adulto spalla,75.43433979394348,0.0,0.0,0.0501558110332071,0.08024929765313138,0.3912153260590153,0.0501558110332071,0.2708413795793183,0.5316515969519953,0.2608102173726769,0.0501558110332071,0.0,0.0,0.08024929765313138,0.030093486619924257,0.0,0.060186973239848514,0.030093486619924257,0.0,0.006018697323984853,0.0,0.0,carni fresche,,4.132838829136265,0.0015046743309962132,0.0,0.0,0.0,0.2006232441328284,2.4074789295939407,4.52405415519528,8.646861822124903,2.4074789295939407,9.318949689969877,2.8889747155127288,0.7824306521180306,0.00501558110332071,100.0,0.5316515969519953,0.30494733108189914,21.5,21.56699874427905,0.00017052975751290415,0.7623683277047478,0.051158927253871236,0.00010031162206641419,4.323430911062451,4.955394130080862,,0.0,0.00451402299298864,0.0
salmone fresco,67.91642001603564,0.0,0.0,0.519360858946155,0.0,2.0275048916551817,0.6492010736826938,0.4194837706872791,2.456976371168349,0.14981563238831394,0.08988937943298837,0.0,0.9088815031557712,0.04993854412943798,0.8889060855039962,0.0,0.5792871119014805,1.1885373502806238,0.0,0.02696681382989651,0.0,0.9987708825887596,prodotti della pesca,0.034956980890606594,,0.0006991396178121317,0.0,0.0,0.0,0.27965584712485275,11.985250591065116,,,11.985250591065116,,,4.594346059908294,0.006991396178121318,65.0,3.046251191895717,0.3096189736025155,18.4,18.377384239633177,0.00014981563238831394,2.966349521288616,0.09787954649369844,0.00019975417651775192,,,1.2984021473653876e-05,,,0.9987708825887596
fagioli cannellini scatola,75.68515292150613,0.0,,,,,,,,,,,,,,,,,0.0,0.03848397606178277,10.953131648353558,12.33460771210986,legumi,0.0,6.117965425206492,0.001973537233937578,3.8780006646873413,0.8979594414415979,4.736489361450186,0.07696795212356554,0.5920611701812734,5.3088151592920845,8.436871675083147,0.5920611701812734,6.936983377290588,1.016371675477853,,,100.0,,0.1874860372240699,6.0,5.920611701812732,,,0.425297273913548,,4.045751329572035,5.802199467776479,,0.0,0.0006710026595387764,0.2960305850906367
merluzzo nasello surgelato,81.33742360580045,0.0,0.0,0.010066512822500056,0.0,0.08053210258000046,0.010066512822500056,0.020133025645000115,0.06039907693500034,0.0,0.0,0.0,0.020133025645000115,0.010066512822500056,0.03019953846750017,0.0,0.020133025645000115,0.15099769233750085,0.0,0.03019953846750017,0.0,0.0,prodotti della pesca,0.05033256411250029,,0.0006039907693500032,0.0,0.0,0.0,0.18925044106300107,0.6039907693500034,,,0.6039907693500034,,,0.11073164104750063,0.0012079815387000064,75.0,0.2113967692725012,0.32212841032000183,17.3,17.4150671829251,0.00012079815387000069,0.11073164104750063,0.07751214873325044,3.0199538467500172e-05,,,0.0,,0.0020133025645000108,0.0
fagiolini,91.99682420863596,0.0,,,,,,,,,,,,,,,,,0.0,0.0355788822906327,0.0,2.4396947856433844,legumi,0.0,4.2593004799357415,0.0009148855446162693,2.1753945171986846,0.7217430407528346,2.9479645326524233,0.048793895712867685,0.1016539494018077,3.7713615228070645,6.922633954263104,0.1016539494018077,5.570636427219062,1.3113359472833193,,0.0008132315952144616,95.0,,0.2846310583250616,2.1,2.1347329374379616,0.0001524809241027115,,0.0020330789880361536,7.115776458126539e-05,3.923842446909777,8.46777398517058,4.167811925474116e-05,0.0060992369641084615,,2.4396947856433844
pollo fuso cotto1,77.24713676465113,0.0,0.0,0.0702246697860465,0.040128382734883714,0.5818615496558137,0.1805777223069767,0.4313801143999999,0.8326639417488368,0.5317010712372091,0.030096287051162775,0.0,0.010032095683720928,0.21067400935813946,0.020064191367441853,0.0,0.0,0.05016047841860464,0.0,0.013041724388837208,0.0,0.0,carni fresche,0.08828244201674415,4.11315923032558,0.0010032095683720928,0.0,0.0,0.0,,3.711875402976743,5.166529277116277,8.276478939069765,3.711875402976743,8.988757732613951,3.150078044688371,1.0634021424744182,,66.0,0.9831453770046508,0.3561393967720929,18.5,18.559377014883715,,1.0834663338418602,0.08627602287999997,,4.835470119553487,5.357139095106975,,0.0,0.0019060981799069762,0.0
salame_napoli,39.048301627285596,0.0,0.041874854291995285,0.471092110784947,0.0,7.024506807482209,0.921246794423896,3.4546754790896106,14.122294609975407,3.842017881290568,0.17796813074097995,0.041874854291995285,0.2617178393249705,0.12562456287598586,0.0,0.0,0.0,0.0,0.041874854291995285,0.012562456287598585,0.0,0.20937427145997645,salumi italiani - aggiornamento 2011,0.09526529351428926,,0.0009212467944238963,0.0,0.0,0.0,0.2177492423183755,31.092079311806497,,,,,,15.399477665881266,0.005464668485105385,100.0,4.17701671562653,0.6982631953190214,,28.68427519001677,0.0001465619900219835,11.17011738238974,0.004292172564929516,0.0005339043922229399,,,0.0,0.0,0.002585772252530709,0.0
cuore bovino,75.91962828382435,0.0,,,,,,,,,,,,,,,,,0.0,0.00905002191462807,0.0,0.5027789952571148,frattaglie,0.15083369857713444,4.655733496080884,0.004625566756365457,0.0,0.0,0.0,0.2041282720743886,6.033347943085379,4.927234153519726,8.949466115576644,6.033347943085379,8.53718733946581,2.2926722183724437,,0.008245575522216683,100.0,,0.3217785569645535,16.8,16.89337424063906,0.0008949466115576644,,0.0955280090988518,0.0005832236344982531,4.625566756365456,5.711569386120825,3.0166739715426893e-06,0.0060333479430853786,,0.5027789952571148
banane,80.0803598068958,0.0,,,,,,,,,,,,,,,,,0.0,0.007298991128232689,2.5025112439654933,16.057780482111916,frutta,0.0,4.0874350318103065,0.0008341704146551647,1.2408284917995571,0.6464820713577525,1.87688343297412,0.029195964512930755,0.31281390549568666,3.0447220134913504,4.869469795549524,0.31281390549568666,4.254269114741339,2.085426036637911,,0.0007298991128232691,65.0,,0.3649495564116345,1.2,1.2512556219827466,6.256278109913733e-05,,0.0010427130183189557,6.256278109913733e-05,3.566078522650828,4.170852073275822,4.6922085824353005e-05,0.016683408293103292,,13.346726634482634
crescenza,57.76565532638074,0.0,,,,,,,,,,,,,,,,,0.0,0.5518948544904644,0.0,1.8825856795904528,formaggi e latticini,0.05251423211489159,4.181321877827217,9.908345682055016e-05,0.0,0.0,0.0,0.28238785193856797,23.08644543918819,3.874163161683512,7.688876249274693,23.08644543918819,6.212532742648494,2.457269729149644,,,100.0,,0.10899180250260518,16.1,15.952436548108578,,,0.3467920988719256,,3.2598457293961007,5.043347952166003,0.00013376266670774272,,0.002308644543918819,1.8825856795904528
salsiccia suino2,48.035672971478434,0.0,,,,,,,,,,,,,,,,,0.0,0.05498683947059086,0.0,0.0,carni trasformate e conservate,,4.1292003979802185,0.004149950148723839,0.0,0.0,0.0,0.2282472581798111,27.07842472042305,4.886566300122321,8.206526419101392,27.07842472042305,8.47627317876844,2.6455932198114467,,0.0052911864396228935,100.0,,0.2396596210888017,22.2,23.032223325417306,0.00010374875371809599,,1.3207216348313615,0.0005187437685904799,4.4715712852499365,5.218562312020229,,0.0,,0.0
cozza mitilo,81.37641475399795,0.0,0.0,0.04955932689037635,0.0,0.2874440959641828,0.1585898460492043,0.17841357680535486,0.1585898460492043,0.04955932689037635,0.03964746151230108,0.0,0.17841357680535486,0.10903051915882796,0.26762036520803234,0.0,0.1288542499149785,0.10903051915882796,0.0,0.08722441532706238,2.775322305861076,3.370034228545592,prodotti della pesca,0.11993357107471075,,0.005748881919283656,0.0,0.0,0.0,0.2339200229225764,2.676203652080323,,,2.676203652080323,,,0.6244475188187419,0.0015858984604920432,32.0,0.5748881919283656,0.3171796920984086,11.7,11.596882492348065,0.00015858984604920438,0.515416999659914,0.2874440959641828,0.00011894238453690324,,,5.352407304160646e-05,,0.0021806103831765594,0.2973559613422581
sgombro,70.34524259881178,0.0,0.0,0.5039057492751561,0.0,1.773748237448549,0.5946087841446839,0.3527340244926092,1.854373157332574,0.1612498397680499,0.15117172478254678,0.0,0.7155461639707215,0.1612498397680499,0.7357023939417277,0.0,0.9977333835648088,1.269842488173393,0.0,0.03829683694491185,0.0,0.5039057492751561,prodotti della pesca,0.09574209236227964,4.23280829391131,0.0012093737982603742,0.0,0.0,0.0,0.2660622356172824,11.186707633908462,5.542963242026715,9.473428086372932,11.186707633908462,7.9617108385474635,2.7210910460858417,4.1622614890127885,0.00765936738898237,80.0,2.4792162864337675,0.3628121394781123,17.0,17.1327954753553,0.00025195287463757797,2.630388011216314,0.13101549481154054,0.0001007811498550312,5.7445255417367775,7.8609296886924325,4.5351517434764035e-05,,0.0020156229971006238,0.5039057492751561
germe frumento,9.497178178950254,0.0,0.0,0.0,0.0,0.009497178178950254,0.03798871271580102,1.5765315777057418,1.3391021232319855,5.1094818602752365,0.6458081161686173,0.05698306907370153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06837968288844183,,52.23447998422639,cereali e derivati,0.0,,0.009497178178950254,,,,1.044689599684528,9.497178178950254,,,9.497178178950254,,,1.3770908359477867,0.0058882504709491575,100.0,5.755289976443852,0.7854166353991862,28.0,26.59209890106071,0.0005793278689159656,1.6430118249583938,0.002849153453685076,0.0023173114756638623,,,9.497178178950251e-06,0.0,0.0011586557378319312,
cavallo,72.87227076806207,0.0,0.009729275135922841,0.2335026032621481,0.029187825407768517,1.605330397427268,0.6226736086990617,0.2237733281262253,2.0626063288156415,0.729695635194213,0.301607529213608,0.0,0.0,0.06810492595145988,0.0,0.0,0.0,0.0,0.0,0.003891710054369136,0.4864637567961419,0.5837565081553703,carni fresche,0.05934857832912933,4.027919906272055,0.0037944173030099062,0.0,0.0,0.0,0.2247462556398176,6.6159070924275305,4.465737287388583,7.462354029252817,6.6159070924275305,7.705585907650889,2.3544845828933267,2.8117605142817004,0.005390018425301253,100.0,1.128595915767049,0.32203900699904603,19.8,19.26396476912722,0.00017512695244661109,2.101523429359333,0.07199663600582899,3.891710054369136e-05,4.125212657631283,4.7089691657866535,,0.0,0.003619290350563296,0.0
bovino adulto scamone,74.18030536413164,0.0,0.0,0.08041225513727007,0.06030919135295256,0.6432980410981606,0.09046378702942884,0.4523189351471442,0.9347924659707648,0.35180361622555656,0.07036072324511132,0.0,0.0,0.1005153189215876,0.08041225513727007,0.0,0.09046378702942884,0.040206127568635036,0.0,0.004020612756863504,0.0,0.0,carni fresche,,4.030664288755662,0.001306699145980639,0.0,0.0,0.0,0.18092757405885768,3.7190668000987417,4.332210245520425,8.413132193736883,3.7190668000987417,9.046378702942883,2.904892716833882,1.2061838270590513,0.004824735308236204,100.0,0.7438133600197483,0.3387366247657502,21.4,21.510278249219745,0.0002010306378431752,1.2363384227355274,0.040206127568635036,7.036072324511133e-05,4.121128075785092,4.714168457422459,,0.0,0.003920097437941915,0.0
olio merluzzo,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,olii e grassi,0.5703547606611312,0.0,,0.0,0.0,0.0,0.0,99.96217647376669,0.0,0.0,99.96217647376669,0.0,0.0,,0.0,100.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.018011202968246244,0.0,,0.0
lattuga,93.80008401025977,0.0,,,,,,,,,,,,,,,,,0.0,0.044761439877642514,0.0,2.188337060684745,verdure e ortaggi,0.0,5.142592092609152,0.0007957589311580891,1.3229492230503233,0.1293108263131895,1.4920479959214168,0.030835658582375955,0.39787946557904463,3.809695882919352,6.356124462625236,0.39787946557904463,3.809695882919352,1.8202985550241289,,0.0006962890647633281,80.0,,0.23872767934742675,1.8,1.790457595105701,0.00017904575951057,,0.008952287975528503,4.973493319738057e-05,4.147893428661538,5.4111607318750075,0.00022778599404400297,0.005968191983685669,,2.188337060684745
ricotta vacca,75.96796796681474,0.0,0.39138054830987773,1.3347080237234294,0.11038938542073476,3.5023541374396765,0.1906725748176328,1.0637522595088988,2.378389485883104,0.2508849668653063,0.14049558144457153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29604426090106145,0.0,3.5123895361142883,formaggi e latticini,0.05720177244528984,4.024194868519513,0.00040141594698449014,0.0,0.0,0.0,0.2378389485883104,10.938584555327353,5.318761297544493,11.37010669833568,10.938584555327353,9.051929604500252,2.31817709383543,2.769770034192981,,100.0,0.39138054830987773,0.11942124422788583,8.8,8.831150833658784,,6.8441418960855565,0.07827610966197557,,4.67649578236931,6.061380799465799,0.00012845310303503685,0.0,0.0005017699337306126,3.5123895361142883
pollo ala cotta,49.683538123615676,0.0,0.0,0.22261463110377694,0.030356540605060493,3.491002169581957,1.0017658399669964,1.760679355093509,5.373107687095708,2.66125672637697,0.20237693736707,0.0,0.0,0.4857046496809679,0.030356540605060493,0.0,0.0,0.12142616242024196,0.0,0.02124957842354235,0.0,0.0,carni fresche,,,0.0009106962181518151,0.0,0.0,0.0,,17.606793550935084,,,17.606793550935084,,,6.526656230088007,,60.0,3.8856371974477435,0.4067776441078107,31.7,32.07674457268059,,5.524890390121009,0.1699966273883388,,,,,0.0,0.0025195928702200217,0.0
pollo crudo,76.31438236293396,0.0,0.0,0.04011268455344755,0.050140855691809434,0.6919438085469701,0.180507080490514,0.4813522146413706,0.8323382044840366,0.5314930703331799,0.04011268455344755,0.0,0.0,0.13036622479870452,0.010028171138361887,0.0,0.0,0.030084513415085664,0.0,0.00802253691068951,0.0,0.0,carni fresche,0.07521128353771414,4.2519445626654395,0.000701971979685332,0.0,0.0,0.0,0.20056342276723774,3.610141609810279,5.0642264248727535,8.483832783054158,3.610141609810279,9.256001960708023,3.2190429354141656,1.0830424829430838,0.005816339260249896,62.0,0.8122818622073129,0.3078648539477099,19.4,19.45465200842206,0.00015042256707542833,1.2334650500185125,0.07019719796853321,0.00010028171138361888,4.923832028935687,5.355043387885248,,0.0,0.0012635495634335976,0.0
tacchino fuso cotto,63.15814749687414,0.0,0.0,0.11098077036191943,0.12106993130391208,1.493195819414916,0.3329423110857583,1.1804318302131431,2.1590804415864318,1.674800716370784,0.10089160941992677,0.0,0.0403566437679707,0.5246363689836191,0.0403566437679707,0.0,0.0,0.1614265750718828,0.0,0.02017832188398535,0.0,0.0,carni fresche,0.11098077036191943,,0.0015133741412989012,0.0,0.0,0.0,,9.382919676053188,,,9.382919676053188,,,2.6938059715120444,,71.0,2.734162615280015,0.3500938846871458,26.7,26.93805971512044,,2.824965063757949,0.11804318302131432,,,,,0.0,0.00464101403331663,0.0
farina mais,11.569765728997009,0.0,0.0,0.0,0.0,0.24065112716313775,0.0,0.03702325033279042,0.610883630491042,1.2865579490644672,0.01851162516639521,0.009255812583197605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005553487549918563,66.73440872485473,74.78696567223665,cereali e derivati,0.0,4.692696979681187,0.0016660462649755689,2.554604272962539,0.3239534404119162,2.869301900791258,0.0916325445736563,2.4990693974633538,3.7208366584454375,10.940370473339572,2.4990693974633538,2.7489763372096894,1.647534639809174,0.610883630491042,0.0017586043908075454,100.0,1.3050695742308625,0.12032556358156887,8.7,8.052556947381916,9.255812583197607e-05,0.2869301900791258,0.0009255812583197603,0.00032395344041191617,3.5542320319478806,5.0259062326763,6.201394430742398e-05,0.0,,1.388371887479641
occhiata,75.35559030829243,0.0,0.0,0.11743728359733885,0.0,0.7046237015840331,0.205515246295343,0.17615592539600827,0.6654779403849203,0.14679660449667356,0.029359320899334712,0.00978644029977824,0.029359320899334712,0.08807796269800414,0.1957288059955648,0.0,0.01957288059955648,0.0,0.0,0.031316608959290365,0.0,1.9572880599556481,prodotti della pesca,0.04697491343893554,,0.004110304925906861,0.0,0.0,0.0,,3.620982910917948,,,3.620982910917948,,,1.145013515074054,,,1.0080033508771586,0.4178810008005308,19.0,18.59423656957865,,1.1058677538749409,,,,,,0.0,0.0013701016419689533,1.9572880599556481
yogurt intero,87.47061816692347,0.0,0.12064912850610135,0.3619473855183041,0.0,0.9249766518801104,0.010054094042175114,0.34183919743395386,0.8344898055005342,0.08043275233740091,0.05027047021087557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1256761755271889,0.0,4.323260438135298,latte e yogurt,0.011059503446392624,4.494180036852275,0.00010054094042175113,0.0,0.0,0.0,0.10556798744283867,3.921096676448293,4.2327735917557225,7.932680199276164,3.921096676448293,6.877000324847777,2.3828202879955023,0.8445438995427095,0.00011059503446392624,100.0,0.13070322254827646,0.17091959871697693,3.8,3.820555736026542,0.0001910277868013272,2.081197466730248,0.04825965140244054,4.021637616870045e-05,3.6999066075204414,5.559914005322836,3.8205557360265414e-05,0.0010054094042175113,0.0004122178557291796,4.323260438135298
nocciole,4.6041437989928236,0.0,0.0,0.7571258691677087,0.0,2.506700512784982,0.13300859863757045,0.9003658984697077,39.350082335391996,5.207798208194103,0.11254573730871346,0.09208287597985644,0.030694291993285487,0.0,0.0,0.0,0.0,0.0,0.0,0.15347145996642744,1.8416575195971288,6.241172705301382,frutta,0.0,4.430209477697539,0.003376372119261403,,,8.287458838187082,0.3294520673945976,65.58347055898665,3.8265550684962575,6.916447129153664,65.58347055898665,3.0387349073352627,1.5347145996642744,39.513785226022854,0.002864800586039979,42.0,5.3203439455028185,0.4767846689623679,13.8,14.119374316911323,0.00010231430664428497,4.256275156402254,0.011254573730871343,0.0005218029638858533,3.898175083147257,4.9008552882612495,3.069429199328548e-05,0.004092572265771398,0.002046286132885699,4.194886572415681
