name,synonyms,category,specific gravity,energy kcal,protein,alcohol,water,"carbohydrates, available",starch,sugars,dietary fibres,"fat, total",cholesterol,"fatty acids, monounsaturated","fatty acids, saturated","fatty acids, polyunsaturated",beta-carotene,vitamin b1,vitamin b2,vitamin b6,vitamin b12,niacin,folate,pantothenic acid,vitamin c,vitamin d,sodium,potassium,chloride,calcium,magnesium,phosphorus,iron,iodide,zinc
"latte scremato, uht",,Latte e prodotti di latte/Latte,1.0,33.0,3.4,0.0,90.8,4.7,0.0,4.7,0.0,0.1,0.0,0.0,0.0,0.0,1e-06,2e-05,0.00016,2.9999999999999997e-05,9e-08,8e-05,4e-06,0.00035,0.0006,0.0,0.039,0.16,0.096,0.13,0.011000000000000001,0.09699999999999999,0.0,2.8e-06,0.0004
"latte scremato, in polvere",,Latte e prodotti di latte/Latte,,356.0,35.5,0.0,2.1,51.5,0.0,51.5,0.0,0.9,0.008,0.2,0.5,0.0,1e-05,0.00033999999999999997,0.0022,0.0004,4e-06,0.001,5e-05,0.0035,0.01,0.0,0.55,1.6,1.0,1.3,0.12,1.0,0.0008,7.5e-05,0.004
milanesini,,Dolciumi/Biscotti,,431.0,7.1,0.0,17.6,53.1,30.4,22.5,1.4,20.8,0.128,5.1,11.6,1.5,7e-05,8e-05,8e-05,0.0001,7.1e-07,0.0011,6e-06,0.00033999999999999997,0.0,7e-07,0.046,0.077,0.075,0.02,0.013,0.09,0.0011,3.6000000000000003e-06,0.0008
chips di mais ,,Snack salati/Patatine,,509.0,7.8,0.0,2.0,56.0,53.6,2.4,4.4,27.2,0.0,11.4,6.6,8.1,0.0,0.00015,0.0002,0.00016999999999999999,0.0,0.0018000000000000004,1.8e-05,0.0003,0.0,0.0,0.97,0.19,0.0,0.067,0.043,0.13,0.0019,0.0,0.0
"mais dolce, stufato (senza aggiunta di sale)",Granturco,Verdure/Verdure cotte (incl. conserve),,105.0,3.8,0.0,71.3,17.8,14.0,3.9,3.2,1.4,0.0,0.3,0.2,0.6,4.8e-05,0.00014,0.00011999999999999999,0.00021,0.0,0.0015,2.8999999999999997e-05,0.00086,0.0102,0.0,0.0003,0.28,0.0079,0.0024,0.027999999999999997,0.09,0.0004,3.6000000000000003e-06,0.0006
"mais dolce, crudo",Granturco,Verdure/Verdure fresche,,92.0,3.3,0.0,74.7,15.7,12.3,3.4,2.8,1.2,0.0,0.3,0.2,0.5,4.7e-05,0.00015,0.00011999999999999999,0.00022,0.0,0.0017,4.3e-05,0.0008900000000000002,0.012,0.0,0.0003,0.29,0.0073,0.0022,0.027000000000000003,0.083,0.0004,3.3e-06,0.0006
"semolino di mais, cotta",Polenta,"Prodotti a base di cereali, legumi e patate/Mais",,79.0,2.0,0.0,80.0,16.7,16.3,0.3,1.1,0.2,0.0,0.1,0.0,0.1,2e-05,2.9999999999999997e-05,1e-05,2.9999999999999997e-05,0.0,0.00027,1.1e-06,0.00011999999999999999,0.0,0.0,0.23,0.018000000000000002,0.34,0.0073,0.0054,0.017,0.0002,7e-07,0.0001
"semolino di mais, secco",Semolino di granturco;Polenta,"Prodotti a base di cereali, legumi e patate/Mais",,350.0,8.8,0.0,11.0,73.8,72.0,1.5,5.0,1.1,0.0,0.4,0.1,0.4,8.8e-05,5e-05,4e-05,0.0001,0.0,0.0012,5e-06,0.00026000000000000003,0.0,0.0,0.001,0.08,0.015,0.004,0.02,0.073,0.001,2.5e-06,0.0004
olio di semi di mais,,Grassi e oli/Oli,0.9,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,23.5,11.1,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"pannocchiette di mais, sott'aceto",Granturco,Verdure/Verdure cotte (incl. conserve),,119.0,3.4,0.0,69.3,21.0,19.0,2.0,4.2,1.4,0.0,0.4,0.2,0.6,0.000117,0.00022,7.000000000000001e-05,0.0001,0.0,0.0017,5e-05,0.0007,0.006999999999999999,0.0,0.017,0.25,0.0,0.003,0.033,0.1,0.0006,0.0,0.0
fecola di mais,Amido,"Prodotti a base di cereali, legumi e patate/Farine e amidi;Diversi/Gelificanti e leganti",,354.0,0.3,0.0,11.0,88.0,88.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.00010400000000000001,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.006,0.005,0.006,0.001,0.002,0.022000000000000002,0.0005,2.5e-06,0.0006
"mandarino, crudo",,Frutta/Frutta fresca,,47.0,0.7,0.0,86.9,10.0,0.0,10.0,1.4,0.2,0.0,0.0,0.0,0.0,0.00016199999999999998,8e-05,4e-05,4e-05,0.0,0.0003,2.6000000000000002e-05,0.0002,0.040999999999999995,0.0,0.003,0.14,0.004,0.033,0.011000000000000001,0.015,0.0004,8e-07,0.0001
mandorle,,"Noci, semi e frutti oleosi",,576.0,21.2,0.0,11.7,4.0,4.0,3.9,13.0,49.9,0.001,31.6,3.8,13.3,0.0,0.0003,0.00044,0.00015,0.0,0.0021000000000000003,4.8e-05,0.00049,0.0,0.0,0.0013000000000000002,0.76,0.04,0.27,0.24,0.51,0.0048,2e-06,0.006
"mandorle, tostate e salate",,Snack salati/Noci e semi salati,,631.0,21.2,0.0,2.8,7.2,0.6,4.6,10.5,55.2,0.0,34.8,4.2,13.5,1e-06,8.999999999999999e-05,0.0007800000000000001,0.00011999999999999999,0.0,0.0037,2.7000000000000002e-05,0.00022999999999999998,0.0,0.0,0.33,0.67,1.19,0.24,0.27,0.47,0.0032,2.4e-06,0.0031000000000000003
"mandorle, tostate senza grasso e salate",,Snack salati/Noci e semi salati,,620.0,22.1,0.0,2.5,10.3,0.7,4.9,10.9,52.1,0.0,32.4,4.0,13.0,0.0,7.000000000000001e-05,0.00086,0.00013000000000000002,0.0,0.0039,3.3e-05,0.00022999999999999998,0.0,0.0,0.34,0.75,1.19,0.27,0.29,0.49,0.0045000000000000005,2.4e-06,0.0035
"mango, crudo",,Frutta/Frutta fresca,,62.0,0.6,0.0,83.0,13.4,0.3,13.1,2.3,0.2,0.0,0.1,0.0,0.0,0.0023,2.9999999999999997e-05,5e-05,8e-05,0.0,0.0004,5.1e-05,0.0002,0.044000000000000004,0.0,0.002,0.15,0.005,0.02,0.009000000000000001,0.022000000000000002,0.0012,1e-06,0.0001
"bietola, al vapore (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,31.0,2.8,0.0,90.0,3.6,2.9,0.7,1.3,0.3,0.0,0.0,0.0,0.0,0.00343,7.000000000000001e-05,0.00015,0.00011,0.0,0.00042,1.7e-05,0.00022,0.0253,0.0,0.19,0.42,0.12,0.1,0.096,0.054000000000000006,0.0024,1.2e-06,0.0004
"bietola da coste, cruda",,Verdure/Verdure fresche,,23.0,2.1,0.0,92.4,2.7,2.2,0.5,1.0,0.2,0.0,0.0,0.0,0.0,0.0029,7.000000000000001e-05,0.00013000000000000002,0.0001,0.0,0.0004,2.2e-05,0.0002,0.035,0.0,0.17,0.38,0.1,0.08,0.081,0.043,0.0023,1e-06,0.0003
margarina,,Grassi e oli/Grassi,0.9,724.0,0.5,0.0,20.0,0.5,0.5,0.0,0.0,80.0,0.0,37.3,22.3,14.0,,1e-05,2e-05,0.0,1e-07,0.00021,2e-06,8e-05,0.0,5e-06,0.067,0.042,0.1,0.01,0.0018000000000000004,0.023,0.0001,1.5e-06,0.0
cake marmorizzato,,"Dolciumi/Dolci, torte e cake",,357.0,7.3,0.0,31.0,42.6,22.7,19.7,1.3,17.2,0.131,4.3,9.4,1.3,5.7e-05,8.999999999999999e-05,0.00014,0.0001,1.2e-06,0.00091,3.4e-06,0.00041,0.0002,8e-07,0.06,0.12,0.073,0.047,0.016,0.11,0.001,8.8e-06,0.0008
marzapane,,Dolciumi/Altri dolciumi,,467.0,6.1,0.0,1.9,68.6,0.0,68.6,4.9,17.6,0.0,12.0,1.5,3.3,,7.000000000000001e-05,0.0002,5e-05,0.0,0.0014,3.1e-05,0.00018999999999999998,0.0003,0.0,0.002,0.27,0.013999999999999999,0.08199999999999999,0.07200000000000001,0.15,0.0015,7e-07,0.0009000000000000002
mascarpone,,Latte e prodotti di latte/Formaggio fresco e quark,,453.0,7.6,0.0,44.4,0.0,0.0,0.0,0.0,47.0,0.141,15.2,29.2,1.6,,1e-05,0.00022,4e-05,0.0,0.0001,1.1e-05,0.0,0.0,3e-07,0.08600000000000001,0.053,0.0,0.068,0.0,0.09699999999999999,0.0002,2.8999999999999997e-05,0.0004
maionese,,Grassi e oli/Maionese,0.9,742.0,1.1,0.0,14.7,0.5,0.0,0.5,0.0,81.7,0.15,23.3,12.1,42.5,0.0,2e-05,5e-05,0.0001,5e-07,2.9999999999999997e-05,1e-05,0.0005,0.0,5e-07,0.41,0.025,0.5,0.015,0.006999999999999999,0.046,0.0006,6e-06,0.0002
"maionese, a valore energetico ridotto",,Grassi e oli/Maionese,1.0,327.0,0.9,0.0,59.4,3.2,0.0,0.0,0.0,34.5,0.131,6.7,4.6,19.6,0.0,5e-05,0.00016,5.9999999999999995e-05,6e-07,0.00011999999999999999,2.6000000000000002e-05,0.0007099999999999999,0.0046,6e-07,0.28,0.08800000000000001,0.47,0.066,0.012,0.14,0.001,5.299999999999998e-06,0.0006
"maionese, fatta in casa con olio di colza",,Grassi e oli/Maionese,,791.0,2.4,0.0,9.8,0.2,0.0,0.2,0.0,86.7,0.161,47.9,8.0,23.6,0.0,2.9999999999999997e-05,7.000000000000001e-05,5e-05,6.9e-07,1e-05,2.1e-05,0.0006500000000000001,0.0007,7e-07,0.15,0.017,0.25,0.021,0.0029,0.076,0.0008,1.8000000000000001e-06,0.0006
farina (in media),,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,343.0,12.4,0.0,13.8,67.8,66.8,0.4,4.7,1.4,0.0,0.2,0.3,0.8,0.0,0.00017999999999999998,5.9999999999999995e-05,0.00022999999999999998,0.0,0.0033,2e-05,0.00044,0.0,0.0,0.0035,0.16,0.05,0.018000000000000002,0.038,0.14,0.0019,1e-06,0.0014
farina bianca (in media),,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,344.0,12.2,0.0,13.8,68.9,67.9,0.4,3.8,1.3,0.0,0.2,0.3,0.7,0.0,0.00013000000000000002,4e-05,0.0002,0.0,0.0027,1.6e-05,0.00033999999999999997,0.0,0.0,0.0021000000000000003,0.13,0.052000000000000005,0.016,0.025,0.11,0.0016,8e-07,0.0011
"omelette tipo crêpes"" ai funghi prataiolo, preparato""",,Cibi/Altri cibi salati/saporiti,,124.0,5.3,0.0,76.1,10.8,9.1,1.3,1.5,6.3,0.078,1.6,3.1,0.6,2.5e-05,0.0001,0.00031,0.0001,8.299999999999998e-07,0.0023,1.3000000000000001e-05,0.0013000000000000002,0.0021000000000000003,1.5e-06,0.22,0.26,0.35000000000000003,0.036000000000000004,0.012,0.11,0.001,1.6e-05,0.0006
"omelette tipo crêpes"" alle verdure, preparato""",,Cibi/Altri cibi salati/saporiti,,137.0,5.7,0.0,71.5,16.2,13.4,2.6,1.4,5.2,0.102,1.8,1.8,0.7,0.0008169999999999999,8.999999999999999e-05,0.00013000000000000002,0.00016,1.2e-06,0.0006900000000000001,1.3000000000000001e-05,0.00043,0.0217,6e-07,0.23,0.14,0.32,0.046,0.012,0.08700000000000001,0.0008,9.8e-06,0.0007
"omelette tipo crêpes"" al formaggio, preparato""",,Cibi/Altri cibi salati/saporiti,,196.0,10.0,0.0,62.0,18.2,16.8,1.3,0.8,9.0,0.14,2.4,4.4,0.9,2.8000000000000003e-05,0.0001,0.00018999999999999998,0.00011,1.8000000000000001e-06,0.00063,3.6000000000000003e-06,0.00055,0.0001,9.000000000000001e-07,0.36,0.11,0.5,0.16,0.013999999999999999,0.17,0.0009000000000000002,1.2e-05,0.0012
"omelette tipo crêpes"" alla nutella""",,Cibi/Altri cibi dolci,,259.0,7.1,0.0,49.7,29.0,14.4,14.4,1.4,12.4,0.10800000000000001,5.1,4.7,1.5,6e-06,8.999999999999999e-05,0.00017999999999999998,0.00011,1.4e-06,0.00061,5e-06,0.00054,0.0003,7e-07,0.25,0.16,0.35000000000000003,0.073,0.021,0.12,0.001,1.1e-05,0.0008
"omelette tipo crêpes"" al prosciutto, preparato""",,Cibi/Altri cibi salati/saporiti,,157.0,9.8,0.0,65.3,17.3,15.8,1.4,0.8,5.2,0.127,1.6,2.1,0.7,6e-05,0.00016,0.00016999999999999999,0.00014,1.5e-06,0.0014,4.2000000000000004e-06,0.0005600000000000001,0.0105,7e-07,0.41,0.16,0.58,0.05,0.013999999999999999,0.14,0.0009000000000000002,1.1e-05,0.001
"omelette tipo crêpes"" al lardo, preparato""",,Cibi/Altri cibi salati/saporiti,,194.0,9.3,0.0,61.4,17.3,15.8,1.3,0.8,9.5,0.128,3.6,3.7,1.0,6e-05,0.00014,0.00016999999999999999,0.00011999999999999999,1.5e-06,0.0012,4.3e-06,0.00055,0.005,8e-07,0.43,0.14,0.66,0.049,0.012,0.12,0.0009000000000000002,1e-05,0.001
"omelette tipo crêpes"" al zucchero con cannella, preparato""",,Cibi/Altri cibi dolci,,178.0,7.1,0.0,62.0,24.5,17.8,6.5,0.9,5.5,0.136,1.6,2.2,0.8,7.000000000000001e-06,0.0001,0.00016,0.0001,1.6e-06,0.0006500000000000001,2.8e-06,0.0005200000000000001,0.0001,8e-07,0.3,0.1,0.42,0.052000000000000005,0.01,0.1,0.0009000000000000002,1.1e-05,0.0008
"omelette tipo crêpes"", preparato""",,Cibi/Altri cibi salati/saporiti,,166.0,7.5,0.0,65.4,20.4,18.8,1.4,0.9,5.8,0.14300000000000002,1.7,2.3,0.8,7.000000000000001e-06,0.0001,0.00016999999999999999,0.00011,1.6999999999999996e-06,0.0006799999999999999,3e-06,0.00055,0.0001,9.000000000000001e-07,0.32,0.11,0.44,0.054000000000000006,0.011000000000000001,0.11,0.0009000000000000002,1.2e-05,0.0008
"melassa, sciroppo di melassa",,Dolciumi/Confettura e prodotti dolci da spalmare sul pane,1.4,274.0,1.2,0.0,25.4,67.2,0.0,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,1.47,0.8200000000000001,0.5,0.14,0.031,0.0092,0.0,0.0009000000000000002
meringa,,Dolciumi/Altri dolciumi,,400.0,5.0,0.0,1.0,94.0,0.0,94.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0001,0.0,0.0002,0.0,0.0,0.1,0.09,0.0,0.004,0.005,0.022000000000000002,0.0002,0.0,0.0
"cozze, crude",,Pesce/Frutti di mare e crostacei,,85.0,11.7,0.0,82.1,3.4,0.0,0.0,0.0,2.7,0.10800000000000001,0.6,0.5,0.6,0.0,0.00011999999999999999,0.00016,8e-05,8e-06,0.0016,3.7e-05,0.00029,0.0,0.0,0.29,0.32,0.46,0.08800000000000001,0.036000000000000004,0.24,0.0058,0.00013000000000000002,0.0016
latte (in media),,Latte e prodotti di latte/Latte,1.0,62.0,3.3,0.0,87.9,4.6,0.0,4.6,0.0,3.4,0.013,0.8,2.0,0.2,1.7e-05,2e-05,0.00015,2.9999999999999997e-05,1.1e-07,0.0001,4.599999999999998e-06,0.00041,0.0008,1e-07,0.039,0.16,0.096,0.12,0.01,0.092,0.0,8.5e-06,0.0004
"caffelatte (scuro), non zuccherato",,Latte e prodotti di latte/Bevande a base di latte e yogurt;Bevande analcoliche/Caffè,1.0,16.0,0.8,0.0,96.8,1.2,0.0,1.0,0.1,0.9,0.003,0.2,0.5,0.0,4e-06,0.0,2.9999999999999997e-05,1e-05,2e-08,0.00013000000000000002,9.000000000000001e-07,0.0001,0.0002,0.0,0.0092,0.054000000000000006,0.021,0.032,0.0047,0.021,0.0,2.1000000000000002e-06,0.0001
"caffelatte (bianco), non zuccherato",,Latte e prodotti di latte/Bevande a base di latte e yogurt;Bevande analcoliche/Caffè,1.0,22.0,1.1,0.0,95.7,1.6,0.0,1.4,0.1,1.2,0.005,0.3,0.8,0.1,6e-06,1e-05,5e-05,1e-05,4e-08,0.00013000000000000002,1.3e-06,0.00014,0.0003,0.0,0.013,0.066,0.03,0.042,0.0053,0.028999999999999998,0.0,2.9e-06,0.0001
"caffelatte, non zuccerato",,Latte e prodotti di latte/Bevande a base di latte e yogurt;Bevande analcoliche/Caffè,1.0,20.0,1.0,0.0,96.1,1.4,0.0,1.2,0.1,1.1,0.004,0.3,0.7,0.1,5e-06,1e-05,4e-05,1e-05,3e-08,0.00013000000000000002,1.2e-06,0.00013000000000000002,0.0003,0.0,0.011000000000000001,0.062,0.026,0.038,0.0051,0.026,0.0,2.6e-06,0.0001
"riso al latte, preparato (con latte parzialmente scremato)",,Dolciumi/Creme e budini,,132.0,5.4,0.0,71.4,19.5,0.0,5.6,0.2,3.5,0.013,0.7,2.1,0.1,1.8e-05,2e-05,0.00016999999999999999,2e-05,1.3e-07,8.999999999999999e-05,3.5000000000000004e-06,0.00036,0.0004,1e-07,0.08600000000000001,0.19,0.17,0.14,0.012,0.11,0.0,1e-05,0.0005
"riso al latte, preparato (con latte parzialmente scremato)",,Dolciumi/Creme e budini,,144.0,5.2,0.0,70.1,19.5,0.0,5.6,0.2,5.0,0.019,1.2,3.1,0.2,2.4e-05,2e-05,0.00017999999999999998,2.9999999999999997e-05,1.3e-07,0.00014,3.4e-06,0.00047999999999999996,0.0008,1e-07,0.08700000000000001,0.19,0.17,0.14,0.012,0.11,0.0,1.1e-05,0.0005
cioccolato al latte,,Dolciumi/Cioccolato e prodotti a base di cacao,,537.0,6.5,0.0,1.3,56.9,0.6,55.2,1.9,31.1,0.012,10.4,19.3,1.2,3.6e-05,8e-05,0.0004,4e-05,0.0,0.0004,7.000000000000001e-06,0.00018999999999999998,0.0028,0.0,0.18,0.64,,0.25,0.055,0.24,0.002,1.7e-05,0.0016
cioccolato al latte ripieno di alcool,,Dolciumi/Cioccolato e prodotti a base di cacao,,488.0,5.4,2.3,5.5,59.1,0.8,58.3,2.9,23.0,0.011000000000000001,7.1,13.3,1.2,0.0,5e-05,0.00023999999999999998,4e-05,2.4e-07,0.00033999999999999997,9.1e-06,0.00049,0.0015,2e-07,0.055,0.34,0.12,0.16,0.05,0.16,0.0012,4.5e-06,0.001
"cioccolato al latte ripieno di crema (gianduja, nougat/torrone)",,Dolciumi/Cioccolato e prodotti a base di cacao,,571.0,6.9,0.0,1.6,47.2,0.8,46.4,3.6,38.5,0.012,15.4,18.2,2.7,0.0,0.0001,0.00028000000000000003,8.999999999999999e-05,2.3e-07,0.0006,2.2e-05,0.00055,0.0014,1e-07,0.05,0.36,0.11,0.18,0.073,0.19,0.0014,4.599999999999998e-06,0.001
cioccolato al latte con nougat/torrone alle mandorle e miele,,Dolciumi/Cioccolato e prodotti a base di cacao,,534.0,7.0,0.0,2.0,54.7,0.5,54.3,1.9,31.4,0.017,10.1,17.7,1.7,0.0,7.000000000000001e-05,0.00036,7.000000000000001e-05,3.8e-07,0.00037,1.3000000000000001e-05,0.0006799999999999999,0.0025,2e-07,0.08600000000000001,0.38,0.19,0.25,0.046,0.2,0.0009000000000000002,7.099999999999998e-06,0.001
cioccolato al latte con nocciole,,Dolciumi/Cioccolato e prodotti a base di cacao,,566.0,8.4,0.0,1.7,45.6,0.6,44.7,3.2,38.1,0.013,17.1,16.3,2.6,0.0,0.00011,0.0003,0.00014,3.5e-07,0.00049,1.7e-05,0.0007800000000000001,0.0023,2e-07,0.073,0.44,0.16,0.23,0.064,0.22,0.0013000000000000002,7.599999999999998e-06,0.0014
"cioccolato al latte con uva secca, nocciole e mandorle",,Dolciumi/Cioccolato e prodotti a base di cacao,,511.0,7.5,0.0,3.4,51.2,1.0,50.1,4.7,29.6,0.012,11.6,14.2,2.1,0.0,0.0001,0.00031,8.999999999999999e-05,2.5e-07,0.00063,1.9e-05,0.00061,0.0018000000000000004,2e-07,0.062,0.52,0.13,0.2,0.076,0.22,0.0019,5.2e-06,0.0012
minestrone,,Cibi/Brodi e zuppe,1.1,53.0,2.0,0.0,87.6,7.0,4.3,2.6,0.4,1.8,0.001,0.7,0.7,0.2,0.00085,2e-05,2e-05,4e-05,0.0,0.00079,7.000000000000001e-06,0.0001,0.001,0.0,0.39,0.11,0.3,0.013999999999999999,0.005,0.02,0.0003,0.0,0.0
salsiccette minipic,Würstel Minipic,Prodotti carnei e insaccati/Insaccati crudi,,460.0,26.1,0.0,26.4,0.8,0.0,0.8,0.0,39.1,0.09699999999999999,18.7,15.4,3.8,,0.00028000000000000003,0.00016,0.00022,1.8000000000000001e-06,0.0072000000000000015,,0.0009000000000000002,0.0039,1.6e-06,1.78,0.39,2.54,0.0,0.027999999999999997,0.33,0.003,,0.0039
"mirabelle, cotte, sgocciolate (senza aggiunta di zucchero)",,Frutta/Frutta cotta (incl. conserve),,65.0,0.8,0.0,80.1,13.8,0.0,13.8,2.6,0.2,0.0,0.0,0.0,0.0,0.00011599999999999999,4e-05,4e-05,4e-05,0.0,0.00044,4.8e-06,0.00017999999999999998,0.0031000000000000003,0.0,0.0,0.18,0.0034,0.012,0.016,0.034,0.0005,1.2e-06,0.0001
"prugne mirabelle, cruda",,Frutta/Frutta fresca,,57.0,0.7,0.0,82.7,12.0,0.0,12.0,2.3,0.2,0.0,0.0,0.0,0.0,0.00017999999999999998,5.9999999999999995e-05,4e-05,5e-05,0.0,0.0005,1e-05,0.0002,0.006999999999999999,0.0,0.0,0.23,0.003,0.012,0.015,0.033,0.0005,1e-06,0.0001
olive farcite e fritte all'ascolana,,Snack salati/Altri snack salati,,320.0,14.1,0.2,32.8,32.3,30.2,1.6,3.3,14.0,0.055,8.4,2.7,1.8,0.00045,0.00014,0.00011999999999999999,0.00016,7.799999999999998e-07,0.0007700000000000001,1.6e-05,0.0005099999999999999,0.0032,6e-07,0.79,0.18,0.52,0.12,0.025,0.14,0.0016,6.799999999999998e-06,0.0015
"siero di latte, dolce",,Latte e prodotti di latte/Bevande a base di latte e yogurt,1.0,24.0,0.8,0.0,93.6,4.7,0.0,4.7,0.0,0.2,0.001,0.1,0.1,0.0,0.0,4e-05,0.00014,4e-05,2e-07,0.0002,1e-06,0.0004,0.001,0.0,0.045,0.13,0.1,0.06,0.008,0.04,0.0001,8e-06,0.0001
"spugnolo, stufato (senza aggiunta di sale)",,Verdure/Funghi,,31.0,2.1,0.0,87.8,0.6,0.0,0.1,8.5,0.4,0.0,0.0,0.1,0.2,0.0,0.00011999999999999999,5.9999999999999995e-05,5e-05,0.0,0.004900000000000001,1.8e-05,0.0025,0.0044,3.8e-06,0.0021000000000000003,0.37,0.0093,0.013,0.016,0.18,0.0012,1.2e-05,0.0005
"spugnole, crude",,Verdure/Funghi,,26.0,1.7,0.0,90.0,0.5,0.0,0.1,7.0,0.3,0.0,0.0,0.1,0.2,0.0,0.00013000000000000002,5.9999999999999995e-05,5e-05,0.0,0.005,2.5e-05,0.0025,0.005,3.1e-06,0.002,0.39,0.008,0.011000000000000001,0.016,0.16,0.0012,1e-05,0.0005
mortadella,,Prodotti carnei e insaccati/Salsicce scottate,,305.0,15.7,0.0,53.7,0.8,0.0,0.8,0.0,26.6,0.07400000000000001,12.1,9.9,2.7,0.0,0.00036,0.00011999999999999999,0.00018999999999999998,1.1e-06,0.003,3e-06,0.00047999999999999996,0.024800000000000003,0.0,0.84,0.099,1.24,0.0038,0.013,0.17,0.0009000000000000002,1.5e-06,0.0013000000000000002
"carne secca appenzellese, crudo",Mostbröckli,Prodotti carnei e insaccati/Insaccati crudi,,150.0,32.6,0.0,58.4,0.5,0.0,0.5,0.0,1.9,0.069,0.9,0.9,0.2,0.0,0.0001,0.00016999999999999999,0.00037,1.4e-06,0.0071,0.0,0.0009000000000000002,0.0116,0.0,1.86,0.58,2.87,0.0,0.033,0.3,0.0033,0.0,0.005900000000000001
mozzarella,,Latte e prodotti di latte/Formaggio a pasta molle;Latte e prodotti di latte/Formaggio fresco e quark,,253.0,18.7,0.0,58.8,0.7,0.0,0.7,0.0,19.5,0.046,6.0,11.4,0.6,,2.9999999999999997e-05,0.00027,7.000000000000001e-05,1.6999999999999996e-06,0.0004,1.6e-05,0.00021,0.0,1e-07,0.14,0.008,0.81,0.34,0.01,0.35000000000000003,0.0001,4.8e-06,0.0026000000000000003
"pasta frolla (con burro), dolce, cruda",,"Prodotti a base di cereali, legumi e patate/Paste",,424.0,7.8,0.0,21.1,45.8,34.9,10.5,1.6,22.9,0.115,5.5,13.0,1.6,9.5e-05,0.00011,8.999999999999999e-05,0.00013000000000000002,7.799999999999998e-07,0.0014,8.2e-06,0.00037999999999999997,0.0,7e-07,0.28,0.08700000000000001,0.41,0.019,0.013999999999999999,0.08800000000000001,0.0011,4.599999999999998e-06,0.0008
"pasta frolla (con grasso vegetale), dolce, cruda",,"Prodotti a base di cereali, legumi e patate/Paste",,419.0,7.8,0.0,21.9,45.8,35.0,10.4,1.6,22.4,0.057999999999999996,10.1,6.2,4.2,1e-06,0.00011,8.999999999999999e-05,0.00013000000000000002,8e-07,0.0014,8.7e-06,0.0004,0.0,1.6e-06,0.29,0.092,0.43,0.018000000000000002,0.013999999999999999,0.08900000000000001,0.0011,2.1e-05,0.0008
panino,Michetta,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,254.0,8.7,0.0,36.2,51.8,50.2,0.7,2.5,0.8,0.0,0.1,0.2,0.4,0.0,5.9999999999999995e-05,5e-05,0.00014,2e-08,0.002,1.6e-05,0.00016999999999999999,0.0,0.0,0.6900000000000001,0.1,1.07,0.015,0.018000000000000002,0.073,0.0012,8e-07,0.0008
"nasi goreng, preparato",,Cibi/Cibi asiatici,,126.0,11.0,0.0,68.9,16.1,15.4,0.7,0.5,1.9,0.023,1.1,0.4,0.3,0.00010400000000000001,8e-05,7.000000000000001e-05,0.00015,5e-08,0.001,3.6000000000000003e-06,0.00037,0.0107,3e-07,0.51,0.14,0.72,0.018000000000000002,0.015,0.1,0.0004,1.3e-06,0.0007
"pesca noce, cruda",,Frutta/Frutta fresca,,51.0,0.9,0.0,86.0,10.2,0.0,10.2,2.2,0.2,0.0,0.0,0.0,0.0,0.00033,2e-05,5e-05,2.9999999999999997e-05,0.0,0.001,9e-06,0.0002,0.02,0.0,0.004,0.21,0.005,0.006999999999999999,0.01,0.018000000000000002,0.0002,1e-06,0.0001
"cornetto alle nocciole, pasta sfoglia",,Dolciumi/Altre pasticcerie dolci,,416.0,6.6,0.0,28.3,35.6,19.1,13.8,2.6,26.9,0.067,12.5,10.0,2.2,6e-05,8e-05,4e-05,0.00015,1.2e-07,0.0009199999999999999,1.2e-05,0.00037,0.0004,4e-07,0.21,0.17,0.33,0.044000000000000004,0.037000000000000005,0.11,0.0014,1.8000000000000001e-06,0.001
"cornetto alle nocciole, pasta lievitata",,Dolciumi/Altre pasticcerie dolci,,315.0,7.5,0.0,35.8,41.5,22.8,8.3,2.6,12.6,0.036000000000000004,6.8,3.4,1.5,1.5e-05,0.00016,0.00013000000000000002,0.00016999999999999999,4.1e-07,0.0016,3.1e-05,0.00037999999999999997,0.0003,2e-07,0.26,0.18,0.41,0.051,0.034,0.12,0.0014,2.4e-06,0.001
"formentino, crudo",,Verdure/Verdure fresche,,23.0,2.0,0.0,92.8,2.0,0.0,2.0,1.7,0.4,0.0,0.0,0.1,0.2,0.00396,7.000000000000001e-05,8.999999999999999e-05,0.00027,0.0,0.0004,0.00016,4e-05,0.038,0.0,0.004,0.46,0.07,0.038,0.013,0.053,0.0021000000000000003,3.5e-05,0.0005
