name,synonyms,category,specific gravity,energy kcal,protein,alcohol,water,"carbohydrates, available",starch,sugars,dietary fibres,"fat, total",cholesterol,"fatty acids, monounsaturated","fatty acids, saturated","fatty acids, polyunsaturated",beta-carotene,vitamin b1,vitamin b2,vitamin b6,vitamin b12,niacin,folate,pantothenic acid,vitamin c,vitamin d,sodium,potassium,chloride,calcium,magnesium,phosphorus,iron,iodide,zinc
biscotti alle nocciole,,Dolciumi/Biscotti,,473.0,6.7,0.0,13.5,47.4,24.0,23.3,3.5,27.7,0.032,16.0,8.0,2.3,6.4e-05,8.999999999999999e-05,7.000000000000001e-05,0.00011,0.0,0.00057,1.1e-05,0.0003,0.0006,0.0,0.052000000000000005,0.22,0.03,0.08,0.049,0.16,0.0016,2e-06,0.0009000000000000002
biscotti alle nocciole,,Dolciumi/Biscotti,,533.0,11.4,0.0,10.1,35.5,0.9,33.8,6.0,37.0,0.0,29.0,2.6,4.0,0.0,0.00016999999999999999,0.0001,0.00031,2e-08,0.0008300000000000001,2.7000000000000002e-05,0.0007700000000000001,0.0012,0.0,0.08,0.48,0.11,0.1,0.1,0.2,0.0023,5.299999999999998e-06,0.0018000000000000004
bastoncini alle nocciole,,Dolciumi/Biscotti,,562.0,10.1,0.0,1.9,46.1,22.5,23.0,3.6,36.7,0.14400000000000002,17.8,12.6,3.2,6.8e-05,0.00014,0.0001,0.00022,8.599999999999998e-07,0.0012,1.7e-05,0.0006799999999999999,0.0005,8e-07,0.055,0.26,0.08199999999999999,0.064,0.053,0.17,0.0019,6e-06,0.0015
"luccio, crudo",,Pesce/Pesci d’acqua dolce,,81.0,18.4,0.0,79.6,0.0,0.0,0.0,0.0,0.8,0.063,0.2,0.2,0.2,0.0,8e-05,5.9999999999999995e-05,0.00015,2e-06,0.0016,6e-06,0.00023999999999999998,0.0038,2e-06,0.075,0.32,0.0,0.032,0.027999999999999997,0.22,0.0005,8e-06,0.0008
"pasta lievitata (con burro), dolce, cruda",,"Prodotti a base di cereali, legumi e patate/Paste",,311.0,8.6,0.0,33.9,43.2,36.4,6.4,1.9,11.1,0.067,2.7,6.1,1.0,4.3e-05,0.00013000000000000002,0.00015,0.00015,5.6e-07,0.0018000000000000004,3.2e-05,0.00049,0.0002,4e-07,0.38,0.13,0.58,0.037000000000000005,0.017,0.11,0.0011,5.1e-06,0.0009000000000000002
"pasta lievitata (con grassa vegetale), dolce, cruda",,"Prodotti a base di cereali, legumi e patate/Paste",,304.0,9.1,0.0,36.2,40.0,38.5,1.1,2.0,11.5,0.046,4.8,3.4,2.2,4e-06,0.00014,0.00015,0.00016,6e-07,0.0019,3.4e-05,0.0005200000000000001,0.0002,8e-07,0.4,0.14,0.62,0.038,0.018000000000000002,0.11,0.0012,5.6e-06,0.0009000000000000002
"mirtillo, crudo",,Frutta/Frutta fresca,,58.0,0.6,0.0,83.0,11.3,0.0,11.3,3.0,0.5,0.0,0.0,0.0,0.0,2.7000000000000002e-05,2.9999999999999997e-05,2.9999999999999997e-05,5e-05,0.0,0.0004,6e-06,0.0001,0.02,0.0,0.002,0.068,0.005,0.009000000000000001,0.004,0.011000000000000001,0.0005,1e-06,0.0001
"halibut, crudo",Ippoglosso,Pesce/Pesci di mare,,118.0,20.6,0.0,74.5,0.0,0.0,0.0,0.0,3.9,0.06,0.9,0.5,1.2,0.0,4e-05,4e-05,0.00042,9.6e-07,0.004,1.2e-05,0.00028000000000000003,0.0,9e-06,0.064,0.4,0.21,0.015,0.023,0.22,0.0005,1e-06,0.0005
"lampone, crudo",,Frutta/Frutta fresca,,52.0,1.2,0.0,84.0,7.0,0.0,7.0,6.7,0.6,0.0,0.1,0.0,0.3,1.1e-05,2.9999999999999997e-05,4e-05,5.9999999999999995e-05,0.0,0.0005,4e-05,0.0002,0.025,0.0,0.003,0.22,0.022000000000000002,0.022000000000000002,0.02,0.028999999999999998,0.0007,3e-06,0.0005
prosciutto cotto di coscia,,Prodotti carnei e insaccati/Insaccati cotti,,104.0,20.2,0.0,73.6,0.7,0.0,0.7,0.0,2.3,0.042,1.1,0.8,0.2,0.0,0.0006,0.00016999999999999999,0.0003900000000000001,0.0,0.0061,2e-06,0.0007,0.0608,0.0,0.94,0.45,1.23,0.016,0.024,0.33,0.0006,3.6000000000000003e-06,0.0019
"cervo (in media), crudo",,Carne e frattaglie/Selvaggina,,112.0,20.6,0.0,74.9,0.0,0.0,0.0,0.0,3.3,0.05,1.4,1.5,0.2,0.0,0.00025,0.00025,0.0003,1e-06,0.0,5e-06,0.0008,0.0,0.0,0.062,0.31,0.04,0.01,0.021,0.2,0.0023,6e-07,0.0032
"cervo, entrecôte, crudo",,Carne e frattaglie/Selvaggina,,111.0,23.1,0.0,71.5,0.0,,0.0,0.0,2.1,0.059,0.9,1.2,0.5,0.0,0.00026000000000000003,0.0006,0.00099,6.3e-06,,6e-06,0.0006900000000000001,0.0,4e-07,0.053,0.32,0.04,0.0032,0.023,0.2,0.003,7.8e-06,0.0029
"miglio, grano sgusciato",,"Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali",,357.0,9.8,0.0,12.1,68.8,66.7,1.4,3.8,3.9,0.0,0.8,0.9,1.7,0.0,0.00036,0.00011,0.00037,0.0,0.0018000000000000004,2e-05,0.00054,0.0,0.0,0.003,0.17,0.015,0.0095,0.12,0.28,0.006900000000000001,2.5e-06,0.0029
"fiocchi di miglio, integrali",,"Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi",,357.0,9.8,0.0,11.4,68.8,66.7,1.4,3.8,3.9,0.0,0.8,0.9,1.7,1.2e-05,0.00033,0.00011,0.0005300000000000001,0.0,0.0018000000000000004,2e-05,0.0007099999999999999,0.0,0.0,0.003,0.17,0.015,0.02,0.17,0.31,0.009000000000000001,2.5e-06,0.0018000000000000004
"migliotto, cotto",,"Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali",,145.0,3.6,0.0,66.8,24.9,23.2,1.5,1.6,3.1,0.0,1.4,0.5,0.7,1e-06,8e-05,2e-05,0.00011,0.0,0.0005,6.2e-06,0.00027,0.0004,0.0,0.35000000000000003,0.039,0.53,0.011000000000000001,0.043,0.09699999999999999,0.0023,1.3e-06,0.001
salsa olandese,,Diversi/Salse,,211.0,3.0,0.0,66.2,9.3,3.1,6.2,0.1,18.0,0.06,5.3,9.0,0.7,0.0005499999999999999,2.9999999999999997e-05,5.9999999999999995e-05,0.0,3e-07,0.0,1.8e-05,0.0005,0.006,5e-07,0.4,0.045,0.4,0.040999999999999995,0.006,0.03,0.0007,4.5e-06,0.0007
"bacca di sambuco nero, cruda",,Frutta/Frutta fresca,,52.0,2.5,0.0,84.0,7.4,0.0,7.4,4.0,0.5,0.0,0.0,0.0,0.3,,7.000000000000001e-05,7.000000000000001e-05,0.00025,0.0,0.0016,1.7e-05,0.00016,0.018000000000000002,0.0,0.001,0.3,0.006999999999999999,0.037000000000000005,0.03,0.057,0.0016,3e-06,0.0002
miele (miele di fiori),,Dolciumi/Confettura e prodotti dolci da spalmare sul pane,1.4,306.0,0.4,0.0,20.0,76.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0003,0.0,0.0002,5.299999999999998e-06,0.0001,0.0017,0.0,0.006999999999999999,0.047,0.018000000000000002,0.005,0.003,0.017,0.0005,5e-07,0.0004
"melone, crudo",,Frutta/Frutta fresca,,38.0,0.7,0.0,90.0,8.0,0.0,8.0,0.9,0.1,0.0,0.0,0.0,0.0,5.3e-05,4e-05,2e-05,8.999999999999999e-05,0.0,0.0005,0.0001,0.0002,0.025,0.0,0.018000000000000002,0.3,0.008,0.013999999999999999,0.013999999999999999,0.017,0.0002,1e-06,0.0001
hot dog in pane bianco con ketchup e senape,,Cibi/Altri cibi salati/saporiti,,230.0,9.1,0.0,50.1,32.3,26.7,2.5,1.8,6.7,0.013999999999999999,2.6,2.4,0.7,1.7e-05,8e-05,5.9999999999999995e-05,0.00011,1.5e-07,0.0018000000000000004,7.2000000000000005e-06,0.00021,0.0046,3e-07,0.8,0.14,1.06,0.012,0.015,0.094,0.0009000000000000002,5e-07,0.001
"uovo di gallina, bollito, sodo",,Uova,,157.0,13.2,0.0,73.6,0.3,0.0,0.3,0.0,11.4,0.508,4.2,2.9,2.0,4e-06,0.0003,0.00045,0.00018999999999999998,5.400000000000001e-06,4e-05,,0.0014,0.0,3.1e-06,0.15,0.13,,0.055999999999999994,0.0091,0.22,0.0019,3.4e-05,0.0016
"uovo di gallina, crudo",,Uova,,142.0,11.9,0.0,76.2,0.3,0.0,0.3,0.0,10.3,0.457,3.8,2.6,1.8,4e-06,0.00033999999999999997,0.0005099999999999999,0.00021,1.9e-06,5e-05,,0.0016,0.0,2.9e-06,0.14,0.12,,0.053,0.0086,0.21,0.0018000000000000004,3.2e-05,0.0015
"tuorlo d'uovo, crudo",,Uova,,350.0,16.5,0.0,49.9,0.2,0.0,0.2,0.0,31.5,1.1,12.3,9.4,4.1,,0.00022,0.0005,0.00035,4.7e-06,4e-05,0.00014,0.0044,0.0,4.5e-06,0.05,0.09699999999999999,0.18,0.14,0.015,0.52,0.0055,1.2e-05,0.0038
"albume d'uovo, crudo",,Uova,,44.0,10.5,0.0,88.0,0.3,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00044,1e-05,1e-07,0.0001,1.2e-05,0.0002,0.0,0.0,0.16,0.14,0.17,0.006,0.01,0.015,0.0001,6.799999999999998e-06,0.0
"legumi (in media), cotti (senza aggiunta di grassi e sale)",,"Prodotti a base di cereali, legumi e patate/Legumi",,138.0,9.7,0.0,64.8,16.4,13.9,1.0,5.3,2.6,0.0,0.5,0.3,1.2,7.3e-05,0.00016,5.9999999999999995e-05,0.00014,0.0,0.00061,4.5e-05,0.00023999999999999998,0.0023,0.0,0.002,0.3,0.026,0.061,0.04,0.15,0.0022,1e-06,0.0008
"legumi (in media), secchi",,"Prodotti a base di cereali, legumi e patate/Legumi",,335.0,25.1,0.0,10.6,39.3,34.1,4.4,16.5,4.9,0.0,2.7,2.7,2.7,0.000119,0.00064,0.0002,0.00037999999999999997,0.0,0.0026000000000000003,0.00024,0.0011,0.0095,0.0,0.004,1.2,0.028999999999999998,0.09699999999999999,0.13,0.42,0.0061,1.8000000000000001e-06,0.0033
"formaggio fresco granulato, al naturale",,Latte e prodotti di latte/Formaggio fresco e quark,,101.0,12.7,0.0,78.6,2.4,0.0,2.2,0.0,4.5,0.013999999999999999,1.0,2.7,0.2,3e-05,1e-05,0.00011999999999999999,2e-05,1e-06,0.0001,1.5e-05,0.00057,0.0,1e-07,0.32,0.07200000000000001,0.5700000000000001,0.069,0.006200000000000001,0.15,0.0,2e-05,0.0004
"purea di patate, preparata (con acqua e burro)",,"Prodotti a base di cereali, legumi e patate/Patate",,81.0,2.0,0.0,81.7,11.5,9.7,1.8,0.8,2.8,0.008,0.6,1.6,0.2,0.0,2e-05,7.000000000000001e-05,0.00011999999999999999,5e-08,0.00079,4.5e-06,0.00021,0.0031000000000000003,1e-07,0.22,0.22,0.41,0.049,0.013999999999999999,0.067,0.0003,1.2e-06,0.0002
salsa alla cacciatora,,Diversi/Salse,,58.0,2.2,0.0,85.8,8.0,5.5,2.5,0.5,1.8,0.0,0.7,0.5,0.2,0.00024700000000000004,1e-05,5.9999999999999995e-05,1e-05,0.0,0.0005,4e-06,0.00016,0.0014,4e-07,0.62,0.12,0.56,0.017,0.008,0.047,0.0007,4e-06,0.0007
salsa per insalate con yogurt (senza olio),,Grassi e oli/Salse per insalate,1.1,68.0,3.7,0.0,87.2,5.7,0.0,5.7,0.1,3.3,0.01,0.7,2.0,0.2,1.6e-05,2.9999999999999997e-05,0.00014,4e-05,4.5e-07,0.0001,6.5000000000000004e-06,0.00036,0.0067,1e-07,0.22,0.17,0.37,0.13,0.016,0.1,0.0,1.5e-05,0.0004
"yogurt bifidus, naturale",,Latte e prodotti di latte/Yogurt e latte acidulato,,49.0,4.1,0.0,85.5,4.5,0.0,4.5,0.0,3.6,0.011000000000000001,0.8,2.2,0.2,1.5e-05,2e-05,0.00016,4e-05,5e-07,8.999999999999999e-05,5e-06,0.00036,0.0,1e-07,0.045,0.18,0.12,0.15,0.012,0.11,0.0,7.4999999999999985e-06,0.0005
yogurt zuccherato (in media),,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,105.0,3.8,0.0,76.4,14.7,0.1,13.8,0.4,3.4,0.008,0.8,1.7,0.2,1.2e-05,1e-05,0.00014,8e-05,3.3e-07,0.00011,1.1e-05,0.00031,0.002,0.0,0.044000000000000004,0.17,0.1,0.12,0.013999999999999999,0.1,0.0001,6.099999999999998e-06,0.0005
"yogurt con aromi, magro con edulcoranti",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,48.0,4.7,0.0,86.6,7.0,0.0,7.0,0.0,0.1,0.0,0.0,0.1,0.0,1e-06,4e-05,0.00016999999999999999,7.000000000000001e-05,4e-07,0.0001,2e-06,0.0005,0.0,0.0,0.045,0.21,0.09300000000000001,0.1,0.011000000000000001,0.12,0.0001,6e-06,0.0004
"yogurt alla frutta, magro con edulcoranti",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,50.0,4.7,0.0,86.6,7.0,0.1,7.0,0.9,0.1,0.0,0.0,0.1,0.0,8e-06,4e-05,0.00016999999999999999,7.000000000000001e-05,4e-07,0.0001,2e-06,0.0005,0.004,0.0,0.045,0.21,0.09300000000000001,0.11,0.011000000000000001,0.12,0.0001,6e-06,0.0004
"yogurt, alla fragola",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,101.0,3.5,0.0,76.8,15.2,0.1,14.3,0.9,2.7,0.008,0.6,1.6,0.1,1.8e-05,1e-05,0.00013000000000000002,4e-05,3e-07,0.00015,1.4000000000000001e-05,0.00035,0.0123,0.0,0.042,0.15,0.099,0.11,0.011000000000000001,0.09699999999999999,0.0001,5.5e-06,0.0004
"yogurt, alle nocciole",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,119.0,3.9,0.0,74.7,15.0,0.1,14.0,0.9,4.6,0.011000000000000001,1.6,2.5,0.4,,2e-05,0.00013000000000000002,7.000000000000001e-05,4e-07,8.999999999999999e-05,9e-06,0.00031,0.0,1e-07,0.046,0.15,0.099,0.11,0.016,0.1,0.0001,6.5000000000000004e-06,0.0005
"yogurt, al caffè",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,100.0,3.8,0.0,77.4,14.1,0.0,13.2,0.0,3.1,0.009000000000000001,0.7,1.9,0.1,1.4000000000000001e-05,1e-05,0.00015,0.00011999999999999999,3e-07,0.00011,1e-05,0.00029,0.0,0.0,0.042,0.17,0.11,0.13,0.013,0.1,0.0001,6e-06,0.0004
"yogurt, al caffè bio",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,96.0,3.5,0.0,78.2,13.1,0.0,12.4,0.0,3.3,,,,,1.4000000000000001e-05,1e-05,0.00016,0.00017999999999999998,3e-07,0.0001,1e-05,0.00029,0.0,0.0,0.042,0.2,0.11,0.12,0.018000000000000002,0.1,0.0002,6e-06,0.0005
"yogurt, naturale",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,66.0,4.0,0.0,85.6,4.5,0.0,4.5,0.0,3.6,0.011000000000000001,0.8,2.2,0.2,1.8e-05,2e-05,0.00016,4e-05,5e-07,8.999999999999999e-05,5e-06,0.00036,0.002,1e-07,0.049,0.17,0.12,0.14,0.012,0.11,0.0,1.6e-05,0.0004
"yogurt, naturale magro",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,40.0,4.3,0.0,88.2,5.5,0.0,5.5,0.0,0.1,0.0,0.0,0.1,0.0,2e-06,5e-05,0.00022999999999999998,5.9999999999999995e-05,6e-07,0.00013000000000000002,1.3000000000000001e-05,0.00047000000000000004,0.0,0.0,0.06,0.21,0.13,0.16,0.015,0.13,0.0001,9.5e-06,0.0005
"yogurt, al cioccolato",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,120.0,4.0,0.0,73.5,16.9,0.5,15.5,0.8,3.9,0.011000000000000001,0.9,2.4,0.2,1.4000000000000001e-05,1e-05,0.00011999999999999999,5.9999999999999995e-05,3e-07,8.999999999999999e-05,9e-06,0.0003,0.0,1e-07,0.044000000000000004,0.2,0.1,0.13,0.018000000000000002,0.11,0.0003,6e-06,0.0005
"yogurt, alla vaniglia",,Latte e prodotti di latte/Yogurt e latte acidulato,1.1,98.0,3.8,0.0,77.6,14.0,0.0,13.1,0.0,3.0,0.009000000000000001,0.7,1.8,0.1,1.4000000000000001e-05,2e-05,0.00014,2.9999999999999997e-05,4e-07,8.999999999999999e-05,1.3000000000000001e-05,0.00033999999999999997,0.0,1e-07,0.045,0.13,0.1,0.13,0.011000000000000001,0.1,0.0,6.5000000000000004e-06,0.0005
"ribes rosso, crudo",,Frutta/Frutta fresca,,45.0,1.1,0.0,82.8,5.0,0.0,5.0,8.2,0.5,0.0,0.0,0.0,0.0,9e-06,4e-05,5.9999999999999995e-05,5e-05,0.0,0.0001,1.1e-05,0.0001,0.04,0.0,0.003,0.28,0.013999999999999999,0.036000000000000004,0.013,0.03,0.0012,1e-06,0.0002
"ribes nero, crudo",,Frutta/Frutta fresca,,58.0,1.3,0.0,78.2,9.0,0.0,9.0,7.0,0.3,0.0,0.0,0.0,0.0,1.4000000000000001e-05,2e-05,5.9999999999999995e-05,8e-05,0.0,0.0003,4e-05,0.0004,0.2,0.0,0.003,0.37,0.015,0.06,0.017,0.034,0.0013000000000000002,1e-06,0.0003
"torta di ribes, cotta nel forno (pasta sfoglia)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,135.0,2.8,0.0,72.2,12.1,6.9,5.1,5.8,7.1,0.039,1.7,3.8,0.4,3.1e-05,5e-05,8e-05,5.9999999999999995e-05,3.1e-07,0.00032,5.400000000000001e-06,0.00017999999999999998,0.0213,2e-07,0.094,0.2,0.14,0.039,0.013,0.051,0.001,3.2e-06,0.0004
"torta di ribes, cotta nel forno (pasta per torta)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,127.0,3.2,0.0,71.6,14.3,9.1,5.1,5.9,5.0,0.033,1.2,2.6,0.4,2.2e-05,5e-05,8e-05,5.9999999999999995e-05,3.1e-07,0.00041,5.6e-06,0.00018999999999999998,0.0213,2e-07,0.1,0.2,0.16,0.039,0.013,0.054000000000000006,0.0011,3.2e-06,0.0004
"torta di ribes, cotta nel forno (pasta frolla dolce)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,200.0,3.3,0.0,61.6,18.4,10.7,7.7,5.3,11.4,0.047,2.6,6.4,0.7,3.1e-05,5e-05,8e-05,7.000000000000001e-05,2.6e-07,0.00047000000000000004,7.8e-06,0.00016999999999999999,0.0233,3e-07,0.092,0.2,0.14,0.035,0.013,0.052000000000000005,0.001,2.7000000000000004e-06,0.0004
"caffè solubile, polvere",Caffè istantaneo,Bevande analcoliche/Caffè,,253.0,11.2,0.0,3.5,42.6,7.1,3.6,19.1,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.00011,2.9999999999999997e-05,0.0,0.022000000000000002,1e-06,0.0004,0.0,0.0,0.057999999999999996,4.38,0.05,0.17,0.39,0.35000000000000003,0.0044,2e-05,0.0005
"caffè, nero, non zuccherato",,Bevande analcoliche/Caffè,1.0,2.0,0.1,0.0,99.4,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013000000000000002,0.0,0.0,0.0,0.0,0.0013000000000000002,0.026,0.0013000000000000002,0.008,0.0033,0.0021000000000000003,0.0,1e-07,0.0
panna da caffè uht,,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,1.0,161.0,2.7,0.0,77.5,3.8,0.0,3.8,0.0,15.0,0.05,3.5,9.0,0.7,7.999999999999999e-05,2e-05,0.00014,2e-05,5e-07,0.0001,6.4e-06,0.0004,0.001,3e-07,0.077,0.14,0.07,0.096,0.008199999999999999,0.091,0.0,1.1e-05,0.0003
cacao in polvere,,Dolciumi/Cioccolato e prodotti a base di cacao;Bevande analcoliche/Bevande al cacao,,408.0,19.8,0.0,5.1,10.8,8.6,2.2,32.7,24.5,0.0,8.2,14.4,0.8,,0.00013000000000000002,0.0004,0.00014,0.0,0.0027,3.8e-05,0.0011,0.0,0.0,0.017,1.92,0.032,0.11,0.41,0.66,0.012,2.8e-06,0.0057
"cachi, crudo",,Frutta/Frutta fresca,,71.0,0.7,0.0,80.7,15.3,0.0,15.3,2.5,0.2,0.0,0.0,0.0,0.0,0.000129,2.9999999999999997e-05,5.9999999999999995e-05,0.0001,0.0,0.0003,1.1e-05,0.0002,0.006999999999999999,0.0,0.002,0.17,0.018000000000000002,0.021,0.009000000000000001,0.02,0.0004,1e-06,0.0001
"vitello, petto, cotto (senza aggiunta di grassi e sale)",,Carne e frattaglie/Vitello,,291.0,26.1,0.0,48.4,0.0,,0.0,0.0,20.7,0.104,9.7,8.9,1.6,5e-06,5e-05,0.00022,0.00017999999999999998,1.4e-06,,6.5000000000000004e-06,0.0013000000000000002,0.0,5.400000000000001e-06,0.040999999999999995,0.21,0.096,0.0061,0.015,0.16,0.0009000000000000002,2.7000000000000004e-06,0.0037
"vitello, petto, crudo",,Carne e frattaglie/Vitello,,204.0,18.3,0.0,63.9,0.0,,0.0,0.0,14.5,0.073,6.8,6.2,1.1,5e-06,8e-05,0.00018999999999999998,0.00032,1.6e-06,,7.000000000000001e-06,0.0015,0.0,5e-06,0.064,0.3,0.067,0.0053,0.018000000000000002,0.17,0.0006,1.9e-06,0.0026000000000000003
"vitello, scaloppina, cruda",Fesa francese;Fettina,Carne e frattaglie/Vitello,,103.0,22.2,0.0,75.3,0.0,0.0,0.0,0.0,1.6,0.065,0.5,0.4,0.2,5e-06,8e-05,0.00028000000000000003,0.00047000000000000004,1.1e-06,0.0096,1.4000000000000001e-05,0.0011,0.0,0.0,0.064,0.37,0.069,0.005,0.027000000000000003,0.22,0.0023,1e-07,0.0023
"vitello, filetto, crudo",,Carne e frattaglie/Vitello,,119.0,21.2,0.0,73.7,0.0,0.0,0.0,0.0,3.8,0.078,1.3,1.3,0.4,5e-06,7.000000000000001e-05,0.00026000000000000003,0.0005600000000000001,1.2e-06,0.0091,1.4000000000000001e-05,0.0014,0.0,0.0,0.091,0.32,0.069,0.017,0.025,0.21,0.0014,1e-07,0.0025
"vitello, macinato, crudo",Trito,Carne e frattaglie/Vitello,,104.0,20.5,0.0,75.3,0.0,,0.0,0.0,2.4,0.07200000000000001,1.3,1.2,0.4,5e-06,8e-05,0.00018999999999999998,0.0005099999999999999,1.6e-06,,7.000000000000001e-06,0.0015,0.0,5e-06,0.057,0.33,0.068,0.004900000000000001,0.02,0.19,0.0008,1.9e-06,0.0033
"vitello, sminuzzato, alla griglia (senza aggiunta di grassi o sale)",,Carne e frattaglie/Vitello,,132.0,29.7,0.0,66.5,0.0,,0.0,0.0,1.5,0.08900000000000001,0.7,0.7,0.4,4e-06,5e-05,0.00022,0.00028000000000000003,1.5e-06,,8e-06,0.0016,0.0,3.7000000000000006e-06,0.059,0.29,0.092,0.0058,0.025,0.23,0.0008,2.6e-06,0.0045000000000000005
"vitello, sminuzzato, crudo",,Carne e frattaglie/Vitello,,98.0,22.0,0.0,75.2,0.0,,0.0,0.0,1.1,0.066,0.5,0.5,0.3,5e-06,8e-05,0.00018999999999999998,0.00045999999999999996,1.6e-06,,7.000000000000001e-06,0.0015,0.0,5e-06,0.051,0.36,0.068,0.0048,0.022000000000000002,0.2,0.0006,1.9e-06,0.0033
"vitello, geretto, cotto (senza aggiunta di grassi e sale)",Ossobuco,Carne e frattaglie/Vitello,,191.0,32.3,0.0,59.1,0.0,0.0,0.0,0.0,6.9,0.109,2.2,2.2,0.6,6e-06,5.9999999999999995e-05,0.00036,0.00032,9.4e-07,0.0087,1.4000000000000001e-05,0.0012,0.0,0.0,0.044000000000000004,0.28,0.1,0.0066,0.026,0.28,0.0036000000000000008,2e-07,0.0036000000000000008
"vitello, geretto crudo",Ossobuco,Carne e frattaglie/Vitello,,122.0,20.7,0.0,73.8,0.0,0.0,0.0,0.0,4.4,0.07,1.4,1.4,0.4,5e-06,8e-05,0.00027,0.00045,1e-06,0.0093,1.4000000000000001e-05,0.0011,0.0,0.0,0.062,0.36,0.066,0.005,0.026,0.22,0.0023,1e-07,0.0023
"vitello, costoletta, cruda",,Carne e frattaglie/Vitello,,161.0,20.7,0.0,69.8,0.0,,0.0,0.0,8.7,0.062,3.7,3.6,0.8,5e-06,8e-05,0.00018999999999999998,0.00062,1.6e-06,,7.000000000000001e-06,0.0015,0.0,5e-06,0.051,0.34,0.067,0.0053,0.019,0.18,0.0006,1e-07,0.0029
"vitello, fegato, crudo",,Carne e frattaglie/Vitello,,135.0,19.6,0.0,70.3,4.6,,0.0,0.0,4.2,0.35000000000000003,0.8,1.3,1.1,,0.00023999999999999998,0.0025,0.0009000000000000002,6e-05,0.013999999999999999,0.00024,0.0079,0.023,3e-07,0.068,0.3,0.09,0.009000000000000001,0.019,0.33,0.0074,4.3e-06,0.004
"vitello, animella, cruda",,Carne e frattaglie/Vitello,,99.0,17.2,0.0,77.8,0.0,0.0,0.0,0.0,3.4,0.268,1.1,1.3,0.2,0.0,8e-05,0.00016999999999999999,2.9999999999999997e-05,6e-06,0.0026000000000000003,1.5e-05,0.001,0.055999999999999994,0.0,0.083,0.43,0.12,0.004,0.016,0.56,0.0019,4e-06,0.0019
"rognone di vitello, crudo",,Carne e frattaglie/Vitello,,112.0,15.8,0.0,77.0,1.0,0.0,0.0,0.0,5.0,0.364,1.2,2.2,0.3,0.0,0.00037,0.0025,0.0005,2.8000000000000003e-05,0.006500000000000001,7.999999999999999e-05,0.004,0.0127,5e-07,0.18,0.27,0.25,0.011000000000000001,0.016,0.24,0.012,4.2000000000000004e-06,0.0018000000000000004
"vitello, bistecca, alla griglia, cottura media (senza aggiunta di grassi o sale)",,Carne e frattaglie/Vitello,,160.0,28.6,0.0,64.5,0.0,0.0,0.0,0.0,5.1,0.105,1.8,1.8,0.5,4e-06,4e-05,0.0003,0.00033999999999999997,1.1e-06,0.0098,1.6e-05,0.0015,0.0,0.0,0.1,0.26,0.09300000000000001,0.021,0.028999999999999998,0.24,0.0018000000000000004,1e-07,0.0034
"vitello, bistecca, cruda",,Carne e frattaglie/Vitello,,113.0,22.8,0.0,73.4,0.0,,0.0,0.0,2.4,0.065,1.2,1.1,0.4,5e-06,8e-05,0.00018999999999999998,0.0005099999999999999,1.6e-06,,7.000000000000001e-06,0.0015,0.0,5e-06,0.044000000000000004,0.36,0.067,0.0047,0.021,0.2,0.0005,3.5000000000000004e-06,0.0023
"vitello, girello, cruda",Fettina,Carne e frattaglie/Vitello,,104.0,21.9,0.0,74.6,0.0,,0.0,0.0,1.8,0.063,0.9,0.8,0.4,5e-06,8e-05,0.00018999999999999998,0.00045999999999999996,1.6e-06,,7.000000000000001e-06,0.0015,0.0,5e-06,0.043,0.37,0.067,0.004,0.02,0.2,0.0005,1.8000000000000001e-06,0.0021000000000000003
"vitello, arrosto di spalla, cotto al forno (senza aggiunta di grassi e sale)",,Carne e frattaglie/Vitello,,185.0,30.1,0.0,60.7,0.0,0.0,0.0,0.0,7.2,0.121,2.1,2.1,0.7,5e-06,8e-05,0.00037999999999999997,0.00031,1.9e-06,0.0074,1.5e-05,0.0017,0.0,0.0,0.12,0.33,0.1,0.03,0.028999999999999998,0.26,0.002,1e-07,0.006
