name,calorie | kcal,category
tamarindo,239.0,Frutta
anguria / cocomero,30.0,Frutta
bacche di goji,343.0,Frutta
feijoa / acca,55.0,Frutta
carciofo,47.0,Verdure
rucola,25.0,Verdure
asparago,20.0,Verdure
barbabietola,43.0,Verdure
olive nere,115.0,Verdure
broccoli,34.0,Verdure
cavolini di bruxelles,43.0,Verdure
cappuccio,25.0,Verdure
carota,41.0,Verdure
cavolfiore,25.0,Verdure
sedano,16.0,Verdure
bietola,19.0,Verdure
pomodoro ciliegino,100.0,Verdure
cicoria / radicchio,72.0,Verdure
erba cipollina,30.0,Verdure
mais,365.0,Verdure
spinaci alla panna,74.0,Verdure
cetriolo,16.0,Verdure
melanzana,25.0,Verdure
indivia,17.0,Verdure
finocchio,31.0,Verdure
aglio,149.0,Verdure
cetrioli in salamoia,14.0,Verdure
zucca,14.0,Verdure
fagiolini,31.0,Verdure
olive verdi,115.0,Verdure
cipollotto,32.0,Verdure
rafano,48.0,Verdure
cavolo riccio,49.0,Verdure
cavolo rapa,27.0,Verdure
porro,61.0,Verdure
lattuga,15.0,Verdure
funghi,22.0,Verdure
foglie di senape,27.0,Verdure
alghe nori,35.0,Verdure
okra / gombo,33.0,Verdure
olive,115.0,Verdure
cipolla,40.0,Verdure
pastinaca,75.0,Verdure
piselli,81.0,Verdure
peperone,27.0,Verdure
patata,77.0,Verdure
zucca,14.0,Verdure
ravanelli,16.0,Verdure
cavolo rosso,31.0,Verdure
rutabaga,38.0,Verdure
scalogni,72.0,Verdure
spinaci,23.0,Verdure
patata dolce,86.0,Verdure
pomodoro,18.0,Verdure
wasabi,109.0,Verdure
zucchina,17.0,Verdure
rape,28.0,Verdure
cavolo cinese,16.0,Verdure
cavolo,32.0,Verdure
cime di rapa,20.0,Verdure
verza,32.0,Verdure
cardo,17.0,Verdure
prosciutto al forno,343.0,Salumi e affettati
salame di manzo,375.0,Salumi e affettati
prosciutto cotto,126.0,Salumi e affettati
bologna sausage,247.0,Salumi e affettati
bresaola,178.0,Salumi e affettati
capocollo / coppa,110.0,Salumi e affettati
chorizo,455.0,Salumi e affettati
maiale sotto sale,251.0,Salumi e affettati
prosciutto,145.0,Salumi e affettati
ham sausage,164.0,Salumi e affettati
testa in cassetta,157.0,Salumi e affettati
leberwurst,326.0,Salumi e affettati
prosciutto di parma,345.0,Salumi e affettati
pastrami,133.0,Salumi e affettati
arrosto di maiale,247.0,Salumi e affettati
prosciutto,145.0,Salumi e affettati
roast beef,267.0,Salumi e affettati
salame,336.0,Salumi e affettati
prosciutto serrano,300.0,Salumi e affettati
prosciutto affumicato,107.0,Salumi e affettati
salsiccia stagionata,298.0,Salumi e affettati
lingua,284.0,Salumi e affettati
petto di tacchino,104.0,Salumi e affettati
prosciutto di tacchino,126.0,Salumi e affettati
salame di tacchino,152.0,Salumi e affettati
filetto di petto di pollo,79.0,Salumi e affettati
petto di tacchino affumicato,104.0,Salumi e affettati
petto di tacchino al forno,104.0,Salumi e affettati
acciuga,131.0,Pesce e frutti di mare
pesce serra,159.0,Pesce e frutti di mare
orata,135.0,Pesce e frutti di mare
calamaro,175.0,Pesce e frutti di mare
carpa,162.0,Pesce e frutti di mare
caviale,264.0,Pesce e frutti di mare
vongola,148.0,Pesce e frutti di mare
merluzzo,105.0,Pesce e frutti di mare
gambero d'acqua dolce,82.0,Pesce e frutti di mare
anguilla,236.0,Pesce e frutti di mare
bastoncini di pesce,290.0,Pesce e frutti di mare
platessa,86.0,Pesce e frutti di mare
cernia,118.0,Pesce e frutti di mare
haddock,90.0,Pesce e frutti di mare
nasello,71.0,Pesce e frutti di mare
halibut,111.0,Pesce e frutti di mare
aringa,203.0,Pesce e frutti di mare
merluzzo neozelandese,121.0,Pesce e frutti di mare
aringa affumicata,217.0,Pesce e frutti di mare
astice,89.0,Pesce e frutti di mare
sgombro,262.0,Pesce e frutti di mare
pesce latte,190.0,Pesce e frutti di mare
rana pescatrice / coda di rospo,97.0,Pesce e frutti di mare
cefalo / muggine,150.0,Pesce e frutti di mare
cozza,172.0,Pesce e frutti di mare
polpo,164.0,Pesce e frutti di mare
aringa marinata,262.0,Pesce e frutti di mare
luccio,113.0,Pesce e frutti di mare
platessa,86.0,Pesce e frutti di mare
merlano,111.0,Pesce e frutti di mare
parago,94.0,Pesce e frutti di mare
filetti di acciuga marinati,171.0,Pesce e frutti di mare
salmone,206.0,Pesce e frutti di mare
sardine,208.0,Pesce e frutti di mare
capesante,111.0,Pesce e frutti di mare
branzino,124.0,Pesce e frutti di mare
alosa,252.0,Pesce e frutti di mare
squalo,130.0,Pesce e frutti di mare
sperlano,124.0,Pesce e frutti di mare
sogliola,86.0,Pesce e frutti di mare
storione,135.0,Pesce e frutti di mare
sushi,150.0,Pesce e frutti di mare
pesce spada,172.0,Pesce e frutti di mare
pesce balestra,93.0,Pesce e frutti di mare
trota,190.0,Pesce e frutti di mare
tonno,132.0,Pesce e frutti di mare
insalata di tonno,187.0,Pesce e frutti di mare
rombo,122.0,Pesce e frutti di mare
lavarello,172.0,Pesce e frutti di mare
merlano,111.0,Pesce e frutti di mare
luccioperca,84.0,Pesce e frutti di mare
scampo,84.0,Pesce e frutti di mare
gunnello,187.0,Pesce e frutti di mare
dentice atlantico,87.0,Pesce e frutti di mare
molva,128.0,Pesce e frutti di mare
wahoo,109.0,Pesce e frutti di mare
aragosta,88.0,Pesce e frutti di mare
arsella / tellina,90.0,Pesce e frutti di mare
razza,96.0,Pesce e frutti di mare
triglia,110.0,Pesce e frutti di mare
seppia,92.0,Pesce e frutti di mare
olio di mandorle,882.0,Oli e grassi
olio di avocado,857.0,Oli e grassi
burro,720.0,Oli e grassi
olio di colza,884.0,Oli e grassi
olio di cocco,857.0,Oli e grassi
olio di fegato di merluzzo,1000.0,Oli e grassi
olio di mais,800.0,Oli e grassi
olio di semi di cotone,882.0,Oli e grassi
olio di semi di lino,884.0,Oli e grassi
burro chiarificato,120.0,Oli e grassi
olio di semi di vinacciolo,884.0,Oli e grassi
olio di pesce,902.0,Oli e grassi
strutto,902.0,Oli e grassi
olio di macadamia,819.0,Oli e grassi
margarina,717.0,Oli e grassi
olio di senape,884.0,Oli e grassi
olio di oliva,884.0,Oli e grassi
olio di palma,882.0,Oli e grassi
olio di arachidi,857.0,Oli e grassi
olio di cartamo,857.0,Oli e grassi
olio di sarda,902.0,Oli e grassi
olio di sesamo,884.0,Oli e grassi
olio di soia,889.0,Oli e grassi
olio di semi di girasole,884.0,Oli e grassi
olio di noci,889.0,Oli e grassi
olio extra vergine di oliva,884.0,Oli e grassi
lingua di manzo,284.0,Frattaglie e interiora
rigaglie di pollo,277.0,Frattaglie e interiora
lingua di maiale,271.0,Frattaglie e interiora
intestino di maiale stufato,233.0,Frattaglie e interiora
lingua di vitello,202.0,Frattaglie e interiora
cervella di manzo,196.0,Frattaglie e interiora
fegato di manzo,191.0,Frattaglie e interiora
fegato di tacchino,189.0,Frattaglie e interiora
cuore di vitello,186.0,Frattaglie e interiora
cuori di pollo,185.0,Frattaglie e interiora
cuori di tacchino,174.0,Frattaglie e interiora
rigaglie di tacchino,173.0,Frattaglie e interiora
fegatini di pollo,172.0,Frattaglie e interiora
cuore di manzo,165.0,Frattaglie e interiora
fegato di maiale,165.0,Frattaglie e interiora
rognone di vitello,163.0,Frattaglie e interiora
rognone di manzo,158.0,Frattaglie e interiora
trippa di maiale,157.0,Frattaglie e interiora
rognone di maiale,151.0,Frattaglie e interiora
cuore di maiale,148.0,Frattaglie e interiora
durelli di pollo,148.0,Frattaglie e interiora
durelli di tacchino,148.0,Frattaglie e interiora
cervella di maiale,138.0,Frattaglie e interiora
fegato d'anitra,136.0,Frattaglie e interiora
cervella di vitello,136.0,Frattaglie e interiora
fegato d'oca,133.0,Frattaglie e interiora
polmone di maiale,99.0,Frattaglie e interiora
polmone di manzo,120.0,Frattaglie e interiora
fegato di vitello / coratella di vitello,192.0,Frattaglie e interiora
milza di manzo,271.0,Frattaglie e interiora
milza di maiale,219.0,Frattaglie e interiora
trippa di manzo,94.0,Frattaglie e interiora
fegato di agnello,136.0,Frattaglie e interiora
succo d'arancia,46.0,Succhi di frutta
latte di cocco,233.0,Succhi di frutta
acqua di cocco,19.0,Succhi di frutta
succo di mela,46.0,Succhi di frutta
succo di carota,40.0,Succhi di frutta
succo di limone,21.0,Succhi di frutta
limonata,50.0,Succhi di frutta
lassi al mango,66.0,Succhi di frutta
succo di cranberry / succo di mirtilli rossi,46.0,Succhi di frutta
succo di ananas,53.0,Succhi di frutta
succo di pompelmo,46.0,Succhi di frutta
succo di pomodoro,17.0,Succhi di frutta
succo di lime,21.0,Succhi di frutta
succo d'uva,60.0,Succhi di frutta
succo di verdura,21.0,Succhi di frutta
succo di cetriolo,10.0,Succhi di frutta
succo di acai,58.0,Succhi di frutta
succo di melagrana,66.0,Succhi di frutta
camomilla,0.0,Succhi di frutta
bevanda energetica / energy drink,87.0,Succhi di frutta
aloe vera,44.0,Succhi di frutta
succo di ciliegia,45.0,Succhi di frutta
succo di pera,60.0,Succhi di frutta
succo di uva bianca,75.0,Succhi di frutta
nestea,21.0,Succhi di frutta
succo del frutto della passione,48.0,Succhi di frutta
succo di papaya,58.0,Succhi di frutta
succo di banana,50.0,Succhi di frutta
succo di pesca,54.0,Succhi di frutta
nettare di pesca,54.0,Succhi di frutta
succo di prugna,71.0,Succhi di frutta
nettare di albicocca,56.0,Succhi di frutta
succo di more,48.0,Succhi di frutta
nettare di pera,60.0,Succhi di frutta
succo di crauti,14.0,Succhi di frutta
succo di mandarino,43.0,Succhi di frutta
succo di ribes,48.0,Succhi di frutta
stufato di fagioli,133.0,Minestre
zuppa di manzo,33.0,Minestre
brodo,16.0,Minestre
zuppa di broccoli,87.0,Minestre
zuppa di cavolo,28.0,Minestre
minestra di carote,25.0,Minestre
brodo di pollo,4.0,Minestre
gulasch,50.0,Minestre
minestra di lenticchie,56.0,Minestre
crema di astice,100.0,Minestre
zuppa con polpette,49.0,Minestre
minestrone,34.0,Minestre
zuppa di funghi,35.0,Minestre
zuppa con tagliolini,34.0,Minestre
zuppa di cipolle,23.0,Minestre
zuppa di coda di bue,28.0,Minestre
minestra di piselli,75.0,Minestre
minestra di patate,80.0,Minestre
minestra di zucca,29.0,Minestre
ramen,436.0,Minestre
zuppa tailandese,60.0,Minestre
minestra di riso e pomodoro,47.0,Minestre
minestra di pomodoro,30.0,Minestre
brodo vegetale,5.0,Minestre
zuppa di verdura,28.0,Minestre
minestra maritata,53.0,Minestre
minestra con pastina alfabeto,25.0,Minestre
brodo di pollo,4.0,Minestre
ramen instantaneo,436.0,Minestre
brodo di manzo,3.0,Minestre
zuppa di broccoli e formaggio,87.0,Minestre
zuppa di manzo con tagliolini,34.0,Minestre
zuppa di pollo con tagliolini,25.0,Minestre
minestra di pollo e verdure,31.0,Minestre
minestra di pollo e riso,24.0,Minestre
crema di asparagi,35.0,Minestre
crema di broccoli,45.0,Minestre
crema di sedano,37.0,Minestre
minestra cremosa di pollo,48.0,Minestre
crema di funghi,39.0,Minestre
crema di cipolle,44.0,Minestre
minestra cremosa di patate,30.0,Minestre
minestra cremosa di pollo con tagliolini,23.0,Minestre
zuppa di carote e zenzero,25.0,Minestre
pasta e fagioli,155.0,Minestre
cabernet sauvignon,77.0,Vino
cava,76.0,Vino
champagne,76.0,Vino
chardonnay,85.0,Vino
chenin blanc,80.0,Vino
vino rosso secco,85.0,Vino
gamay,78.0,Vino
malbec,82.0,Vino
marsala,100.0,Vino
merlot,83.0,Vino
vin brulé,196.0,Vino
pinot grigio,83.0,Vino
pinot nero,75.0,Vino
vino di prugne / umeshu,163.0,Vino
porto,160.0,Vino
prosecco,71.0,Vino
vino rosso,85.0,Vino
riesling,80.0,Vino
vino rosato / vino rosé,71.0,Vino
sangria,132.0,Vino
sauvignon blanc,81.0,Vino
sherry,116.0,Vino
syrah,71.0,Vino
vino spumante,190.0,Vino
vino rosso dolce,81.0,Vino
vino bianco dolce,82.0,Vino
vini dolci,83.0,Vino
vermouth,108.0,Vino
vino bianco,82.0,Vino
vino,83.0,Vino
primitivo,88.0,Vino
barbaresco,75.0,Vino
barolo,74.0,Vino
bonarda,85.0,Vino
brunello di montalcino,72.0,Vino
chianti,84.0,Vino
cirò,75.0,Vino
dolcetto,80.0,Vino
frascati,64.0,Vino
gewurztraminer,81.0,Vino
marzemino,70.0,Vino
montepulciano d'abruzzo,68.0,Vino
morellino di scansano,75.0,Vino
nero d'avola,80.0,Vino
picolit,90.0,Vino
sangiovese,86.0,Vino
acerola,32.0,Frutta tropicale ed esotica
avocado,160.0,Frutta tropicale ed esotica
banana,89.0,Frutta tropicale ed esotica
melone cantalupo,34.0,Frutta tropicale ed esotica
melone honeydew,28.0,Frutta tropicale ed esotica
cirimoia / anona,75.0,Frutta tropicale ed esotica
durian,147.0,Frutta tropicale ed esotica
feijoa / acca,55.0,Frutta tropicale ed esotica
melone galia,23.0,Frutta tropicale ed esotica
pompelmo,42.0,Frutta tropicale ed esotica
jackfruit / giaca,95.0,Frutta tropicale ed esotica
kiwi,61.0,Frutta tropicale ed esotica
kumquat / mandarino cinese,71.0,Frutta tropicale ed esotica
mandarino,53.0,Frutta tropicale ed esotica
mango,60.0,Frutta tropicale ed esotica
mangostano,73.0,Frutta tropicale ed esotica
marasche / ciliegie marasche,165.0,Frutta tropicale ed esotica
melone retato,34.0,Frutta tropicale ed esotica
noni,53.0,Frutta tropicale ed esotica
ananas,50.0,Frutta tropicale ed esotica
pompelmo rosa,42.0,Frutta tropicale ed esotica
platano,122.0,Frutta tropicale ed esotica
melagrana,83.0,Frutta tropicale ed esotica
pomelo,38.0,Frutta tropicale ed esotica
fico d'india,41.0,Frutta tropicale ed esotica
rambutan,82.0,Frutta tropicale ed esotica
carambola,31.0,Frutta tropicale ed esotica
tamarindo,239.0,Frutta tropicale ed esotica
anguria / cocomero,30.0,Frutta tropicale ed esotica
pitaya,60.0,Frutta tropicale ed esotica
guava,68.0,Frutta tropicale ed esotica
maracuja / frutto della passione,97.0,Frutta tropicale ed esotica
nashi / pera asiatica,42.0,Frutta tropicale ed esotica
frutto dell'albero del pane,103.0,Frutta tropicale ed esotica
litchi,66.0,Frutta tropicale ed esotica
bacche di goji,344.0,Frutta tropicale ed esotica
cappone,229.0,Pollame e volatili
pollo,219.0,Pollame e volatili
petto di pollo,172.0,Pollame e volatili
ali di pollo,266.0,Pollame e volatili
anitra,337.0,Pollame e volatili
petto d'anitra,201.0,Pollame e volatili
oca,305.0,Pollame e volatili
faraona,158.0,Pollame e volatili
struzzo,145.0,Pollame e volatili
fagiano,239.0,Pollame e volatili
petto di fagiano,133.0,Pollame e volatili
coscia di fagiano,239.0,Pollame e volatili
piccione,142.0,Pollame e volatili
gallinella,200.0,Pollame e volatili
quaglia,227.0,Pollame e volatili
petto di quaglia,123.0,Pollame e volatili
tacchino,189.0,Pollame e volatili
petto di tacchino,135.0,Pollame e volatili
cotoletta di tacchino,189.0,Pollame e volatili
ali di tacchino,221.0,Pollame e volatili
anitra selvatica,211.0,Pollame e volatili
cosce di pollo,174.0,Pollame e volatili
fettina di tacchino,189.0,Pollame e volatili
ventrigli di pollo,154.0,Pollame e volatili
cosce di tacchino,208.0,Pollame e volatili
gallina,166.0,Pollame e volatili
galletto,160.0,Pollame e volatili
after eight,452.0,Caramelle e dolciumi
mela candita,152.0,Caramelle e dolciumi
bastoncino di zucchero candito,423.0,Caramelle e dolciumi
celebrations,490.0,Caramelle e dolciumi
tavoletta di cioccolata,533.0,Caramelle e dolciumi
scaglie di cioccolato,493.0,Caramelle e dolciumi
biscotti,488.0,Caramelle e dolciumi
zucchero filato,643.0,Caramelle e dolciumi
french toast / pane all'uovo,196.0,Caramelle e dolciumi
ferrero rocher,576.0,Caramelle e dolciumi
biscotti della fortuna,214.0,Caramelle e dolciumi
barrette ai cereali,452.0,Caramelle e dolciumi
orsetti gommosi,316.0,Caramelle e dolciumi
wafer,541.0,Caramelle e dolciumi
gelatine,354.0,Caramelle e dolciumi
kit kat,521.0,Caramelle e dolciumi
liquerizia,375.0,Caramelle e dolciumi
m&m's,479.0,Caramelle e dolciumi
maltesers,498.0,Caramelle e dolciumi
marshmallow,318.0,Caramelle e dolciumi
marzapane,411.0,Caramelle e dolciumi
milky way,449.0,Caramelle e dolciumi
pez,427.0,Caramelle e dolciumi
popcorn,582.0,Caramelle e dolciumi
semi di zucca,560.0,Caramelle e dolciumi
budino di riso,134.0,Caramelle e dolciumi
barrette alle mandorle,452.0,Caramelle e dolciumi
rolo,474.0,Caramelle e dolciumi
semolino dolce,340.0,Caramelle e dolciumi
skittles,405.0,Caramelle e dolciumi
smarties,357.0,Caramelle e dolciumi
snickers,484.0,Caramelle e dolciumi
speculoos,469.0,Caramelle e dolciumi
toblerone,525.0,Caramelle e dolciumi
zuppa inglese,186.0,Caramelle e dolciumi
twix,495.0,Caramelle e dolciumi
waffle,272.0,Caramelle e dolciumi
cioccolatini,529.0,Caramelle e dolciumi
cioccolatini lindt,548.0,Caramelle e dolciumi
biscottini degli animali,446.0,Caramelle e dolciumi
confetti alle mandorle,429.0,Caramelle e dolciumi
lecca lecca,392.0,Caramelle e dolciumi
mars,448.0,Caramelle e dolciumi
barretta di arachidi,533.0,Caramelle e dolciumi
croccante alle arachidi,183.0,Caramelle e dolciumi
pop rocks,358.0,Caramelle e dolciumi
biscottini di natale,500.0,Caramelle e dolciumi
biscotti al burro di arachidi,475.0,Caramelle e dolciumi
peppermint bark,500.0,Caramelle e dolciumi
fiesta ferrero,425.0,Caramelle e dolciumi
kinder brioss ferrero,417.0,Caramelle e dolciumi
kinder colazione più ferrero,396.0,Caramelle e dolciumi
kinder delice ferrero,454.0,Caramelle e dolciumi
pocket coffee ferrero,417.0,Caramelle e dolciumi
mon chéri ferrero,448.0,Caramelle e dolciumi
kinder cioccolato ferrero,554.0,Caramelle e dolciumi
kinder bueno ferrero,572.0,Caramelle e dolciumi
tic tac ferrero,395.0,Caramelle e dolciumi
kinder maxi king ferrero,514.0,Caramelle e dolciumi
