name,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acqua | g,ceneri | g,destrosio | g,fibre | g,fruttosio | g,galattosio | g,grassi | g,idrossiprolina | g,zuccheri | g,c4:1 | g,c5:1 | g,c6:1 c | g,c6:1 t | g,c7:1 | g,c8:1 c | g,c8:1 t | g,c0:1 | g,c2:1 c | g,c2:1 t | g,c4:1 c | g,c0:5 n-3 | g,c1:5 | g,c2:5 n-3 | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3i | g,c8:4 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c2:4 | g,c4:0 | g,c6:0 | g,c8:0 | g,c0:0 | g,c2:0 | g,c3:0 | g,c5:0 | g,c7:0 | g,c2:6 n-3 | g,c6:1 not further defined | g,c8:1 not further defined | g,c2:1 not further defined | g,c8:2 not further defined | g,c8:3 not further defined | g,c0:3 not further defined | g,c0:4 not further defined | g,acidi grassi monoinsaturi totali | g,acidi grassi saturi totali | g,acidi grassi polinsaturi totali | g,proteine totali | g,lattosio (mse) | g,maltosio (mse) | g,saccarosio (mse) | g,"calorie, ricalcolata | kcal",carboidrati disponibili | g,amido | g,prolina | g,isoleucina | g,leucina | g,metionina | g,valina | g,istidina | g,triptofano | g,lisina | g,glicina | g,alanina | g,arginina | g,treonina | g,tirosina | g,acido aspartico | g,fenilalanina | g,serina | g,cistina | g,acido folico (vit. b9 o m o folacina) | g,alpha-tocoferolo (vit. e) | g,beta-sistosterolo | g,betaina | g,calcio | g,campesterolo | g,"carotene, alfa | g",colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fitosteroli | g,fluoro | g,folato alimentare | g,fosforo | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,potassio | g,rame | g,selenio | g,sodio | g,stigmasterolo | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g",vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",zinco | g,folati totali | g,acido pantotenico | g,vitamina k | g,vitamina b12 | g,vitamina b6 | g,niacina | g,vitamina c | g,vitamina d | g,colecalcifenolo (vit. d) | g,ß-carotene equivalente | g,retinolo equivalente | g,vitamina a retinolo eq. | g,riboflavina | g,tiamina | g,acido glutamico | g
milza di vitello,,,,78.15,1.3,,0.0,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.16,,,,0.59,0.73,0.16,18.3,,,,97.99,0.0,,,0.841,1.162,0.399,0.85,,0.18,1.354,,,,0.741,0.499,,0.65,,0.21600000000000008,0.0,,,,0.006,,,0.34,,,0.00932,,,4e-06,0.339,,,0.017,7.200000000000003e-05,0.362,0.000167,6.17e-05,0.097,,,,,,,,,0.00161,4e-06,,,5.34e-06,0.00011,0.007895000000000001,0.041,,,,0.0,0.0,0.000348,4.7e-05,
algida twister,,,,,,,1.0,,,6.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.5,,,,150.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,
"frullato alla fragola, fast food",,,,74.1,0.9,,0.4,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.701,,0.063,,,,,1.734,,3.4,,,,113.05,18.9,,0.325,0.204,0.329,0.084,0.225,0.092,0.047,0.266,0.07200000000000002,0.116,0.121,0.152,0.162,0.254,0.162,0.183,0.031,0.0,,,,0.113,,,0.011,,,0.00011,,,3e-06,0.1,,,0.013000000000000001,1.5e-05,0.182,2.2000000000000006e-05,2.1e-06,0.083,,,,,,,,,0.00036,3e-06,0.0004920000000000001,,3.1e-07,4.400000000000001e-05,0.000175,0.0008,0.0,0.0,,2.6e-05,3.6e-05,0.000195,4.5e-05,0.7030000000000001
"lombata di manzo, carne scelta, cotta",,,,52.61,1.19,,0.0,,,22.11,,0.0,,,,,,,,0.03,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.06,0.05,,,,,0.83,8.84,,0.51,0.23,,0.03,9.78,8.45,0.79,23.27,,,,299.0,0.0,,1.028,1.046,1.839,0.596,1.1320000000000001,0.797,0.261,1.936,1.27,1.4040000000000001,1.471,1.0170000000000001,0.782,2.126,0.909,0.89,0.261,0.0,,,0.0116,0.008,,0.0,0.07400000000000001,0.0886,0.0,0.00274,,,7.000000000000003e-06,0.187,0.0,0.0,0.023,1.5e-05,0.322,0.000125,2.27e-05,0.064,,,,,0.0,,,,0.00459,7.000000000000003e-06,0.00031,,2.15e-06,0.00035,0.004079999999999999,0.0,,,0.0,,0.0,0.00022,0.0001,3.4960000000000004
maraschino,,,,57.27,0.34,,3.2,,,0.21,,38.77,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.001,0.049,0.0,0.027999999999999997,0.027000000000000003,,0.0,0.049,0.039,0.055,0.22,,,,164.91,41.97,,,,,,,,,,,,,,,,,,,0.0,5e-05,,,0.054000000000000006,,0.0,0.0,0.0043,0.0,0.00043,,,0.0,0.003,0.0,5.9e-05,0.004,1.2e-05,0.021,0.000143,2e-07,0.004,,,,,0.0,,,0.0,0.00026000000000000003,0.0,5.400000000000001e-05,1.5e-06,0.0,5e-06,4e-06,0.0,0.0,0.0,2.7e-05,0.0,1.35e-05,0.0,0.0,
"burrito con carne, formaggio e chili piccante",,,,55.19,2.24,,,,,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.267,3.42,0.732,13.46,,,,207.94,20.96,,0.9470000000000001,0.5740000000000001,1.032,0.289,0.642,0.397,0.162,0.92,0.7390000000000001,0.6859999999999999,0.7559999999999999,0.495,0.436,1.054,0.5539999999999999,0.5740000000000001,0.147,2.7e-05,,,,0.073,,,0.056,,,0.00257,,,1.9e-05,0.10400000000000001,,,0.023,0.0002,0.219,0.000119,1.1e-05,0.6880000000000001,,,,,,,,,0.0026000000000000003,4.6e-05,0.00099,,6.800000000000001e-07,0.00012,0.00274,0.0012,,,,5.9e-05,9.6e-05,0.00041,0.0002,2.8510000000000004
"bovino, fegato",0.215,,,70.89,1.42,,0.0,,,4.85,0.1,0.0,0.005,0.0,,,0.013000000000000001,,,0.013000000000000001,,,,0.0,,0.0,,,0.517,,,0.027999999999999997,0.008,,0.0,0.012,,,,0.0,0.0,0.0,0.0,0.0,,0.012,0.037000000000000005,0.0,0.08199999999999999,0.856,0.0,0.517,0.035,0.0,0.266,0.968,1.56,0.8290000000000001,19.93,,,,140.06,2.91,,1.248,0.968,1.905,0.562,1.268,0.63,0.274,1.6269999999999998,1.739,1.356,1.3969999999999998,0.873,0.7929999999999999,2.043,1.094,0.981,0.37200000000000016,0.0,0.00037,,0.0076,0.005,,1.3e-05,0.334,0.31,1.1e-05,0.0064,,,0.000125,0.379,0.0,0.0,0.02,0.000255,0.308,0.011865,2.27e-05,0.077,,0.0,0.0,3e-05,0.0,,,0.0,0.01202,0.000125,0.006065000000000001,9.000000000000002e-07,5.985e-05,0.0009570000000000001,0.01055,0.0007,,,1.1e-05,0.011705,0.0117168,0.00244,0.00017300000000000006,2.741
the istantaneo in polvere,,,,5.09,16.04,,8.5,,,0.0,,5.53,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.21,,,,315.49,58.66,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.11800000000000001,,0.0,0.0,0.1183,0.0,0.0022600000000000003,,,0.000103,0.239,0.0,0.0,0.272,0.133,6.04,0.00055,5.299999999999998e-06,0.07200000000000001,,,,,0.0,,,0.0,0.0016899999999999999,0.000103,0.004529999999999999,0.0,0.0,0.00035600000000000003,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.000985,0.0,
"costolette di agnello, crude",,,,50.8,0.74,,0.0,,,34.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.15,,,,,1.0,12.68,,1.97,0.62,,0.1,14.13,15.16,2.69,14.52,,,,371.89,0.0,,0.609,0.7000000000000001,1.129,0.373,0.7829999999999999,0.46,0.17,1.2819999999999998,0.7090000000000001,0.873,0.862,0.621,0.488,1.278,0.591,0.54,0.17300000000000001,0.0,0.00017999999999999998,,,0.015,,,0.076,,,0.00139,,,1.4e-05,0.13699999999999998,,,0.018000000000000002,1.6e-05,0.19,8.900000000000001e-05,1.6800000000000002e-05,0.056,,,,,,,,,0.00271,1.4e-05,0.00062,,2.09e-06,0.00011,0.00609,0.0,,,,0.0,0.0,0.00019,0.0001,2.106
loacker quadratini dark chocolate 250 grammi,,,,,,,,,,24.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.599999904632571,,,,492.0,59.7999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrero kinder cioccolato,,,,,,,1.1000000238418601,,,34.5,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,8.80000019073486,,,,558.0,53.0,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,0.224,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,
algida cucciolone multipack cacao,,,,,,,3.5,,,7.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,6.0,,,,270.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,
algida cornetto soft banana e cioccolato,,,,,,,1.5,,,9.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,4.0,,,,180.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
ferrero tronky cocco - multipack 6 pz,,,,,,,3.4000000953674303,,,34.9000015258789,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.899999618530305,,7.5,,,,540.0,48.9000015258789,,,,,,,,,,,,,,,,,,,,,,,0.17300000000000001,,,,,,,,,,0.23600000000000002,,,0.045,,,,,0.08900000000000001,,,,,,,,,,,,,,,,,,,,,,,,
colussi - sapori ricorrenze pasqua - colomba crema al cioccolato,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,393.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danone - activia naturale - bianco,,,,,,,,,,3.5,,5.09999990463257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19999980926514,,,,72.0,5.09999990463257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cavoletti di bruxelles, lessi e salati",,,,88.9,0.95,,2.6,,,0.5,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.003,0.0,0.0,,,,,0.004,0.034,,0.079,0.17300000000000001,,0.002,0.038,0.102,0.255,2.55,,,,35.85,7.1,,,0.1,0.114,0.024,0.117,0.057,0.028,0.116,,,0.153,0.091,,,0.07400000000000001,,0.016,0.0,0.00043,,0.0002,0.036000000000000004,,0.0,0.0,0.0406,0.0,0.0012,,,5.9999999999999995e-05,0.056,0.0,0.00129,0.02,0.000227,0.317,8.300000000000001e-05,1.5e-06,0.257,,0.0,0.0,0.0,,,,,0.00033,5.9999999999999995e-05,0.000252,0.0001403,0.0,0.00017800000000000002,0.000607,0.062,0.0,0.0,0.000465,0.0,0.0002325,8e-05,0.000107,
"ravanelli bolliti, senza sale",,,,95.04,0.62,,1.6,,,0.24,,1.83,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.001,0.039,0.0,0.039,0.069,,0.0,0.04,0.073,0.10800000000000001,0.67,,,,16.97,3.43,,0.017,0.029,0.035,0.006,0.031,0.013000000000000001,0.004,0.033,0.021,0.021,0.039,0.028,0.013000000000000001,0.046,0.022,0.02,0.005,0.0,0.0,,0.0001,0.017,,0.0,0.0,0.0068,0.0,0.00015,,,1.7e-05,0.024,0.0,0.0,0.009000000000000001,3.3e-05,0.28500000000000003,0.000101,7e-07,0.013000000000000001,,,,,0.0,,,0.0,0.00013000000000000002,1.7e-05,0.000114,3e-07,0.0,3.8e-05,0.00015,0.0151,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.0,0.126
menta essiccata,,,,11.3,10.7,,29.8,,,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.183,,0.446,2.792,,,0.21,1.577,3.2569999999999997,19.93,,,,284.9,52.04,,0.8160000000000001,0.8160000000000001,1.496,0.281,0.995,0.399,0.306,0.858,0.9570000000000001,1.036,0.918,0.8160000000000001,0.6,2.353,1.0170000000000001,0.778,0.22,0.0,,,,1.4880000000000002,,,0.0,,,0.08747,0.08199999999999999,,0.00053,0.276,,,0.602,0.011482,1.924,0.0015419999999999998,,0.34400000000000003,,,,,,,,,0.0024100000000000002,0.00053,0.001399,,0.0,0.002579,0.006561,0.0,0.0,0.0,,0.0,0.0031737,0.0014210000000000002,0.00028800000000000017,2.1719999999999997
fagiano,,,,67.77,1.27,,0.0,,,9.29,,,,,,,,,,0.01,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.05,,,,0.0,0.81,3.08,0.0,0.81,0.1,,0.0,4.32,2.7,1.18,22.7,,,,180.93,0.0,,0.9390000000000001,1.228,1.87,0.643,1.23,0.8640000000000001,0.304,2.015,1.231,1.41,1.412,1.108,0.7240000000000001,2.186,0.8759999999999999,0.972,0.305,0.0,,,,0.012,,,0.07100000000000001,,,0.00115,,,6e-06,0.214,,,0.02,1.7000000000000007e-05,0.243,6.500000000000001e-05,1.57e-05,0.04,,,,,,,,,0.00096,6e-06,0.000928,,7.699999999999998e-07,0.00066,0.006426,0.0053,,,,5.3e-05,5.31e-05,0.000143,7.200000000000003e-05,3.3089999999999997
antica gelateria del corso le tentazioni - crema e amarne,,,,,,,,,,10.3000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,236.0,32.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - centrale del latte milano yogurt - yogurt centrale del latte di milano frutti di bosco,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0999999046325697,,,,105.0,14.8000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gombo,,,,90.17,0.7,0.13,3.2,0.21,,0.1,,1.2,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.016,0.0,0.026000000000000002,0.001,,0.0,0.017,0.026000000000000002,0.027000000000000003,2.0,,,0.4,30.83,7.03,0.34,0.045,0.069,0.105,0.021,0.091,0.031,0.017,0.081,0.044,0.073,0.084,0.065,0.08700000000000001,0.145,0.065,0.044,0.019,0.0,0.00036,,,0.081,,0.0,0.0,0.0123,0.0,0.0008,0.024,,8.8e-05,0.063,0.0,0.000516,0.057,0.00099,0.303,9.4e-05,7e-07,0.008,,,,,0.0,,,0.0,0.0006,8.8e-05,0.000245,5.3e-05,0.0,0.000215,0.001,0.0211,0.0,0.0,0.000225,0.0,0.0001125,6e-05,0.0002,0.271
sperlano,,,,78.77,1.4,,0.0,,,2.42,,0.0,,,,,,,,0.027999999999999997,,,,0.275,,0.018000000000000002,,,,,,,,,0.025,,,,,0.0,0.0,0.0,0.0,0.002,,,,0.418,0.19899999999999998,0.40700000000000003,0.001,0.045,0.049,,0.055,0.6409999999999999,0.452,0.885,17.63,,,,97.04,0.0,,0.623,0.812,1.433,0.522,0.908,0.519,0.197,1.619,0.846,1.0659999999999998,1.055,0.773,0.595,1.805,0.6880000000000001,0.7190000000000001,0.189,0.0,0.0005,,,0.06,,0.0,0.07,0.065,0.0,0.0009000000000000002,,,4e-06,0.23,0.0,0.0,0.03,0.0007,0.29,0.00013900000000000002,3.65e-05,0.06,,,,,0.0,,8e-07,0.0,0.00165,4e-06,0.000638,1e-07,3.44e-06,0.00015,0.00145,0.0,8e-07,7.75e-07,0.0,1.4999999999999999e-05,1.4999999999999999e-05,0.00012,1e-05,2.6319999999999997
"misto di verdure, per l'infanzia",,,,90.6,0.4,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,33.46,8.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.017,,,,,,0.00031,,,7.000000000000003e-06,0.022,,,0.01,,0.112,3.6000000000000014e-05,7e-07,0.038,,,,,,,,,0.00024,7.000000000000003e-06,0.00023,,0.0,7.5e-05,0.000414,0.0033,,,,0.0,0.0007331999999999997,2.4e-05,1.3999999999999995e-05,
cervello di maiale,,,,78.36,1.13,,0.0,,,9.21,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,0.45,0.12,1.069,,0.09,0.12,,0.47,1.659,2.079,1.429,10.28,,,,126.91,0.0,,,0.475,0.8959999999999999,0.204,0.586,0.276,0.132,0.8079999999999999,0.493,,0.5379999999999999,0.48,0.431,1.028,0.523,,,0.0,,,,0.01,,,2.195,,,0.0016,,,6e-06,0.28200000000000003,,,0.014,9.4e-05,0.258,0.00024,1.59e-05,0.12,,,,,,,,,0.00127,6e-06,0.0028,,2.19e-06,0.00019,0.004275,0.0135,,,,0.0,0.0,0.000275,0.000155,1.202
crostata di mele,,,,52.2,0.9,,1.6,,,11.0,,15.65,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.021,,,,0.0,0.146,4.109,0.0,2.066,0.12300000000000001,,0.0,4.388,3.7969999999999997,2.198,1.9,,,,237.09,34.0,,0.199,0.073,0.129,0.032,0.084,0.038,0.026000000000000002,0.07,0.065,0.06,0.07400000000000001,0.054000000000000006,0.054000000000000006,0.095,0.08800000000000002,0.099,0.04,2.3e-05,0.00152,,0.016399999999999998,0.011,,0.0,0.0,0.0072000000000000015,6e-06,0.00045,,,4e-06,0.024,0.0,9e-06,0.006999999999999999,0.000182,0.065,4.6e-05,1e-06,0.201,,,,,0.0,,,0.0,0.00016,2.7e-05,0.000119,3.5000000000000016e-06,1e-08,3.8e-05,0.000263,0.0032,0.0,0.0,9e-06,3.1e-05,3.72e-05,2.7000000000000002e-05,2.8000000000000013e-05,0.5870000000000001
agnesi ponte - pasta di semola corta - tortiglioni,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1999998092651,,,,348.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gamberetti surgelati,0.008,0.005,0.003,83.01,1.86,0.0,0.0,0.0,0.0,1.01,,0.0,0.0,0.0,0.006999999999999999,0.002,0.02,0.046,0.004,0.001,0.0,0.0,0.0,0.03,,0.003,0.0,,0.039,0.003,,0.003,0.0,,0.0,0.003,0.0,0.003,0.002,0.0,0.0,0.0,0.0,0.002,,0.003,0.005,0.031,0.009000000000000001,0.049,0.0,0.042,0.003,0.003,0.015,0.08,0.115,0.13,13.61,0.0,0.0,0.0,70.98,0.91,0.0,0.626,0.627,1.165,0.397,0.637,0.3,0.155,1.297,0.8009999999999999,0.8420000000000001,1.342,0.54,0.515,1.517,0.593,0.555,0.162,0.0,0.00132,,,0.054000000000000006,,0.0,0.126,0.08090000000000001,0.0,0.00021,,,1.9e-05,0.244,0.0,0.0,0.022,2.9e-05,0.113,0.000182,2.9600000000000005e-05,0.5660000000000001,,0.0,3e-05,0.00012,0.0,,1e-07,0.0,0.0009699999999999999,1.9e-05,0.00031,3e-07,1.11e-06,0.000161,0.001778,0.0,1e-07,5e-08,0.0,5.400000000000001e-05,5.400000000000001e-05,1.5e-05,2e-05,2.39
algida cornetto soft gianduia e nocciola,,,,,,,1.29999995231628,,,12.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60000038146973,,5.0,,,,264.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,
nestle - motta maxibon - pops crunch 56 pz,,,,,,,0.699999988079071,,,24.399999618530305,,26.100000381469695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8999996185303,,4.8000001907348615,,,,357.0,29.399999618530305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,
"burro di anacardio, salato",,,,2.96,2.5,,2.0,,,49.41,,5.01,,,,,,,,0.14800000000000002,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.14,0.14,0.836,,,,0.0,0.33899999999999997,28.579,0.0,8.166,0.171,,0.0,29.122,9.763,8.354,17.56,,,,587.0,27.57,,0.792,0.838,1.475,0.315,1.193,0.457,0.272,0.938,0.921,0.805,1.998,0.679,0.5630000000000001,1.727,0.908,0.974,0.325,0.0,0.00092,,,0.043,,0.0,0.0,0.061,0.0,0.005030000000000001,,,6.8e-05,0.457,0.0,2.3e-05,0.258,0.0008150000000000001,0.546,0.00219,1.15e-05,0.614,,,,,0.0,,,0.0,0.0051600000000000005,6.8e-05,0.0012009999999999998,3.47e-05,0.0,0.000252,0.001599,0.0,0.0,0.0,0.0,0.0,0.0,0.000187,0.000312,4.159
granarolo linea granarolo - panna fresca granarolo,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09999990463257,,,,336.0,3.0999999046325697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacchino coscia,,,,72.69,0.89,,0.0,,,6.72,,,,,,,,,,0.02,,,,0.0,,0.02,,,,,,,,,,,,,,,,,0.0,0.01,,,,0.03,0.33,1.68,0.01,1.54,0.08,,0.15,2.06,2.06,1.83,19.54,,,,143.88,0.0,,0.861,0.998,1.537,0.557,1.028,0.598,0.219,1.809,1.07,1.228,1.37,0.861,0.757,1.89,0.769,0.866,0.209,0.0,,,,0.017,,,0.07100000000000001,,,0.00172,,,1e-05,0.177,,,0.021,2.2000000000000006e-05,0.273,0.00014199999999999998,2.64e-05,0.07400000000000001,,,,,,,,,0.00309,1e-05,0.00109,,3.9e-07,0.00034,0.002947,0.0,,,,1e-06,8.999999999999999e-07,0.00021100000000000006,7.7e-05,3.1519999999999997
praline,,,,10.36,0.85,,3.5,,,25.9,,55.79,0.0,,,,,,,0.075,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.607999999999999,0.0,7.422999999999999,0.355,0.0,0.0,14.683,2.224,7.778,3.3,,,,484.7,59.59,,,,,,,,,,,,,,,,,,,0.0,0.0005,,,0.043,,0.0,0.0,,3e-06,0.0012900000000000001,,,6e-06,0.10400000000000001,0.0,6e-06,0.049,0.001682,0.217,0.0004940000000000001,1.8e-06,0.048,,,,,0.0,,,0.0,0.0016699999999999998,6e-06,0.00033200000000000005,1.3e-06,0.0,7.7e-05,0.00041500000000000017,0.0003,,,1e-05,0.0,5.700000000000001e-06,5.3e-05,0.00020300000000000008,
ferrero tic tac - astuccio arancia - 18,,,,,,,,,,0.400000005960464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400000005960464,,,,392.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colussi - sapori - divisione salutistica - bjorg mini gallette di riso al cioccolato fondente bio,,,,,,,,,,20.1000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.900000095367429,,,,495.0,69.59999847412111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - motta maxibon - classico,,,,,,,,,,19.7000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.099999904632569,,,,336.0,35.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"melanzane, lesse",,,,89.67,0.54,,2.5,,,0.23,,3.2,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.002,0.018000000000000002,0.0,0.078,0.015,,0.0,0.02,0.044000000000000004,0.09300000000000001,0.83,,,,35.13,8.73,,0.034,0.03600000000000001,0.05200000000000001,0.009000000000000003,0.043,0.019,0.008,0.039,0.033,0.042,0.046,0.03,0.022,0.134,0.035,0.034,0.004,0.0,0.00041,,,0.006,,0.0,0.0,0.0094,0.0,0.00025,,,1.4e-05,0.015,0.0,0.0,0.011,0.000113,0.123,5.9e-05,1e-07,0.001,,,,,0.0,,,0.0,0.00012,1.4e-05,7.5e-05,2.8999999999999998e-06,0.0,8.599999999999999e-05,0.0006,0.0013000000000000002,0.0,0.0,2.2e-05,0.0,1.11e-05,2e-05,7.6e-05,0.152
kellogs cereali - kellogg's special k frutti rossi,,,,,,,3.0,,,1.5,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,374.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0103999996185303,,,,,,,,,,,,0.4,,,,,,,,,,,,,1.4900000095367399e-06,0.003,0.0267999992370605,,,,,,,0.0024000000953674303,0.0020999999046325693,
agnesi ponte - pasta di semola lunga - spaghetti,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1999998092651,,,,348.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnesi pasta di semola corta - tortiglioni,,,,,,,,,,1.29999995231628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,367.0,74.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
