name,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acqua | g,ceneri | g,destrosio | g,fibre | g,fruttosio | g,galattosio | g,grassi | g,idrossiprolina | g,zuccheri | g,c4:1 | g,c5:1 | g,c6:1 c | g,c6:1 t | g,c7:1 | g,c8:1 c | g,c8:1 t | g,c0:1 | g,c2:1 c | g,c2:1 t | g,c4:1 c | g,c0:5 n-3 | g,c1:5 | g,c2:5 n-3 | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3i | g,c8:4 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c2:4 | g,c4:0 | g,c6:0 | g,c8:0 | g,c0:0 | g,c2:0 | g,c3:0 | g,c5:0 | g,c7:0 | g,c2:6 n-3 | g,c6:1 not further defined | g,c8:1 not further defined | g,c2:1 not further defined | g,c8:2 not further defined | g,c8:3 not further defined | g,c0:3 not further defined | g,c0:4 not further defined | g,acidi grassi monoinsaturi totali | g,acidi grassi saturi totali | g,acidi grassi polinsaturi totali | g,proteine totali | g,lattosio (mse) | g,maltosio (mse) | g,saccarosio (mse) | g,"calorie, ricalcolata | kcal",carboidrati disponibili | g,amido | g,prolina | g,isoleucina | g,leucina | g,metionina | g,valina | g,istidina | g,triptofano | g,lisina | g,glicina | g,alanina | g,arginina | g,treonina | g,tirosina | g,acido aspartico | g,fenilalanina | g,serina | g,cistina | g,acido folico (vit. b9 o m o folacina) | g,alpha-tocoferolo (vit. e) | g,beta-sistosterolo | g,betaina | g,calcio | g,campesterolo | g,"carotene, alfa | g",colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fitosteroli | g,fluoro | g,folato alimentare | g,fosforo | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,potassio | g,rame | g,selenio | g,sodio | g,stigmasterolo | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g",vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",zinco | g,folati totali | g,acido pantotenico | g,vitamina k | g,vitamina b12 | g,vitamina b6 | g,niacina | g,vitamina c | g,vitamina d | g,colecalcifenolo (vit. d) | g,ß-carotene equivalente | g,retinolo equivalente | g,vitamina a retinolo eq. | g,riboflavina | g,tiamina | g,acido glutamico | g
pimento,,,,8.46,4.65,,21.6,,,8.69,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.66,0.0,2.29,0.07,,0.0,0.66,2.55,2.36,6.09,,,,262.67,72.12,,,,,,,,,,,,,,,,,,,0.0,,,,0.6609999999999999,,,0.0,,,0.0070599999999999994,0.061,,3.6e-05,0.113,,,0.135,0.0029430000000000003,1.044,0.000553,2.7000000000000004e-06,0.077,,,,,,,,,0.00101,3.6e-05,,,0.0,0.00021,0.00286,0.039200000000000006,0.0,0.0,,0.0,0.00016199999999999998,6.3e-05,0.000101,
"cipolle, surgelate",,,,90.22,0.38,,1.7,,,0.06,,3.81,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.009000000000000001,0.0,0.024,0.001,,0.0,0.009000000000000001,0.011000000000000001,0.025,0.89,,,,35.37,8.45,,0.028,0.032,0.031,0.006999999999999999,0.021,0.015,0.013000000000000001,0.043,0.037000000000000005,0.025,0.12,0.022,0.022,0.049,0.023,0.026000000000000002,0.016,0.0,2e-05,,,0.036000000000000004,,0.0,0.0,0.0055,0.0,0.00046,,,2.1e-05,0.023,0.0,4e-06,0.01,0.000125,0.14200000000000002,5e-05,4e-07,0.01,,,,,0.0,,,0.0,0.00012,2.1e-05,9.9e-05,4e-07,0.0,9.300000000000001e-05,0.000175,0.008,0.0,0.0,1e-06,0.0,6e-07,2.4e-05,2.6000000000000002e-05,0.14400000000000004
nestle nescafè - cappuccino decaffeinato,,,,,,,3.9000000953674303,,,9.60000038146973,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,10.3999996185303,,,,381.0,63.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,
fiocchi d'avena,,,,8.22,1.72,,10.6,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,0.013000000000000001,2.165,,2.424,0.111,,,2.178,1.217,2.535,16.89,,,,389.1,66.27,,0.934,0.6940000000000002,1.284,0.312,0.937,0.405,0.234,0.7010000000000001,0.841,0.8809999999999999,1.192,0.5750000000000001,0.5730000000000001,1.4480000000000002,0.895,0.75,0.408,0.0,,,,0.054000000000000006,,,0.0,,,0.00472,,,5.600000000000001e-05,0.523,,,0.177,0.004915999999999999,0.429,0.0006259999999999999,,0.002,,,,,0.0,,,,0.0039700000000000004,5.600000000000001e-05,0.001349,,0.0,0.000119,0.0009609999999999999,0.0,0.0,0.0,,0.0,0.0,0.00013900000000000002,0.000763,3.712
"pesce gatto, cotto",0.063,,,74.65,1.28,0.0,0.0,0.0,0.0,7.19,,0.0,0.001,0.003,,,0.03,,,0.08800000000000001,,,0.003,0.02,,0.018000000000000002,,,,,,,,,0.002,0.049,,,0.008,0.0,0.0,0.0,0.0,0.003,,0.008,0.01,0.069,0.165,2.82,0.004,0.9690000000000001,0.087,0.073,0.053,3.115,1.5859999999999999,1.354,18.44,0.0,0.0,,143.64,0.0,0.0,0.6859999999999999,0.8200000000000001,1.396,0.539,0.894,0.404,0.22,1.6769999999999998,0.931,1.041,1.151,0.833,0.612,1.8,0.735,0.6980000000000001,0.196,0.0,0.0009699999999999999,,,0.009000000000000001,,0.0,0.066,0.0787,0.0,0.00028000000000000003,,,1.2e-05,0.247,0.0,0.0,0.023,1.8000000000000007e-05,0.366,3.9e-05,9.9e-06,0.11900000000000001,,2e-05,0.0,0.00027,0.0,,3e-07,0.0,0.00058,1.2e-05,0.000811,2.5e-06,2.78e-06,0.000177,0.002548,0.0,3e-07,2.5e-07,0.0,1e-06,6e-07,0.0001,2.4e-05,2.62
granarolo - alta qualità crema nocciola fatta con latte fresco alta qualità,,,,,,,,,,5.900000095367429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29999995231628,,,,136.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pectina,,,,8.7,0.3,,8.6,,,0.3,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.001,,,,0.0,0.001,0.012,0.0,0.07200000000000001,0.015,,0.0,0.01,0.05,0.09,0.3,,,,325.05,90.4,,,,,,,,,,,,,,,,,,,0.0,,,,0.006999999999999999,,,0.0,,,0.00271,,,1e-06,0.002,,,0.001,7.000000000000001e-05,0.006999999999999999,0.00042,0.0,0.2,,,,,0.0,,,,0.00047,1e-06,0.00011,,0.0,1e-05,5e-06,0.0,,,,0.0,8.999999999999999e-07,6e-05,8e-06,
barilla - mulino bianco biscotti girotondi,,,,,,,1.5,,,18.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,6.5,,,,473.0,71.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,
nestle nero perugina - cioccolatini fondente arancia,,,,,,,,,,46.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300000190734861,,,,593.0,36.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
galbani - galbanino fette,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,340.0,0.100000001490116,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colussi - sapori tutto l'anno - cantuccini e vino liquoroso,,,,,,,,,,12.6000003814697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39999961853027,,,,430.0,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"succo di mela e banana, per l'infanzia",,,,87.1,0.26,,0.2,,,0.1,,11.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.004,0.0,0.027999999999999997,0.006,,0.0,0.004,0.018000000000000002,0.034,0.2,,,,50.91,12.3,,,,,,,,,,,,,,,,,,,0.0,2e-05,,,0.006999999999999999,,3e-06,0.0,0.0023,0.0,0.0002,,,1e-06,0.008,0.0,1.6e-05,0.006,8e-05,0.123,2e-05,3e-07,0.004,,,,,0.0,,,0.0,4e-05,1e-06,0.000125,0.0,0.0,6e-05,0.00014,0.0279,0.0,0.0,4e-06,0.0,2.7000000000000004e-06,1e-05,1e-05,
sesamo,,,,4.69,4.45,,11.8,,,49.67,,0.3,,,,,,,,0.07,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.149,18.521,0.0,21.375,0.376,,0.0,18.759,6.9570000000000025,21.773000000000003,17.73,,,,572.9,23.45,,0.81,0.763,1.358,0.586,0.99,0.522,0.388,0.5690000000000001,1.215,0.927,2.63,0.736,0.743,1.646,0.94,0.967,0.358,0.0,0.00025,,,0.975,,0.0,0.0,0.0256,0.0,0.01455,0.7140000000000001,,9.7e-05,0.629,0.0,0.0,0.35100000000000003,0.00246,0.468,0.004082,3.4399999999999996e-05,0.011,,,,,0.0,,,0.0,0.00775,9.7e-05,5e-05,0.0,0.0,0.00079,0.004515,0.0,0.0,0.0,5e-06,0.0,2.7000000000000004e-06,0.00024700000000000004,0.0007909999999999999,3.955
"m&m's, con cioccolato al latte",0.16699999999999998,,,1.7,1.63,,2.8,,,21.13,,63.68,0.077,0.0,,,0.022000000000000002,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,0.462,0.16699999999999998,0.095,0.18100000000000002,0.19899999999999998,0.0,0.063,0.06,0.0,0.147,4.937,0.0,0.8640000000000001,0.057,0.0,0.0,5.183,13.08,0.9209999999999999,4.33,,,,491.64,71.19,,,,,,,,,,,,,,,,,,,0.0,0.00036,,0.0008,0.105,,0.0,0.014,0.0217,0.0,0.00111,,1.75e-05,8e-06,0.146,0.0,0.0,0.044,0.00032900000000000003,0.261,0.000344,3.3e-06,0.061,,0.0,,0.00064,0.0,,,0.0,0.00161,8e-06,0.00033,4e-06,5.3e-07,2.5e-05,0.00027,0.0005,0.0,0.0,0.0,5.600000000000001e-05,5.610000000000002e-05,0.000213,7.900000000000001e-05,
parmalat fibresse - yogurt,,,,,,,1.20000004768372,,,1.0,,4.90000009536743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000000238418579,,3.20000004768372,,,,41.0,4.90000009536743,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
zuppa di formaggio,,,,77.15,2.29,,0.8,,,8.15,,0.6,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.26,0.13,0.07,0.15,0.13,,,,0.0,0.25,1.94,0.0,0.14,0.09,,0.0,2.31,5.19,0.23,4.22,,,,120.94,8.19,,0.445,0.251,0.399,0.091,0.29600000000000004,0.114,0.056,0.29600000000000004,0.091,0.13699999999999998,0.126,0.14800000000000002,0.194,0.29600000000000004,0.217,0.194,0.035,0.0,0.0005600000000000001,,,0.111,,0.0,0.023,0.0133,0.0,0.00058,,,3e-06,0.106,0.0,1e-06,0.003,0.0002,0.12,0.0001,3.6000000000000007e-06,0.6930000000000001,,,,,0.0,,,0.0,0.0005,3e-06,7.000000000000001e-05,4.7e-06,0.0,2e-05,0.00031,0.0,0.0,0.0,3.9e-05,6.9e-05,8.909999999999997e-05,0.000105,1.3000000000000001e-05,1.3
"leone marino, carne grassa",0.0,,,56.8,0.9,,,,,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,2.9,3.0,22.1,,,,242.35,5.55,,0.1,,0.1,0.0,,0.2,1.6,,0.0,,,,,0.1,,0.0,0.1,,,,,0.006,,,0.066,,,0.00955,,,,0.214,,,0.019,6e-06,0.34600000000000003,0.000116,0.00011899999999999999,0.08,,,,,,,,,0.00426,,,,,,,0.0,0.0,0.0,,,,,,0.0
"burrito, fagioli e formaggio, surgelato",,,,53.05,1.69,0.0,10.2,0.0,0.0,5.94,,1.41,0.0,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.262,0.0,1.285,0.158,,0.0,2.262,1.5730000000000002,1.443,6.92,0.0,1.06,0.35,210.8,32.4,5.48,0.7140000000000001,0.258,0.479,0.122,0.29600000000000004,0.159,0.08,0.229,0.22,0.21600000000000008,0.268,0.193,0.213,0.334,0.331,0.336,0.117,5.5e-05,,,,0.042,,0.0,,0.0223,0.0,0.00278,,,8e-06,0.066,0.0,1.2e-05,0.026000000000000002,0.000363,0.217,0.000146,1.13e-05,0.41200000000000003,,,,,,,,,0.0006799999999999999,6.3e-05,,6.2e-06,,8.400000000000001e-05,0.002167,0.0,,,1.8e-05,4.7e-05,5.67e-05,0.00014199999999999998,0.000333,1.998
doria frollini bucaneve cacao,,,,,,,3.5,,,14.3999996185303,,27.399999618530305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.599999904632571,,8.0,,,,447.0,71.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,
"maiale, pesante, coscio",,,,72.9,1.05,,0.0,,,5.41,,0.0,,,,,,,,0.04,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.01,0.01,,,,0.0,0.17,2.22,0.0,0.47,0.02,,0.07,2.44,1.87,0.58,20.48,,,,135.99,0.0,,0.8230000000000001,0.9590000000000001,1.643,0.542,1.111,0.8180000000000001,0.26,1.842,0.972,1.193,1.273,0.935,0.7140000000000001,1.9,0.8180000000000001,0.846,0.261,0.0,0.00017,,0.0034,0.006,,0.0,0.068,0.0723,0.0,0.00101,,,9e-06,0.229,0.0,0.0,0.025,2.9e-05,0.369,7.5e-05,3.54e-05,0.055,,,,,0.0,,6e-07,0.0,0.00227,9e-06,0.000805,0.0,7.1e-07,0.0005,0.005337999999999999,0.0009000000000000002,6e-07,5.75e-07,0.0,2e-06,1.7999999999999997e-06,0.000228,0.000875,3.2060000000000004
salsa di carne di suino,,,,4.43,14.59,,2.4,,,8.63,,24.73,,,,,,,,0.04,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.013000000000000001,,,,0.0,0.217,3.571,0.0,0.418,0.035,,0.0,3.8810000000000002,4.29,0.45399999999999996,8.78,,,,367.11,63.57,,,,,,,,,,,,,,,,,,,1.4999999999999999e-05,0.00026000000000000003,,,0.139,,0.0,0.01,0.024100000000000003,0.0,0.00394,,,1.6e-05,0.188,0.0,1e-05,0.034,0.000311,0.235,0.000154,6.0999999999999975e-06,5.356,,,,,0.0,,,0.0,0.0010600000000000002,3.1e-05,0.000326,4e-07,5.1e-07,8.599999999999999e-05,0.00227,0.0014,0.0,0.0,2e-06,3.4e-05,3.510000000000001e-05,0.00028300000000000005,0.00016,
"cavoletti di bruxelles, surgelati",,,,87.07,0.88,,3.8,,,0.41,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.003,0.0,0.0,,,,0.0,0.003,0.026000000000000002,0.0,0.061,0.134,,0.002,0.031,0.084,0.207,3.78,,,,40.63,7.86,,,0.14800000000000002,0.17,0.03600000000000001,0.17300000000000001,0.085,0.042,0.172,,,0.227,0.135,,,0.11,,0.024,0.0,,,,0.026000000000000002,,,0.0,,,0.00093,,,0.00012299999999999998,0.062,,,0.02,0.000311,0.37,3.3e-05,1.5e-06,0.01,,,,,,,,,0.00031,0.00012299999999999998,0.000285,,0.0,0.000202,0.000638,0.0741,0.0,0.0,0.00037,0.0,0.0001851,0.000122,0.000105,
"tagliolini all'uovo con spinaci, cotti",,,,68.52,0.62,,2.3,,,1.57,,0.71,,,,,,,,0.001,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.047,0.445,0.0,0.301,0.048,,0.0,0.493,0.361,0.349,5.04,,,,131.93,24.25,,0.47200000000000003,0.218,0.364,0.093,0.244,0.106,0.067,0.151,0.165,0.17800000000000002,0.215,0.157,0.149,0.269,0.251,0.258,0.133,4.3e-05,0.00055,,,0.019,,0.0,0.033,0.0257,0.0,0.00109,,,2.1e-05,0.057,0.0,0.002232,0.024,0.000317,0.037000000000000005,8e-05,2.18e-05,0.012,,,,,0.0,,,0.0,0.00063,6.4e-05,0.00023300000000000005,0.00010109999999999999,1.4e-07,0.000114,0.001474,0.0,1e-07,1e-07,5.1e-05,6e-06,3.09e-05,0.000123,0.000245,1.5430000000000001
algida magnum coco choc,,,,,,,4.0,,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,5.0,,,,360.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,
wafer alla vaniglia,,,,4.2,1.0,,2.0,,,19.4,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.001,0.0,0.0,0.0,0.0,,,,0.0,0.002,11.074000000000002,0.0,2.314,0.12300000000000001,,0.0,11.075999999999999,4.936,2.437,4.3,,,,472.99,71.1,,0.465,0.16899999999999998,0.303,0.073,0.193,0.08700000000000001,0.062,0.165,0.141,0.136,0.163,0.131,0.123,0.199,0.2,0.226,0.093,3.5e-05,,,,0.025,,,0.0,,,0.00221,,,8e-06,0.064,,,0.012,0.000384,0.107,0.000124,1.13e-05,0.306,,,,,,,,,0.00033,4.3e-05,0.00028399999999999996,,4e-08,2.4e-05,0.0029760000000000003,0.0,,,,0.0,3e-07,0.00020899999999999998,0.000361,1.375
agnesi riso flora - mille idee veloce 5 minuti,,,,,,,,,,1.20000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,348.0,76.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peperoncino in polvere,0.0,0.0,,10.75,11.81,2.14,34.8,4.29,0.0,14.28,0.0,7.19,0.0,0.0,,,0.0,3.116,0.0,0.013999999999999999,,,0.0,0.0,,0.0,,,,,,0.519,0.013999999999999999,,0.0,0.0,,,,0.0,0.013000000000000001,0.0,0.013000000000000001,0.081,0.027000000000000003,0.0,0.013999999999999999,0.0,0.08199999999999999,3.116,0.0,7.473,0.5329999999999999,0.0,0.0,3.2110000000000003,2.4619999999999997,8.006,13.46,0.0,0.0,0.76,281.79,49.7,,1.25,0.39,0.63,0.13,0.54,0.18,0.07,0.36,0.6,0.45,0.49,0.27,0.19,1.69,0.37,0.23,0.18,0.0,0.03814,,0.0027,0.33,,0.00209,0.0,0.0665,0.00349,0.0173,0.083,,2.8000000000000013e-05,0.3,2.1e-05,0.00031,0.149,0.0017,1.95,0.001,2.0399999999999998e-05,1.64,,0.00024,0.0,0.0034100000000000003,0.0,,,0.0,0.0043,2.8000000000000013e-05,0.0008880000000000002,0.0001057,0.0,0.002094,0.0116,0.0007,0.0,0.0,0.015,0.0,0.008895,0.00094,0.00025,1.59
"crema di riso, cotta in acqua e salata",,,,87.5,0.3,,0.1,,,0.1,,0.02,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.031,0.0,0.022000000000000002,0.005,,0.0,0.031,0.02,0.027000000000000003,0.9,,,,52.1,11.5,,0.037000000000000005,0.015,0.073,0.026000000000000002,0.057,0.026000000000000002,0.013000000000000001,0.037000000000000005,0.05,0.03600000000000001,0.07200000000000002,0.044,0.049,0.08,0.037000000000000005,0.04,0.015,0.0,2e-05,,,0.003,,0.0,0.0,,0.0,0.0002,,,3e-06,0.017,0.0,0.0,0.003,0.00014400000000000006,0.02,3.400000000000001e-05,3e-06,0.17300000000000001,,,,,,,,,0.00016,3e-06,7.6e-05,0.0,0.0,2.7000000000000002e-05,0.0004,0.0,,,0.0,0.0,0.0,0.0,0.0,0.14
granarolo - centrale del latte milano uova extrafresche allevate a terra centrale del latte - confezione da 6 uova,,,,,,,,,,9.60000038146973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1000003814697,,,,150.0,0.699999988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - baby merenda al latte e banana,,,,,,,0.75,,,3.0,,14.3999996185303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,103.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pina colada, preparata",,,,64.99,0.14,,0.3,,,1.88,,22.33,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.011000000000000001,0.129,0.10300000000000001,0.818,,,,0.0,0.0,0.08199999999999999,0.0,0.027000000000000003,0.005,,0.0,0.08199999999999999,1.636,0.033,0.42,,,,174.0,22.66,,,,,,,,,,,,,,,,,,,0.0,2e-05,,,0.008,,0.0,0.0,,0.0,0.00021,,,1.2e-05,0.006999999999999999,0.0,0.0,0.008,0.000528,0.07100000000000001,7.900000000000001e-05,7e-07,0.006,,,,,,,,,0.00013000000000000002,1.2e-05,6.1e-05,1e-07,0.0,4.5e-05,0.000118,0.004900000000000001,,,1e-06,0.0,6e-07,1.7000000000000007e-05,2.9e-05,
durian,,,,64.99,1.12,,3.8,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,,,,146.99,27.09,,,,,,,,,,,,,,,,,,,,,,,0.006,,6e-06,0.0,,0.0,0.00043,,,3.6e-05,0.039,,,0.03,0.00032500000000000004,0.436,0.000207,,0.002,,,,,,,,,0.00028000000000000003,3.6e-05,0.00023,,0.0,0.00031600000000000004,0.001074,0.0197,,,2.3e-05,0.0,1.32e-05,0.0002,0.000374,
agnesi ponte - pasta di semola lunga - linguine,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1999998092651,,,,348.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peperoncini secchi,,,,7.15,6.6,,28.7,,,5.81,,41.06,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.019,0.449,0.0,3.056,0.023,,0.0,0.46799999999999997,0.813,3.0789999999999997,10.58,,,,324.09,69.86,,0.46,0.342,0.5539999999999999,0.127,0.447,0.215,0.135,0.47100000000000003,0.391,0.433,0.508,0.389,0.22,1.5119999999999998,0.327,0.425,0.203,0.0,0.00314,,,0.045,,0.0009939999999999999,0.0,0.0843,0.001103,0.00604,,,5.1e-05,0.159,0.0,0.005494,0.08800000000000001,0.0008210000000000001,1.87,0.000228,3.5000000000000016e-06,0.091,,,,,0.0,,,0.0,0.00102,5.1e-05,0.000956,0.0001082,0.0,0.0008100000000000001,0.008669000000000001,0.0314,0.0,0.0,0.014844,0.0,0.0079464,0.0012050000000000001,8.1e-05,1.3969999999999998
granarolo linea granarolo - ricottine granarolo,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,156.0,3.5,,,,,,,,,,,,,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banane,,,,74.91,0.82,4.98,2.6,4.85,0.0,0.33,,12.23,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,0.0,0.0,0.001,0.002,,,,0.0,0.01,0.022000000000000002,0.0,0.046,0.027000000000000003,,0.0,0.032,0.11199999999999999,0.073,1.09,0.0,0.01,2.39,88.67,22.84,5.38,0.028,0.028,0.068,0.008,0.047,0.077,0.009000000000000003,0.05,0.038,0.04,0.049,0.028,0.009000000000000003,0.124,0.049,0.04,0.009000000000000003,0.0,0.0001,,0.0001,0.005,,2.5e-05,0.0,0.0098,0.0,0.00026000000000000003,0.016,2.2e-06,2e-05,0.022,0.0,2.2e-05,0.027000000000000003,0.00027,0.358,7.8e-05,1e-06,0.001,,0.0,1e-05,2e-05,0.0,,,0.0,0.00015,2e-05,0.000334,5e-07,0.0,0.00036700000000000014,0.000665,0.0087,0.0,0.0,2.6e-05,0.0,1.92e-05,7.3e-05,3.1e-05,0.152
loacker napolitaner classic 45 grammi,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,509.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"biscotti da forno, al burro",,,,26.7,2.2,,1.3,,,16.5,,3.48,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,,,0.002,0.001,0.001,0.001,0.002,,,,0.0,0.065,6.824,0.0,5.767,0.426,,0.0,6.9060000000000015,2.49,6.209,6.2,,,,364.72,48.5,,0.6980000000000001,0.226,0.436,0.112,0.262,0.139,0.076,0.16699999999999998,0.211,0.197,0.245,0.177,0.192,0.277,0.308,0.307,0.123,6.3e-05,0.00132,,0.043,0.049,,0.0,0.001,0.0089,0.0,0.0033,,,7.000000000000003e-06,0.43,0.0,9e-06,0.017,0.000392,0.224,8.300000000000001e-05,1.88e-05,0.7879999999999999,,,,,0.0,,,0.0,0.00048,7e-05,0.0003,4.1e-06,1.4e-07,4.7e-05,0.0033520000000000004,0.0,0.0,0.0,0.0,0.0,6e-07,0.000292,0.00042700000000000013,1.979
ferrero estathé verde - confezione bottiglia 1.5 l,,,,,,,,,,,,6.800000190734861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100000001490116,,,,29.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,
