name,acido aspartico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,aminoacido limitante | g,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c15:0 | g,c16:0 | g,c16:1 | g,c17:0 | g,c17:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:2 | g,c20:3 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0:c10:0 | g,calcio | g,carboidrati complessi | g,carboidrati disponibili | g,category,cistina | g,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,grassi | g,indice chimico | g,isoleucina | g,istidina | g,leucina | g,lipidi totali | g,lisina | g,magnesio | g,manganese | g,metionina | g,monoinsaturi totali | g,niacina | g,nitrati | g,nitriti | g,parte edibile | %,polinsaturi totali | g,potassio | g,prolina | g,proteine | %,proteine | g,rame | g,riboflavina | g,saturi totali | g,selenio | g,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina e | g,zinco | g,zuccheri solubili | g
cavallo,8.688242696379096,13.883675618961892,72.87227076806207,4.417090911708969,0.0,,5.69162595451486,0.00972927513592284,0.2335026032621481,0.029187825407768514,,1.6053303974272681,0.6226736086990617,,,0.2237733281262253,2.062606328815642,0.729695635194213,0.301607529213608,0.0,0.0,,,0.06810492595145988,0.0,0.0,0.0,0.0,0.0,0.0038917100543691355,0.4864637567961419,0.5837565081553703,carni fresche,0.9826567887282067,0.05934857832912932,4.0279199062720545,0.0037944173030099067,0.0,0.0,0.0,0.22474625563981757,5.098140171223568,6.61590709242753,,4.465737287388583,4.417090911708969,7.462354029252817,6.61590709242753,7.705585907650889,0.028214897894176232,,2.3544845828933267,2.8117605142817004,0.0053900184253012524,,,100.0,1.1285959157670493,0.322039006999046,4.3684445360293545,19.8,19.26396476912722,0.00019458550271845678,0.00017512695244661109,2.1015234293593332,,3.3857877473011477,0.07199663600582899,3.891710054369136e-05,3.288494995941919,4.125212657631284,0.7394249103301357,4.7089691657866535,,,,0.0,,0.003619290350563296,0.0
menta,,,89.25419473796316,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.21693727887699377,0.0,5.475083704990795,verdure e ortaggi,,0.0,,0.009813829282530672,,,,0.07747759959892635,,0.7231242629233126,,,,,0.7231242629233126,,,,,,0.0011363381274509198,,,100.0,,0.2685890119429447,,3.8,3.925531713012268,,0.00034090143823527593,,,,0.015495519919785272,0.00012396415935828217,,,,,0.0001270632633422392,,,0.03202407450088956,,,5.475083704990795
bovino adulto scamone,9.770088999178315,16.665439877199223,74.18030536413164,6.201795177461954,0.0,,6.221898241246272,0.0,0.08041225513727007,0.060309191352952554,,0.6432980410981606,0.09046378702942884,,,0.45231893514714416,0.9347924659707647,0.35180361622555656,0.07036072324511132,0.0,0.0,,,0.1005153189215876,0.08041225513727007,0.0,0.09046378702942884,0.040206127568635036,0.0,0.004020612756863504,0.0,0.0,carni fresche,1.0554108486766698,,4.030664288755662,0.001306699145980639,0.0,0.0,0.0,0.18092757405885768,5.277054243383349,3.7190668000987417,,4.332210245520425,3.8698397784811225,8.413132193736882,3.7190668000987417,9.046378702942883,0.016082451027454016,,2.904892716833882,1.2061838270590513,0.004824735308236204,,,100.0,0.7438133600197483,0.3387366247657502,4.251797990383156,21.4,21.510278249219745,5.02576594607938e-05,0.0002010306378431752,1.2363384227355274,3.015459567647628e-06,3.990458161187028,0.040206127568635036,7.036072324511133e-05,3.3974177795496607,4.121128075785091,1.0855654443531462,4.714168457422459,,,,0.0,,0.003920097437941916,0.0
formaggio spalmabile,,,59.48529145783177,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.11053010237097119,0.0,0.0,formaggi e latticini,,0.0904337201217037,,0.00010048191124633745,0.0,0.0,0.0,0.13062648462023868,,31.149392486364608,,,,,31.149392486364608,,,,,,0.00010048191124633745,,,100.0,,0.15072286686950614,,8.6,8.64144436718502,,0.00017081924911877366,,,,0.3315903071129136,3.0144573373901233e-05,,,,,,,,,,,0.0
olio merluzzo,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,olii e grassi,0.0,0.5703547606611312,0.0,,0.0,0.0,0.0,0.0,0.0,99.96217647376669,,0.0,0.0,0.0,99.96217647376669,0.0,,,0.0,,0.0,,,100.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.018011202968246244,,,0.0,0.019812323265070875,,0.0
lattuga,11.548451488431768,10.275237198578825,93.80008401025975,4.307045214893158,0.0,,4.535825907601108,,,,,,,,,,,,,,,,,,,,,,0.0,0.044761439877642514,0.0,2.1883370606847454,verdure e ortaggi,,0.0,5.142592092609151,0.0007957589311580891,1.3229492230503233,0.1293108263131895,1.492047995921417,0.030835658582375955,4.147893428661539,0.39787946557904463,,3.809695882919352,1.6014648489556544,6.356124462625236,0.39787946557904463,3.809695882919352,,,1.8202985550241289,,0.000696289064763328,,,80.0,,0.23872767934742675,5.192327025806531,1.8,1.7904575951057007,,0.00017904575951057001,,,3.3123465509455463,0.008952287975528503,4.973493319738057e-05,2.655845432740122,4.147893428661539,0.8852818109133742,5.411160731875007,0.000227785994044003,,,0.005968191983685669,,,2.1883370606847454
ricotta vacca,9.573770335580088,18.595593744056504,75.96796796681475,4.907309951885391,0.0,,3.171185981177472,0.39138054830987784,1.3347080237234294,0.11038938542073477,,3.502354137439676,0.19067257481763278,,,1.0637522595088988,2.378389485883104,0.2508849668653063,0.14049558144457153,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.29604426090106145,0.0,3.5123895361142883,formaggi e latticini,2.077327525644736,0.05720177244528984,4.024194868519513,0.0004014159469844901,0.0,0.0,0.0,0.2378389485883104,2.067292126970124,10.938584555327354,,5.318761297544493,2.1074337216685732,11.370106698335682,10.938584555327354,9.051929604500252,0.01706017774684083,,2.31817709383543,2.769770034192981,,,,100.0,0.39138054830987784,0.11942124422788582,6.141663988862699,8.8,8.831150833658782,2.0070797349224504e-05,,6.8441418960855565,3.913805483098778e-06,4.746743573091596,0.07827610966197557,,3.7733099016542067,4.67649578236931,1.0035398674612253,6.0613807994658,0.00012845310303503683,,,0.0,0.0002107433721668573,0.0005017699337306126,3.5123895361142883
pollo ala cotta,,,49.683538123615676,,0.0,,,0.0,0.22261463110377697,0.030356540605060493,,3.491002169581957,1.0017658399669964,,,1.760679355093509,5.3731076870957075,2.66125672637697,0.20237693736706996,0.0,0.0,,,0.4857046496809679,0.030356540605060493,0.0,0.0,0.12142616242024197,0.0,0.02124957842354235,0.0,0.0,carni fresche,,,,0.000910696218151815,0.0,0.0,0.0,,,17.606793550935084,,,,,17.606793550935084,,0.031368425291895846,,,6.526656230088007,,,,60.0,3.885637197447743,0.4067776441078107,,31.7,32.07674457268059,0.000101188468683535,,5.52489039012101,,,0.1699966273883388,,,,,,,,,0.0,,0.0025195928702200217,0.0
olii vegetali,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,olii e grassi,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,100.0,0.0,,,0.0,,0.0,,,100.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0
pollo crudo,9.907833084701545,14.601017177454908,76.31438236293396,5.936677313910237,0.0,,6.929466256608065,0.0,0.040112684553447554,0.05014085569180944,,0.6919438085469701,0.18050708049051398,,,0.48135221464137057,0.8323382044840366,0.53149307033318,0.040112684553447554,0.0,0.0,,,0.13036622479870452,0.010028171138361889,0.0,0.0,0.03008451341508566,0.0,0.00802253691068951,0.0,0.0,carni fresche,1.2735777345719597,0.07521128353771414,4.25194456266544,0.000701971979685332,0.0,0.0,0.0,0.20056342276723776,4.653071408199915,3.610141609810279,,5.0642264248727535,3.5600007541184695,8.483832783054158,3.610141609810279,9.256001960708023,0.026073244959740907,,3.219042935414166,1.0830424829430838,0.005816339260249895,,,62.0,0.8122818622073129,0.3078648539477099,3.790648690300793,19.4,19.45465200842206,6.016902683017132e-05,0.0001504225670754283,1.2334650500185123,1.0028171138361886e-05,4.572846039093021,0.07019719796853321,0.00010028171138361887,3.5098598984266607,4.923832028935687,1.1131269963581696,5.355043387885248,,,,0.0,,0.0012635495634335978,0.0
riso soffiato,,,5.679455583614771,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,70.18184399752539,86.20602225129562,cereali e derivati,,0.0,,,,,1.0141884970740662,,,1.0141884970740662,,,,,1.0141884970740662,,,,,,,,,100.0,,,,6.0,6.085130982444397,,,,,,0.0010141884970740662,,,,,,0.0,,,0.0,,,9.127696473666596
salsiccia fegato,,,43.526714170782306,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04159895759911596,0.0,0.9131478497366917,carni trasformate e conservate,,0.18668800483505696,,0.005377426226227185,0.0,0.0,0.0,0.15624974317716725,,41.80187934350189,,,,,41.80187934350189,,,,,,0.0036525913989467673,,,100.0,,0.14508904723594104,,12.4,12.581148151927755,,0.0009334400241752849,,,,0.8218330647630226,0.0002435060932631178,,,,,0.00010349008963682506,,,0.002029217443859315,,,0.9131478497366917
tacchino fuso cotto,,,63.158147496874136,,0.0,,,0.0,0.11098077036191942,0.12106993130391208,,1.493195819414916,0.3329423110857583,,,1.180431830213143,2.159080441586432,1.6748007163707839,0.10089160941992677,0.0,0.0403566437679707,,,0.5246363689836191,0.0403566437679707,0.0,0.0,0.1614265750718828,0.0,0.02017832188398535,0.0,0.0,carni fresche,,0.11098077036191942,,0.0015133741412989012,0.0,0.0,0.0,,,9.382919676053188,,,,,9.382919676053188,,0.026231818449180957,,,2.6938059715120444,,,,71.0,2.734162615280015,0.3500938846871458,,26.7,26.93805971512044,0.00017151573601387548,,2.824965063757949,,,0.11804318302131431,,,,,,,,,0.0,,0.0046410140333166304,0.0
cefalo uova bottarga,8.36423118865867,13.914940021810251,33.26063249727372,7.535441657579062,0.0,,5.9541984732824424,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,prodotti della pesca,1.7011995637949837,0.47982551799345696,5.212649945474372,,0.0,0.0,0.0,,5.648854961832061,28.02617230098146,,5.39803707742639,,8.66957470010905,28.02617230098146,10.74154852780807,,,2.5299890948745904,,,,,100.0,,,11.33042529989095,35.5,38.713195201744824,,,,,5.88876772082879,,,4.5038167938931295,4.65648854961832,1.6793893129770994,4.820065430752454,,,,0.0,,,0.0
sego bue,,,2.0139258136592586,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,olii e grassi,,,,0.0003020888720488887,0.0,0.0,0.0,0.007048740347807405,,97.17192050905922,,,,,97.17192050905922,,,,,,0.0,,,100.0,,,,0.8,0.8055703254637034,,0.0,,,,,0.0,,,,,0.00022555969112983694,,,0.0010069629068296293,,,0.0
farina mais,5.895952615496875,17.465718344493883,11.569765728997007,6.914091999648611,0.0,,4.313208663770085,0.0,0.0,0.0,,0.24065112716313777,0.0,,,0.03702325033279042,0.610883630491042,1.2865579490644672,0.01851162516639521,0.009255812583197605,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.005553487549918563,66.73440872485473,74.78696567223665,cereali e derivati,1.619767202059581,0.0,4.692696979681187,0.001666046264975569,2.554604272962539,0.3239534404119162,2.869301900791258,0.0916325445736563,3.5079529690318925,2.4990693974633538,,3.7208366584454375,2.6749298365441083,10.940370473339572,2.4990693974633538,2.7489763372096894,,,1.647534639809174,0.610883630491042,0.0017586043908075452,,,100.0,1.3050695742308625,0.12032556358156889,8.432045263293018,8.7,8.052556947381916,,9.255812583197607e-05,0.2869301900791258,,4.600138853849209,0.0009255812583197605,0.00032395344041191617,3.4061390306167194,3.5542320319478806,0.6479068808238324,5.0259062326762995,6.201394430742397e-05,,,0.0,,,1.388371887479641
occhiata,,,75.35559030829243,,0.0,,,0.0,0.11743728359733885,0.0,,0.7046237015840331,0.205515246295343,,,0.17615592539600827,0.6654779403849203,0.14679660449667356,0.029359320899334712,0.009786440299778239,0.029359320899334712,,,0.08807796269800414,0.19572880599556478,0.0,0.019572880599556478,0.0,0.0,0.031316608959290365,0.0,1.957288059955648,prodotti della pesca,,0.04697491343893554,,0.004110304925906861,0.0,0.0,0.0,,,3.6209829109179483,,,,,3.6209829109179483,,0.016636948509623006,,,1.145013515074054,,,,,1.0080033508771586,0.4178810008005308,,19.0,18.594236569578655,0.0005871864179866943,,1.1058677538749409,,,,,,,,,,,,0.0,,0.0013701016419689533,1.957288059955648
biscotti frollini,,,2.4187859851105578,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,45.55380271958217,74.27688629277004,cereali e derivati,,,,,,,1.9148722382125247,,,13.90801941438571,,,,,13.90801941438571,,,,,,0.00033258307295270167,,,100.0,,,,7.2,7.256357955331673,,,,,,0.22474553111652265,,,,,,,,,0.0,,,22.172204863513446
savoiardi,,,8.549396704277976,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04023245507895518,27.659812866781692,70.00447183738201,dolci,,,,0.002011622753947759,,,,0.18104604785529832,,9.253464668159692,,,,,9.253464668159692,,,,,,,,,100.0,,,,11.9,11.969155385989168,,0.00012069736523686556,,,,,0.00010058113769738796,,,,,0.0,,,0.0,,,39.528387115073464
yogurt intero,6.877000324847776,16.93109436702289,87.47061816692347,2.905633178188608,0.0,,2.905633178188608,0.12064912850610135,0.3619473855183041,0.0,,0.9249766518801104,0.010054094042175114,,,0.34183919743395386,0.8344898055005342,0.08043275233740091,0.050270470210875565,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1256761755271889,0.0,4.323260438135298,latte e yogurt,0.794273429331834,0.011059503446392623,4.494180036852275,0.00010054094042175113,0.0,0.0,0.0,0.10556798744283868,1.8499533037602207,3.9210966764482933,,4.2327735917557225,2.382820287995502,7.932680199276164,3.9210966764482933,6.877000324847776,0.012064912850610135,,2.382820287995502,0.8445438995427095,0.00011059503446392625,,,100.0,0.13070322254827646,0.17091959871697693,7.932680199276164,3.8,3.820555736026542,,0.00019102778680132716,2.081197466730248,2.0108188084350225e-06,4.765640575991004,0.04825965140244054,4.021637616870045e-05,5.027047021087556,3.6999066075204414,1.0556798744283868,5.559914005322837,3.820555736026542e-05,,,0.0010054094042175113,8.04327523374009e-05,0.0004122178557291796,4.323260438135298
pate fegato,,,52.392719548384925,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.019329352843093468,,1.3225346682116585,carni trasformate e conservate,,0.1719295068675156,,0.004171070876667538,0.0,0.0,0.0,0.12513212630002613,,32.2494992171612,,,,,32.2494992171612,,,,,,,,,100.0,,0.16277349762605026,,12.7,12.920146374067738,,,,,,0.8036941445286232,,,,,,,,,0.0,,,
aglio,,,85.38983635731655,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.014943221362530396,0.0,8.965932817518238,verdure e ortaggi,,0.0,,0.0016010594316996855,,,3.3088561588460164,0.06724449613138678,,0.6404237726798742,,,,,0.6404237726798742,,,,,,0.0013875848408063942,,,75.0,,0.6404237726798742,,0.9,0.9606356590198113,,2.1347459089329138e-05,,,,0.003202118863399371,0.00014943221362530399,,,,,5.3368647723322845e-06,,,0.005336864772332285,,,8.965932817518238
riso parboiled bollito,,,73.90025298251453,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.019129493278852536,21.143124150310697,23.458799652487585,cereali e derivati,,0.0,,,,,0.3020446307187243,0.05738847983655761,,0.1006815435729081,,,,,0.1006815435729081,,,,,,,,,100.0,,0.04329306373635048,,2.1,2.11431241503107,,,,,,0.004027261742916323,7.047708050103567e-05,,,,,0.0,,,0.0,,,0.2013630871458162
riso brillato bollito,,,73.20230564273618,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.010082962209743276,22.081687239337775,24.40076854757873,cereali e derivati,,0.0,,0.00020165924419486553,0.11091258430717603,0.09074665988768948,0.20165924419486553,0.028232294187281175,,0.10082962209743276,,,,,0.10082962209743276,,0.00907466598876895,,,,0.00040331848838973106,,,100.0,,0.028232294187281175,,2.0,2.016592441948655,6.049777325845966e-05,1.0082962209743277e-05,,4.03318488389731e-06,,0.0010082962209743277,3.024888662922983e-05,,,,,0.0,,,0.0,,0.0005041481104871639,0.10082962209743276
formaggio spalmabilelight,,,72.31388224886753,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,3.2024719281641336,formaggi e latticini,,0.04338832934932051,,,0.0,0.0,0.0,,,14.979304180122558,,,,,14.979304180122558,,,,,,,,,100.0,,,,9.2,9.504110238422587,,,,,,,,,,,,0.00023140442319637608,,,,,,3.2024719281641336
lupini,,,72.59275328637388,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04734309996937427,6.312413329249902,7.469689106279051,legumi,,0.0,,0.005786378885145743,,,,0.10520688882083172,,2.5249653316999607,,,,,2.5249653316999607,,,,,,0.00021041377764166342,,,76.0,,,,16.4,17.253929766616398,,1.0520688882083172e-05,,,,,0.00010520688882083171,,,,,,,,,,,0.5260344441041586
nocciole,12.287948227978623,23.409513360212397,4.604143798992823,4.307432309724397,0.0,,15.193674536676316,0.0,0.7571258691677087,0.0,,2.506700512784982,0.13300859863757045,,,0.9003658984697077,39.350082335391996,5.207798208194104,0.11254573730871346,0.09208287597985645,0.030694291993285487,,,0.0,0.0,0.0,0.0,0.0,0.0,0.15347145996642744,1.8416575195971292,6.241172705301382,frutta,2.066748994214556,0.0,4.430209477697539,0.003376372119261403,,,8.287458838187082,0.3294520673945976,4.133497988429112,65.58347055898666,,3.8265550684962575,2.1997575928521265,6.9164471291536636,65.58347055898666,3.038734907335263,0.1637028906308559,,1.5347145996642744,39.51378522602285,0.002864800586039979,,,42.0,5.320343945502818,0.47678466896236793,3.816323637831829,13.8,14.119374316911323,0.0013300859863757046,0.00010231430664428495,4.256275156402254,2.046286132885699e-06,4.55298664567068,0.011254573730871345,0.0005218029638858533,2.956883462019835,3.898175083147257,0.9310601904629932,4.9008552882612495,3.069429199328548e-05,,,0.004092572265771398,0.015347145996642744,0.002046286132885699,4.194886572415682
piselli secchi,10.254154010727062,15.096938027265464,12.74416846457474,3.813447332861211,0.0,,8.901311512179896,,,,,,,,,,,,,,,,,,,,,,0.0,0.04705539125381443,40.38921082619072,47.25145538403866,legumi,1.0489430966996134,0.0,4.2938044519105665,0.004411442930045103,,,15.391034222601801,0.31370260835876285,3.7840377133275767,1.9606413022422677,,3.9899050500630153,2.137099019444072,6.352477819264949,1.9606413022422677,7.038702275049741,,,0.8528789664753865,,0.0021567054324664946,,,100.0,,0.9705174446099226,3.6467928221706183,21.7,21.272958129328604,,0.00014704809766817007,,,4.058527495641494,0.03725218474260309,0.0005685859776502577,2.5586368994261597,3.8036441263499996,0.8724853794978091,4.39183651702268,9.803206511211339e-06,,,0.003921282604484535,,,2.842929888251288
prosciutto_cotto_alta_qualita,,,68.17285115333083,,0.0,,,0.02041103327944037,0.19390481615468347,0.0,0.0,2.9187777589599726,0.3265765324710459,0.03061654991916055,0.03061654991916055,1.4797999127594266,5.102758319860092,1.1124013137295001,0.07143861647804128,0.02041103327944037,0.08164413311776147,0.0,0.0,0.0612330998383211,0.02041103327944037,0.0,0.0,0.0,0.08164413311776147,0.005102758319860092,0.0,0.8164413311776147,salumi italiani - aggiornamento 2011,,0.051333748697792524,,0.0006837696148612523,0.0,0.0,0.0,0.14491833628402662,,12.144564801267018,,,,,,,0.013267171631636241,1.0205516639720183e-05,,5.541595535368059,0.004796592820668487,13.87950263001945,4.7965928206684865,100.0,1.2552785466855825,0.3224943258151578,,,18.36992995149633,9.184964975748165e-05,0.0001428772329560826,4.745565237469886,0.0,,0.0019390481615468348,0.0007041806481406926,,,,,0.0,1.326717163163624e-07,0.0004490427321476881,0.0,0.0001326717163163624,0.0014797999127594266,0.0
prugne gialle,,,90.28625891525334,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.004117959357594223,0.0,7.4123268436696,frutta,,0.0,,0.0003088469518195667,0.8647714650947868,0.5456296148812345,1.441285775157978,0.018530817109174005,,0.10294898393985556,,,,,0.10294898393985556,,0.006176939036391334,,,,,,,96.0,,0.20795694755850824,,0.5,0.5147449196992778,7.20642887578989e-05,,,,,0.0020589796787971117,,,,,,,,,0.003088469518195667,,0.00012353878072782668,7.4123268436696
pagello boccadoro,,,73.22994201793631,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.034107096282326506,0.0,3.009449671969986,prodotti della pesca,,0.02307244748510322,,0.004012599562626648,0.0,0.0,0.0,,,3.009449671969986,,,,,3.009449671969986,,,,,,,,,,,0.6500411291455169,,20.0,20.062997813133236,,,,,,,,,,,,,,,,,,3.009449671969986
rana,,,83.52249120974221,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.020396212749631798,0.0,0.0,carni fresche,,0.05099053187407949,,0.006118863824889538,0.0,0.0,0.0,0.4385185741170836,,0.20396212749631795,,,,,0.20396212749631795,,,,,,0.0012237727649779075,,,,,,,15.5,15.807064880964642,,6.118863824889538e-05,,,,,0.00016316970199705438,,,,,,,,0.0,,,0.0
broccolo a testa bollito,,,87.48377463299863,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,4.45840301074172,verdure e ortaggi,,0.0,,,2.397630063554436,0.8322352286717877,3.2694955412105946,,,0.49537811230463563,,,,,0.49537811230463563,,,,,,,,,100.0,,,,4.3,4.2602517658198655,,,,,,,,,,,,1.981512449218542e-06,,,0.032694955412105944,,,4.45840301074172
tacchino fesa cotta,10.259884175070074,15.535820689041339,67.9629226513474,6.0814230046539,0.0,,6.3834804386598885,0.0,0.020137162267065894,0.010068581133532947,,0.2315773660712578,0.04027432453413179,,,0.16109729813652715,0.3020574340059884,0.2114402038041919,0.010068581133532947,0.0,0.0,,,,,0.0,0.0,0.04027432453413179,0.0,0.011075439246886242,0.0,0.0,carni fresche,1.3089155473592833,0.062425203027904275,4.057638196813778,0.0015102871700299423,0.0,0.0,0.0,0.2315773660712578,4.1583240081491075,1.4096013586946126,,5.29607367623833,3.4837290722023995,8.568362544636539,1.4096013586946126,8.98117437111139,0.039267466420778496,,2.7889969739886262,0.37253750194071905,0.010874067624215583,,,100.0,0.382606083074252,0.4601341578024557,4.269078400617969,29.6,29.803000155257525,8.054864906826359e-05,0.00010068581133532948,0.43294898874191673,,4.178461170416173,0.06846635170802405,0.00010068581133532948,3.5240033967365316,4.3596956308197665,1.2384354794245525,5.608199691377852,,,,0.0,,0.0012887783850922174,0.0
capocollo,,,36.66818524807592,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.025253571107490307,0.0,1.4141999820194568,carni trasformate e conservate,,,,0.0010101428442996121,0.0,0.0,0.0,0.265667568050798,,40.60774234084442,,,,,40.60774234084442,,,,,,0.006060857065797673,,,100.0,,,,20.8,21.010971161431936,,0.00020202856885992248,,,,,0.0007070999910097286,,,,,,,,0.0,,,1.4141999820194568
lenticchie,11.626691549760553,16.88732533246206,11.054239843575397,4.303257653391852,0.0,,7.589920035454894,0.0,0.0,0.0,,0.11843828403830783,0.0,,,0.00986985700319232,0.16778756905426945,0.35531485211492353,0.0986985700319232,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05625818491819623,44.21695937430159,50.43496928631276,legumi,0.9376364153032705,0.0,5.221154354688737,0.007895885602553856,12.741985391121286,0.9080268442936934,13.6204026644054,0.3711066233200312,4.105860513328005,0.986985700319232,,4.530264364465275,2.4378546797885035,7.866276031544279,0.986985700319232,7.0075984722665465,0.08191981312649627,,0.8389378452713472,0.16778756905426945,0.001973971400638464,,,100.0,0.463883279150039,0.9672459863128473,4.08612079932162,22.7,22.404575397246564,0.000986985700319232,0.00019739714006384643,0.1381779980446925,1.0363349853351935e-05,5.477770636771737,0.007895885602553856,0.000463883279150039,3.0497858139864267,3.8887236592577743,0.8784172732841165,5.132325641660007,9.869857003192319e-06,,,,,0.002862258530925773,1.7765742605746175
pompelmo,,,91.2871061566947,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.017016236893243532,0.0,6.205921690477053,frutta,,0.0,,0.00030028653341017994,1.0610124180493026,0.540515760138324,1.6015281781876265,0.016015281781876264,,0.0,,,,,0.0,,,,,0.0,0.00020019102227345333,,,70.0,0.0,0.23021967561447132,,0.6,0.6005730668203599,,3.0028653341017996e-05,0.0,,,0.0010009551113672665,5.004775556836333e-05,,,,,,,,0.04003820445469067,,,6.205921690477053
zampone_modena_igp_cotto,,,55.18916340484073,,0.0,,,0.020402648208813576,0.23463045440135616,0.0,0.020402648208813576,3.499054167811529,0.5712741498467802,0.04080529641762715,0.04080529641762715,1.724023773644747,8.242669876360685,2.1320767378210186,0.10201324104406788,0.010201324104406788,0.11221456514847468,0.04080529641762715,0.020402648208813576,0.1530198615661018,0.0,0.0,0.0,0.0,0.020402648208813576,0.012241588925288146,0.0,2.6523442671457653,salumi italiani - aggiornamento 2011,,0.10813403550671194,,0.001305769485364069,0.0,0.0,0.0,0.06936900390996616,,17.75030394166781,,,,,,,0.007140926873084752,1.020132410440679e-05,,8.95676256366916,0.0026319416189369517,4.080529641762715,0.0,100.0,2.407512488640002,0.13465747817816962,,,24.17713812744409,,8.161059283525432e-05,5.5597216369017,0.0,,0.001734225097749154,6.120794462644073e-05,,,,,0.0,4.692609088027123e-07,3.060397231322037e-05,0.0,0.00025503310261016976,0.0015301986156610182,0.0
pere,,,86.9076334932076,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.010938031675346493,0.0,8.750425340277197,frutta,,0.0,,0.00029830995478217706,2.545578280807911,1.2827328055633616,3.7785927605742433,0.014915497739108854,,0.09943665159405904,,,,,0.09943665159405904,,0.0069605656115841325,,,,9.943665159405904e-05,,,84.0,,0.12628454752445498,,0.3,0.2983099547821771,4.971832579702952e-05,2.9830995478217708e-05,,,,0.0019887330318811808,9.943665159405904e-06,,,,,,,,0.0039774660637623615,,4.971832579702952e-05,8.750425340277197
prosciuttocrudo sandaniele,,,45.48352816153029,,0.0,,,0.021253985122210415,0.29755579171094587,0.0,,5.239107332624867,0.7757704569606801,,,2.614240170031881,10.116896918172158,2.0297555791710944,0.010626992561105207,0.05313496280552604,0.15940488841657813,,,0.021253985122210415,0.0,0.010626992561105207,0.0,0.0,0.0,,0.0,0.0,carni trasformate e conservate,,0.07332624867162593,,,0.0,0.0,0.0,,,24.44208289054198,,,,,24.44208289054198,,,,,10.42507970244421,,,,100.0,2.0722635494155153,,,28.3,30.074388947927737,,,8.034006376195537,,,,,,,,,,,,0.0,,,0.0
gelato,,,36.97591981420364,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0672289451167339,,50.01426068532779,dolci,,,,,,,,0.10797376033899687,,7.4359287780629915,,,,,7.4359287780629915,,,,,,,,,100.0,,,,5.3,5.398688016949843,,,,,,,,,,,,,,,,,,
razza,,,83.66192095607458,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03155133272066073,0.0,0.7124494485310485,prodotti della pesca,,,,0.0010177849264729267,0.0,0.0,0.0,0.22187711397109802,,0.9160064338256341,,,,,0.9160064338256341,,,,,,0.002544462316182317,,,32.0,,,,14.2,14.452545955915557,,4.0711397058917074e-05,,,,,3.05335477941878e-05,,,,,1.52667738970939e-05,,,,,,0.7124494485310485
