name,"acidi grassi, monoinsaturi | g","acidi grassi, polinsaturi | g","acidi grassi, saturi | g",acido ascorbico (vit. c) | g,acido folico (vit. b9 o m o folacina) | g,acido pantotenico (vit. b5) | g,alpha-tocoferolo (vit. e) | g,amido | g,beta-sistosterolo | g,betaina | g,caffeina | g,calcio | g,calorie | kcal,campesterolo | g,carboidrati | g,"carotene, alfa | g","carotene, beta | g",category,cobalamina (vit. b12) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fibre | g,fillochinone (vit. k) | g,fitosteroli | g,fluoro | g,"folati, totali | g",folato alimentare | g,fosforo | g,galattosio | g,grassi | g,lattosio | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,niacina (vit. b3) | g,piridossina (vit. b6) | g,potassio | g,proteine | g,rame | g,retinolo (vit. a) | g,riboflavina (vit. b2) | g,selenio | g,sodio | g,stigmasterolo | g,teobromina | g,tiamina (vit. b1) | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g","vitamina e, aggiunta | g",zinco | g
succo di uva e mirtilli,,,,0.032,,,,,,,,,56.0,,,,,bevande,0.0,0.0,,,,,,,,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo yogurt yomo desiderio arancia e cioccolato fondente,,,,,,,,,,,,,128.0,,15.8999996185303,,,latticini e uova,,,,,,,,,,,,,,5.400000095367429,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,
patatine fritte,,,,,,,0.0007800000000000001,,,,0.0,,314.0,,,0.0,0.0,fast food,,0.0,0.020800000000000003,0.0,,,1.12e-05,0.0,,,,,,,,0.0,2.7e-05,,,,,,,,,,,,,0.0,,3e-05,0.00167,0.0028799999999999997,,0.0,
nestle la cremeria - fiordilatte,,,3.5999999046325697,,,,,,,,,,179.0,,28.600000381469695,,,dolci,,,,,,2.9000000953674303,,,,,,,,6.099999904632571,,,,,,,,,2.4000000953674303,,,,,0.04,,,,,,,,,
pavesi ringo goal cacao,,,,,,,,,,,,,513.0,,62.0999984741211,,,prodotti da forno,,,,,,1.5,,,,,,,,26.5,,,,,,,,,6.5,,,,,0.18,,,,,,,,,
menta piperita fresca,,,,,,,,,,,,,70.0,,,,,spezie ed erbe,,0.0,,,,,,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"alghe di mare, kelp",,,,,,,0.00087,,,,0.0,,43.0,,,0.0,7e-05,verdure,,0.0,0.0128,0.0,,,6.599999999999999e-05,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"crema di riso, cotta in acqua e salata",,,,0.0,,,2e-05,,,,0.0,,52.0,,,0.0,0.0,cereali per colazione,0.0,0.0,,0.0,,,0.0,,,3e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,
nestle - motta maxicono stracciatella,,,,,,,,,,,,,292.0,,36.0,,,dolci,,,,,,,,,,,,,,14.8000001907349,,,,,,,,,3.5999999046325697,,,,,,,,,,,,,,
farina di ghiande,,,,0.0,,,,,,,,,501.0,,,,,semi e noci,0.0,0.0,,,,,,,,0.00011399999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle nero perugina - sfoglie gusto arancia,,,,,,,,,,,,,524.0,,54.4000015258789,,,dolci,,,,,,,,,,,,,,32.0,,,,0.125,,,,,4.59999990463257,,,,,,,,,,,,,,
"petto di tacchino, magra, al pepe e limone",,,,,,,,,,,0.0,,95.0,,,0.0,0.0,carne macinata,,0.048,,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,
pavesi petit,,,,,,,,,,,,,434.0,,77.3000030517578,,,prodotti da forno,,,,,,2.0,,,,,,,,10.5,,,,,,,,,7.5,,,,,0.25,,,,,,,,,
nestle cereali fibre 1,,,0.5,0.041,0.00013,0.0039000000953674304,,,,,,0.35000000000000003,264.0,,49.2000007629395,,,cereali per colazione,,,,,0.00910000038146973,32.0999984741211,,,,,,,,2.79999995231628,,,,,,0.13,0.00129999995231628,,10.3999996185303,,,0.00110000002384186,,0.3,,,0.001,,,,6.49999976158142e-07,,
ferrero tic tac - astuccio spearmint,,,,,,,,,,,,,388.0,,96.0999984741211,,,dolci,,,,,,,,,,,,,,0.30000001192092896,,,,,,,,,0.200000002980232,,,,,,,,,,,,,,
"costolette di agnello, magre, arrosto",,,,0.0,,,,,,,,,341.0,,,,,"agnello, vitello, cacciagione",2.22e-06,0.096,,,,,,,,1.6e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
valsoia yosoi prugna e crusca,,,,,,,,,,,,,97.0,,17.7000007629395,,,soia,,,,,,1.39999997615814,,,,,,,,1.5,,,,,,,,,3.0999999046325697,,,,,,,,,,,,,,
granarolo - alta qualità latte fresco granarolo alta qualità,,,,,,,,,,,,,67.0,,5.0,,,latticini e uova,,,,,,,,,,,,,,3.75,,,,,,,,,3.3499999046325697,,,,,,,,,,,,,,
danone - actimel vaniglia,,,,,,,,,,,,,80.0,,13.0,,,latticini e uova,,,,,,0.0,,,,,,,,1.5,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,
"burro di mandorle, salato",,,,,,,0.024210000000000002,,0.131,,0.0,,614.0,0.006,,0.0,1e-06,semi e noci,,0.0,0.0521,0.0,,,0.0,0.139,,,,,,,,0.0,1e-06,,,,,,,,,,,,0.003,0.0,,0.0005300000000000001,0.0,0.00101,,0.0,
ferrero kinder cereali - pezzo singolo,,,21.7000007629395,,,,,,,,,0.26,553.0,,53.4000015258789,,,dolci,,,,,,1.20000004768372,,,,,,0.25,,33.7000007629395,,,,,,,,,9.0,,,,,0.10300000000000001,,,,,,,,,
hamburger con pollo,,,,0.004900000000000001,,,,,,,,,283.0,,,,,fast food,2.0999999999999997e-07,0.033,0.0353,,,,,,,5.4999999999999995e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
pancake congelato,,,,,,,0.00028000000000000003,,,,0.0,,225.0,,,0.0,1e-06,prodotti da forno,,0.018000000000000002,0.0305,0.0,,,6.5e-06,,,,,,,,,0.0,1.9999999999999998e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
granarolo - pettinicchio mozzarella di bufala campana d.o.p. pettinicchio,,,,,,,,,,,,,275.0,,0.8000000119209291,,,latticini e uova,,,,,,,,,,,,,,24.0,,,,,,,,,14.0,,,,,,,,,,,,,,
loacker quadratini coconut 125 grammi,,,,,,,,,,,,,510.0,,52.0,,,prodotti da forno,,,,,,,,,,,,,,30.0,,,,,,,,,8.0,,,,,,,,,,,,,,
nestle baci voglia di baci,,,,,,,,,,,,,571.0,,47.0,,,dolci,,,,,,,,,,,,,,39.4000015258789,,,,,,,,,7.0,,,,,,,,,,,,,,
gambero,,,,0.0005,,,,,,,,,72.0,,,,,pesci,2.1e-06,0.107,,,,,,,,2.9999999999999997e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cioccolato al latte, con cereali",,,,,,,0.0005,,,,0.02,,511.0,,,0.0,0.0,dolci,,0.023,0.0458,0.0,,,5.7e-06,,,,,,,,,0.0,6e-06,,,,,,,,,,,,,0.203,,0.0,,0.00091,,0.0,
"siero di latte, dolce, evaporato",,,,,,,2e-05,,,,0.0,,353.0,,,0.0,2e-06,latticini e uova,,0.006,0.225,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"cavolo cinese (pak choi), bollito, con sale",,,,,,,8.999999999999999e-05,,,,0.0,,12.0,,,1e-06,0.002549,verdure,,0.0,0.0121,0.0,,,3.4e-05,,,,,,,,,0.0,3.7999999999999995e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
"lonza di vitello, arrosto",,,,,,,0.00044,,,,0.0,,217.0,,,0.0,0.0,"agnello, vitello, cacciagione",,0.10300000000000001,0.09970000000000001,0.0,,,5.5e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
pavesi gran pavesi soia e sesamo,,,,,,,,,,,,,411.0,,60.5,,,prodotti da forno,,,,,0.003,8.0,,,,,,0.25,,12.5,,,,0.085,,,,,14.0,,,,,0.7000000000000001,,,,,,,,,
crostata al limone,,,,0.0,,,,,,,,,316.0,,,,,prodotti da forno,8e-08,0.0,,,,,,,,1.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle lc1 - protection bianco,,,0.6000000238418579,,,,,,,,,,71.0,,12.8999996185303,,,latticini e uova,,,,,,0.0,,,,,,,,0.8999999761581421,,,,,,,,,2.70000004768372,,,,,0.044,,,,,,,,,
"agnello, carne grassa, cruda",,,,0.0,,,0.00022,,,,,,665.0,,,,,"agnello, vitello, cacciagione",1.6799999999999998e-06,0.09,,,,,,,,3e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lombo di maiale, brasato",,,,,,,0.0002,,,,0.0,,255.0,,,0.0,0.0,maiale,,0.08600000000000001,0.08140000000000001,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
colussi - sapori ricorrenze natale - panforte fichi e nocciole,,,,,,,,,,,,,318.0,,67.3000030517578,,,prodotti da forno,,,,,,,,,,,,,,4.0,,,,,,,,,3.0999999046325697,,,,,,,,,,,,,,
agnesi pasta di semola emotion - le rigatissime - spaghetti rigati,,,,,,,,,,,,,353.0,,71.8000030517578,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,13.0,,,,,,,,,,,,,,
agnesi pasta di semola pastine emotion - canestrini,,,,,,,,,,,,,353.0,,71.8000030517578,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,13.0,,,,,,,,,,,,,,
danone - activia delizia vaniglia,,,,,,,,,,,,,102.0,,14.0,,,dolci,,,,,,0.400000005960464,,,,,,,,2.9000000953674303,,,,,,,,,5.09999990463257,,,,,,,,,,,,,,
"patate al forno, senza sale",,,,,,,4e-05,,,,0.0,,93.0,,,0.0,0.0,verdure,,0.0,0.0145,0.0,,,3e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
acerola,,,,1.6776,,,,,,,,,32.0,,,,,frutta e succhi,0.0,0.0,,,,,,,,1.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tagliolini, soba, cotti (ricetta giapponese)",,,,,,,,,,,,,99.0,,,,,cereali e pasta,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"burrito carne e fagioli, dolce, surgelato",,,,0.0008,,,0.00064,,,,,,239.0,,,0.0,0.000117,"pasti completi, antipasti e contorni",,0.008,0.0225,2.1e-05,,,6.799999999999999e-06,,,7.999999999999999e-05,,,,,,0.002533,5.2e-05,,,,,,,,,,,,,,,,,,,,
kraft milka m-joy nocciole intere,,,15.0,,,,,,,,,,555.0,,48.5,,,dolci,,,,,,3.5999999046325697,,,,,,,,36.5,,,,,,,,,7.800000190734861,,,,,0.11,,,,,,,,,
"arance, con la buccia",,,,0.07100000000000001,,,,,,,0.0,,63.0,,,,,frutta e succhi,0.0,0.0,,,,,,,,2.9999999999999997e-05,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
colussi - sapori tutto l'anno - le dolci tentazioni - ricciarelli ricoperti al cioccolato,,,,,,,,,,,,,496.0,,62.5999984741211,,,prodotti da forno,,,,,,,,,,,,,,24.0,,,,,,,,,7.5,,,,,,,,,,,,,,
bocconcini di pollo crudi,,,,0.0,,,0.00118,,,,0.0,,276.0,,,0.0,0.0,pollo,2.3e-07,0.036000000000000004,0.0455,0.0,,,9.999999999999999e-06,,,4.9999999999999996e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,5e-05,0.0013000000000000002,0.0037300000000000002,0.0,0.0,
ferrero tronky cocco - multipack 6 pz,,,22.899999618530305,,,,,,,,,0.17300000000000001,540.0,,48.9000015258789,,,dolci,,,,,,3.4000000953674303,,,,,,0.23600000000000002,,34.9000015258789,,,,0.045,,,,,7.5,,,,,0.089,,,,,,,,,
burro,,,,,,,0.00232,,0.004,,0.0,,717.0,0.0,,0.0,0.000158,latticini e uova,,0.215,0.0188,0.0,,,7e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,
"purè di ceci, fatto in casa",,,,,,,0.00075,,,,0.0,,177.0,,,0.0,2e-06,legumi e derivati,,0.0,0.027800000000000002,2e-06,,,3e-06,0.011,,,,,,,,0.0,1e-06,,,,,,,,,,,,,0.0,,1e-05,0.0,4e-05,,0.0,
pretzelts,,,,,,,0.00035,,,,0.0,,380.0,,,0.0,0.0,snacks,,0.0,0.029500000000000002,0.0,,,2.1e-06,,,,,,,,,0.0,9e-06,,,,,,,,,,,,,0.0,,4e-05,1e-05,0.00023,,0.0,
barilla - mulino bianco panbauletto bianco grano tenero,,,1.89999997615814,,,,,,,,,,269.0,,47.2000007629395,,,prodotti da forno,,,,,,4.0,,,,,,,,5.0,,,,,,,,,8.80000019073486,,,,,0.61,,,,,,,,,
caciocavallo,,,,,,,0.00043,,,,,0.86,439.0,,,,,latticini e uova,,,,,0.0003,,,,,,,0.59,,,,,,,,0.0,,,,,0.00041999999999999996,0.00045000000000000004,,,,,1e-05,,,,,,
"carne di pollo, crema da spalmare",,,,0.0,,,,,,,0.0,,158.0,,,0.0,0.0,carne macinata,1.3e-07,0.056,,0.0,,,,0.0,,3e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,
nestle - motta kids - press up aranciata sampellegrino,,,,,,,,,,,,,78.0,,19.1000003814697,,,dolci,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,
"bistecca di manzo t-bone, cotta",,,,0.0,,,,,,,0.0,,280.0,,,0.0,0.0,bovino,2.17e-06,0.062,0.0927,0.0,,,,,,7e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,
ciliege,,,,,,,7.000000000000001e-05,,,,0.0,,63.0,,,0.0,3.7999999999999995e-05,frutta e succhi,,0.0,0.0060999999999999995,0.0,,,2.1e-06,0.012,,,,,,,,0.0,8.499999999999999e-05,,,,,,,,,,,,,0.0,,1e-05,0.0,4e-05,,0.0,
fecola d'orzo,,,,,,,0.00057,,,,0.0,,345.0,,,0.0,0.0,cereali e pasta,,0.0,0.0378,0.0,,,2.2e-06,,,,,,,,,0.0,0.00015999999999999999,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle snack latte,,,,,,,,,,,,,536.0,,57.7000007629395,,,snacks,,,,,,,,,,,,,,31.100000381469695,,,,,,,,,6.199999809265139,,,,,,,,,,,,,,
ferrero kinder sorpresa - confezione winx 6 pz,,,23.0,,,,,,,,,0.28500000000000003,561.0,,51.7000007629395,,,dolci,,,,,,1.0,,,,,,0.26,,35.2999992370605,,,,0.045,,,,,9.0,,,,,0.12,,,,,,,,,
knorr brodo granulare pollo,,,,,,,,,,,,,220.0,,37.4000015258789,,,spezie ed erbe,,,,,,,,,,,,,,1.39999997615814,,,,,,,,,14.3999996185303,,,,,,,,,,,,,,
agnesi pasta di semola corta - penne rigate,,,,,,,,,,,,,367.0,,74.3000030517578,,,cereali e pasta,,,,,,,,,,,,,,1.29999995231628,,,,,,,,,13.5,,,,,,,,,,,,,,
"granarolo - yomo yomo 100% naturale 0,1% grassi frutti rossi",,,,,,,,,,,,,70.0,,12.0,,,latticini e uova,,,,,,,,,,,,,,0.100000001490116,,,,,,,,,4.30000019073486,,,,,,,,,,,,,,
agnesi pasta all`uovo pastine - farfalline,,,,,,,,,,,,,372.0,,71.0999984741211,,,cereali e pasta,,,,,,,,,,,,,,3.5,,,,,,,,,14.0,,,,,,,,,,,,,,
"cavolfiore, lesso e salato",,,,,,,7.000000000000001e-05,,,,,,23.0,,,0.0,7e-06,verdure,,0.0,0.0391,0.0,,,1.38e-05,,,,,,,,,0.0,2.9e-05,,,,,,,,,,,,,,,,,,,0.0,
barilla - mulino bianco panetti volè,,,3.0,,,,,,,,,,405.0,,73.3000030517578,,,prodotti da forno,,,,,,3.5,,,,,,,,7.5,,,,,,,,,11.0,,,,,1.0,,,,,,,,,
nestle baci espositore assortito margherite,,,,,,,,,,,,,571.0,,47.0,,,dolci,,,,,,,,,,,,,,39.4000015258789,,,,,,,,,7.0,,,,,,,,,,,,,,
cioccolata con caramello e nocciole,,,,,,,0.0011,,,,0.019,,470.0,,,0.0,7e-06,dolci,,0.0,0.0339,0.0,,,3.2e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.113,,,,,,0.0,
loacker minis cremkakao 150 grammi,,,,,,,,,,,,,505.0,,58.9000015258789,,,prodotti da forno,,,,,,,,,,,,,,26.600000381469695,,,,,,,,,7.400000095367429,,,,,,,,,,,,,,
"costarella di manzo, arrosto",,,,,,,0.00023,,,,0.0,,355.0,,,0.0,0.0,bovino,,0.085,0.0876,0.0,,,2e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle la cremeria - coppa cioccolato vaniglia,,,4.30000019073486,,,,,,,,,,174.0,,25.600000381469695,,,dolci,,,,,,3.20000004768372,,,,,,,1.29999995231628,6.599999904632571,0.30000001192092896,,,,,,,,3.0,,,,,0.04,,,,,,,,,
kraft scottarelle,,,,,,,,,,,,,366.0,,0.400000005960464,,,latticini e uova,,,,,,,,,,,,,,31.0,,,,,,,,,21.2999992370605,,,,,,,,,,,,,,
vongole,,,,,,,0.00068,,,,0.0,,86.0,,,0.0,0.0,pesci,,0.03,0.065,0.0,,,2e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,2e-05,0.00038,0.0008900000000000001,,0.0,
knorr sugo pomodori tritati al basilico 400 grammi,,,,,,,,,,,,,50.0,,5.0,,,"zuppe, salse e sughi",,,,,,,,,,,,,,2.5,,,,,,,,,1.5,,,,,,,,,,,,,,
"riso, glutinato, cotto",,,,,,,4e-05,,,,0.0,,97.0,,,0.0,0.0,cereali e pasta,,0.0,0.0021000000000000003,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
ferrero kinder gransorpresa - maxi,,,,,,,,,,,,0.312,559.0,,51.7000007629395,,,dolci,,,,,,,,,,,,0.28800000000000003,,34.9000015258789,,,,,,,,,9.60000038146973,,,,,,,,,,,,,,
nestle lc1 - protection aloe vera,,,0.6000000238418579,,,,,,,,,,77.0,,14.5,,,latticini e uova,,,,,,0.0,,,,,,,,0.8999999761581421,,,,,,,,,2.5999999046325697,,,,,0.042,,,,,,,,,
"pane all'uovo, tostato",,,,,,,0.00029,,,,0.0,,315.0,,,0.0,0.0,prodotti da forno,,0.056,0.09190000000000001,0.0,,,1e-06,0.008,,,,,,,,0.0,4.6e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
loacker sticks lemon,,,,,,,,,,,,,520.0,,54.2000007629395,,,prodotti da forno,,,,,,,,,,,,,,31.2999992370605,,,,,,,,,5.400000095367429,,,,,,,,,,,,,,
"patate, arrosto",,,,,,,4e-05,,,,0.0,,94.0,,,0.0,6e-06,verdure,,0.0,0.014400000000000001,0.0,,,2.7e-06,,,,,,,,,0.0,2.9999999999999997e-05,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,
kraft simmenthal l'esotica petto di pollo in gelatina con curry,,,0.30000001192092896,,,,,,,,,,52.0,,0.6000000238418579,,,"pasti completi, antipasti e contorni",,,,,,0.6000000238418579,,,,,,,,1.0,,,,,,,,,10.0,,,,,0.73,,,,,,,,,
"fragole, congelate, non zuccherate",,,,,,,0.00029,,,,0.0,,35.0,,,0.0,2.7e-05,frutta e succhi,,0.0,0.0057,0.0,,,2.2e-06,,,,,,,,,0.0,2.6e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
wafer al cioccolato,,,,,,,0.0007199999999999999,,,,0.007,,433.0,,,0.0,0.0,prodotti da forno,,0.002,0.0146,0.0,,,2.4e-06,,,,,,,,,0.0,1.1e-05,,,,,,,,,,,,,0.223,,,,,,0.0,
colussi gusto leggero meno grassi - plum cake gusto ace,,,,,,,,,,,,,347.0,,64.6999969482422,,,prodotti da forno,,,,,,,,,,,,,,7.699999809265139,,,,,,,,,4.8000001907348615,,,,,,,,,,,,,,
"crema di prosciutto e formaggio, da spalmare",,,,0.0,,,,,,,,,245.0,,,,,carne macinata,7.3e-07,0.061,,,,,,0.0,,3e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrero kinder bueno - confezione singola 2 pz,,,16.7999992370605,,,,,,,,,0.23,568.0,,48.2000007629395,,,dolci,,,,,,2.29999995231628,,,,,,0.22,,37.5,,,,0.055,,,,,9.30000019073486,,,,,0.106,,,,,,,,,
granarolo - centrale del latte milano dessert - budino cacao,,,,,,,,,,,,,122.0,,16.2999992370605,,,dolci,,,,,,,,,,,,,,4.5,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,
granarolo - alta qualità yogurt - yogurt alla fragola con pezzi fatto con latte fresco alta qualità,,,,,,,,,,,,,103.0,,14.3999996185303,,,latticini e uova,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,3.0,,,,,,,,,,,,,,
"mirtilli rossi, secchi, zuccherati",,,,,,,0.00107,,,,0.0,,308.0,,,0.0,0.0,frutta e succhi,,0.0,0.004,0.0,,,3.7999999999999996e-06,,,,,,,,,0.0,3.2999999999999996e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
lombo di maiale magro cotto,,,,,,,0.0002,,,,0.0,,209.0,,,0.0,0.0,maiale,,0.081,0.0984,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,5e-05,,0.0,
nestle nescafè - cappuccino al cacao,,,11.0,,,,,,,,,,417.0,,69.1999969482422,,,bevande,,,,,,4.0,,,,,,,,11.8999996185303,,,,,,,,,8.300000190734862,,,,,0.16,,,,,,,,,
agnesi ponte - pasta di semola lunga - linguine,,,,,,,,,,,,,348.0,,71.5,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,12.1999998092651,,,,,,,,,,,,,,
algida magnum coco choc,,,19.0,,,,,,,,,,360.0,,28.0,,,dolci,,,,,,4.0,,,,,,,,25.0,,,,,,,,,5.0,,,,,0.05,,,,,,,,,
asparagi di serra,,,,,,,,,,,,,15.0,,,,,verdure,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"melanzane, lesse",,,,,,,0.00041,,,,0.0,,35.0,,,0.0,2.2e-05,verdure,,0.0,0.0094,0.0,,,2.8999999999999998e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
danone - actimel agrumi,,,,,,,,,,,,,74.0,,11.6999998092651,,,latticini e uova,,,,,,0.0,,,,,,,,1.5,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,
colussi colussi frollino con gocce di cioccolato,,,8.39999961853027,,,,,,,,,,419.0,,67.90000152587889,,,prodotti da forno,,,,,,3.0999999046325697,,,,,,,,16.7000007629395,,,,,,,,,8.80000019073486,,,,,0.3,,,,,,,,,
mango,,,,,,,0.0009000000000000001,,,,0.0,,60.0,,,9e-06,0.0006399999999999999,frutta e succhi,,0.0,0.0076,9.999999999999999e-06,,,4.2e-06,,,,,,,,,3e-06,2.3e-05,,,,,,,,,,,,,0.0,,1e-05,0.0,1e-05,,0.0,
patate rosse,,,,,,,1e-05,,,,0.0,,70.0,,,0.0,4e-06,verdure,,0.0,0.016399999999999998,0.0,,,2.8999999999999998e-06,0.005,,,,,,,,0.0,2.1e-05,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,
"foglie di zucca, bollite, senza sale",,,,,,,0.00096,,,,0.0,,21.0,,,0.0,0.0009599999999999999,verdure,,0.0,0.021,0.0,,,0.000108,,,,,,,,,0.0,0.0017469999999999999,,,,,,,,,,,,,0.0,,,,,,0.0,
pasta di mandorle,,,,,,,0.01354,,,,0.0,,458.0,,,0.0,0.0,semi e noci,,0.0,0.0285,0.0,,,0.0,,,,,,,,,0.0,1e-06,,,,,,,,,,,,,0.0,,,,,,0.0,
salmone dell'atlantico,,,,0.0,,,,,,,,,142.0,,,,,pesci,3.18e-06,0.055,,,,,,,,2.4999999999999998e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
valsoia budino caramello,,,,,,,,,,,,,96.0,,17.0,,,soia,,,,,,0.699999988079071,,,,,,,,1.60000002384186,,,,,,,,,3.0,,,,,,,,,,,,,,
sundae alla fragola,,,,0.0013000000000000002,,,0.00051,,,,,,175.0,,,,,fast food,4.1999999999999995e-07,0.014,,,,,,,,1.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"maggiorana, essiccata",,,,,,,0.0016899999999999999,,,,0.0,,271.0,,,0.0,0.0048059999999999995,spezie ed erbe,,0.0,0.0436,7e-05,,,0.0006217,0.06,,,,,,,,0.0,0.001895,,,,,,,,,,,,,0.0,,,,,,0.0,
"crostata ai mirtilli, confezionata",,,,,,,0.0010400000000000001,,,,0.0,,232.0,,,0.0,3.9e-05,prodotti da forno,,0.0,0.007200000000000001,0.0,,,1.05e-05,,,,,,,,,0.0,1.4999999999999999e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
"pancetta di maiale, saltata in padella",,,,,,,0.0003,,,,0.0,,533.0,,,0.0,0.0,maiale,,0.113,0.13080000000000003,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,7.000000000000001e-05,,0.0,
albicocche,,,,,,,0.0008900000000000001,,,,0.0,,48.0,,,1.8999999999999998e-05,0.001094,frutta e succhi,,0.0,0.0028,0.000104,,,3.2999999999999997e-06,0.018000000000000002,,,,,,,,0.0,8.9e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
muesli,,,,,,,0.007200000000000001,,,,0.0,,357.0,,,0.0,0.0,cereali per colazione,,0.0,0.022600000000000002,0.0,,,2.8999999999999998e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.007200000000000001,
zenzero macinato,,,,,,,0.0,,,,0.0,,335.0,,,0.0,1.8e-05,spezie ed erbe,,0.0,0.0412,0.0,,,8e-07,0.083,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0030099999999999997,,0.0,
"vino rosso, zinfandel",,,,,,,,,,,,,88.0,,,,,bevande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle blocco di puro cioccolato al latte con nocciole intere,,,,,,,,,,,,0.17,542.0,,57.0,,,dolci,,,,,,,,,,,,,,32.0,,,,,,,,,6.400000095367429,,,,,,,,,,,,,,
ferrero kinder colazione più - confezione 10 pz,,,10.8000001907349,,,,,,,,,0.12,413.0,,45.0,,,prodotti da forno,,,,,,2.5999999046325697,,,,,,0.148,,21.2999992370605,,,,,,,,,10.3000001907349,,,,,0.114,,,,,,,,,
"carne di antilope, cruda",,,,0.0,,,,,,,,,114.0,,,,,"agnello, vitello, cacciagione",,0.095,,,,,,,,,,,,,,,,,,,,,,,,0.00058,,,,,0.00032,,,,,,
antica gelateria del corso le torte - nocciolata,,,,,,,,,,,,,237.0,,21.600000381469695,,,dolci,,,,,,,,,,,,,,15.0,,,,,,,,,3.70000004768372,,,,,,,,,,,,,,
bamboo,,,,,,,0.001,,,,0.0,,27.0,,,0.0,1.2e-05,verdure,,0.0,0.0,0.0,,,0.0,0.019,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle - motta coppa del nonno,,,,,,,,,,,,,256.0,,22.7999992370605,,,dolci,,,,,,,,,,,,,,15.8999996185303,,,,,,,,,5.400000095367429,,,,,,,,,,,,,,
