name,"acidi grassi, monoinsaturi | g","acidi grassi, polinsaturi | g","acidi grassi, saturi | g",acido ascorbico (vit. c) | g,acido folico (vit. b9 o m o folacina) | g,acido pantotenico (vit. b5) | g,alpha-tocoferolo (vit. e) | g,amido | g,beta-sistosterolo | g,betaina | g,caffeina | g,calcio | g,calorie | kcal,campesterolo | g,carboidrati | g,"carotene, alfa | g","carotene, beta | g",category,cobalamina (vit. b12) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",ferro | g,fibre | g,fillochinone (vit. k) | g,fitosteroli | g,fluoro | g,"folati, totali | g",folato alimentare | g,fosforo | g,galattosio | g,grassi | g,lattosio | g,licopene | g,luteina + zeaxantina | g,magnesio | g,manganese | g,niacina (vit. b3) | g,piridossina (vit. b6) | g,potassio | g,proteine | g,rame | g,retinolo (vit. a) | g,riboflavina (vit. b2) | g,selenio | g,sodio | g,stigmasterolo | g,teobromina | g,tiamina (vit. b1) | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,"vitamina b-12, aggiunta | g","vitamina e, aggiunta | g",zinco | g
valsoia rys - la galletta che viene dal riso,,,,,,,,,,,,,386.0,,81.0999984741211,,,prodotti da forno,,,,,,3.20000004768372,,,,,,,,3.20000004768372,,,,,,,,,8.199999809265138,,,,,,,,,,,,,,
"carpa, cotta",,,,0.0016,,,,,,,,,162.0,,,,,pesci,1.47e-06,0.084,,,,,,,,1.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle fruit joy - big tube,,,0.0,,,,,,,,,,350.0,,83.4000015258789,,,dolci,,,,,,0.0,,,,,,,,0.0,,,,,,,,,4.30000019073486,,,,,0.1,,,,,,,,,
"mele, congelate",,,,,,,,,,,,,48.0,,,,,frutta e succhi,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granarolo - yomo yomo 100% naturale - yogurt yomo 100% naturale agrumi di sicilia,,,,,,,,,,,,,110.0,,13.0,,,latticini e uova,,,,,,,,,,,,,,4.5,,,,,,,,,3.4000000953674303,,,,,,,,,,,,,,
granarolo linea granarolo - latte granarolo uht intero,,,,,,,,,,,,0.12,65.0,,4.9499998092651385,,,latticini e uova,,,,,,,,,,,,,,3.5999999046325697,,,,,,,,,3.1500000953674303,,,,,,,,,,,,,,
galbani - bel paese formaggini,,,,,,,,,,,,0.34,249.0,,4.0,,,latticini e uova,,,,,,,,,,,,,,21.2000007629395,,,,,,,,,10.5,,,,,,,,,,,,,,
"big tasty, mcdonald's",,,,0.0019,,,,,,,,,226.0,,,,,fast food,9.8e-07,0.033,,,,,,,,4.8e-05,,,,,,,,,,0.0033250000000000003,,,,,,0.00026000000000000003,,,,,0.000143,,,,,,
yogurt aromatizzato con frutta,,,,,,,2e-05,,,,0.0,,99.0,,,0.0,2e-06,latticini e uova,,0.005,0.0152,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
cicoria da taglio,,,,,,,0.00226,,,,0.0,,23.0,,,0.0,0.00343,verdure,,0.0,0.0128,0.0,,,0.0002976,,,,,,,,,0.0,0.0103,,,,,,,,,,,,,0.0,,,,,,0.0,
"uovo, tuorlo",,,,,,,0.0025800000000000003,,,,0.0,,322.0,,,3.7999999999999995e-05,8.8e-05,latticini e uova,,1.085,0.6823,3.2999999999999996e-05,,,7e-07,,,,,,,,,0.0,0.001094,,,,,,,,,,,,,0.0,,5e-05,6e-05,0.00133,,0.0,
tavoletta di cioccolata messicana,,,,,,,0.00035999999999999997,,,,0.014,,426.0,,,0.0,0.0,dolci,,0.0,0.0456,0.0,,,2.2e-06,,,,,,,,,0.0,7e-06,,,,,,,,,,,,,0.231,,,,,,0.0,
caciotta toscana,,,,,,,0.00049,,,,,0.531,368.0,,,,,latticini e uova,,,,,0.0006,,,,,,,,,,,,,,,,,0.145,,,0.000453,,,0.514,,,,,,,,,
algida multipack cremino,,,17.0,,,,,,,,,,300.0,,23.0,,,dolci,,,,,,1.0,,,,,,,,21.0,,,,,,,,,3.5,,,,,0.06,,,,,,,,,
yogurt da latte parzialmente scremato,,,,,,,0.0,,,,0.0,,43.0,,,0.0,0.0,latticini e uova,,0.002,0.0152,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
agnesi ponte - pasta di semola lunga - spaghettini,,,,,,,,,,,,,348.0,,71.5,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,12.1999998092651,,,,,,,,,,,,,,
agnesi ponte - pasta di semola lunga - capellini,,,,,,,,,,,,,348.0,,71.5,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,12.1999998092651,,,,,,,,,,,,,,
ferrero liberty by tic tac - liquorice mint,,,0.5,,,,,,,,,,227.0,,92.4000015258789,,,dolci,,,,,,2.6900000572204603,,,,,,,,0.5,,,,,,,,,0.100000001490116,,,,,0.004,,,,,,,,,
"crusca, cruda",,,,,,,0.00101,,,,0.0,,246.0,,,0.0,0.0,cereali e pasta,,0.0,0.032200000000000006,0.0,,,3.2e-06,,,,,,,,,0.0,0.00017999999999999998,,,,,,,,,,,,,0.0,,8e-05,0.0001,0.0,,0.0,
knorr sugo con olive e capperi,,,,,,,,,,,,,70.0,,4.5,,,"zuppe, salse e sughi",,,,,,,,,,,,,,5.0,,,,,,,,,1.5,,,,,,,,,,,,,,
cuore di pollo,,,,0.0032,,,,,,,,,153.0,,,,,pollo,7.29e-06,0.136,,,,,,,,7.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle nescafè - gran aroma relax stick,,,0.100000001490116,,,,,,,,,,66.0,,9.0,,,bevande,,,,,,27.0,,,,,,,,0.200000002980232,,,,,,,,,7.0,,,,,0.1,,,,,,,,,
pavesi togo inside latte e nocciola,,,,,,,,,,,,,486.0,,59.4000015258789,,,prodotti da forno,,,,,,,,,,,,,,24.0,,,,,,,,,8.0,,,,,,,,,,,,,,
"popcorn, cotti al microonde",,,,,,,0.00501,,,,0.0,,429.0,,,4.2999999999999995e-05,6.599999999999999e-05,snacks,,0.0,0.0202,0.0,,,1.57e-05,,,,,,,,,0.0,0.0010869999999999999,,,,,,,,,,,,,0.0,,,,,,0.0,
knorr sugo pomodori tritati con peperoncino 250 grammi,,,,,,,,,,,,,65.0,,4.5,,,"zuppe, salse e sughi",,,,,,,,,,,,,,4.5,,,,,,,,,1.5,,,,,,,,,,,,,,
agnesi dado gusto ricco,,,,,,,,,,,,,250.0,,8.60000038146973,,,spezie ed erbe,,,,,,,,,,,,,,21.3999996185303,,,,,,,,,5.800000190734861,,,,,,,,,,,,,,
galbusera zerograno wafer,9.69999980926514,3.5999999046325697,12.1999998092651,,,,,32.5,,,,,508.0,,63.5,,,prodotti da forno,,,,,,2.0,,,,,,,,25.5,,,,,,,,,6.0,,,,,0.1,,,,,,,,,
kraft spuntì gusto prosciutto cotto,,,3.0999999046325697,,,,,,,,,,146.0,,9.10000038146973,,,snacks,,,,,,0.699999988079071,,,,,,,,8.5,,,,,,,,,8.199999809265138,,,,,,,,,,,,,,
"merluzzo nero, affumicato",,,,0.0,,,,,,,,,257.0,,,,,pesci,2e-06,0.064,,,,,,,,1.9999999999999998e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
burro di cacao,,,,0.0,,,0.0018000000000000002,,,,0.0,,884.0,,,0.0,0.0,grassi e olii,0.0,0.0,0.0003,0.0,,,2.4699999999999997e-05,0.201,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
hotdog,,,,0.0001,,,,,,,,,247.0,,,,,fast food,5.2e-07,0.045,,,,,,,,4.9e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrero liberty by tic tac - wild berries,,,0.5,,,,,,,,,,395.0,,95.5,,,dolci,,,,,,2.79999995231628,,,,,,,,0.5,,,,,,,,,0.100000001490116,,,,,0.004,,,,,,,,,
"fagioli precotti in scatola, con carne di maiale e salsa di pomodoro",,,,,,,0.0001,,,,0.0,,94.0,,,0.0,4.9999999999999996e-05,legumi e derivati,,0.007,0.039200000000000006,0.0,,,5e-07,,,,,,,,,0.00032199999999999997,1.4e-05,,,,,,,,,,,,,0.0,,0.0,4e-05,0.00061,,0.0,
granarolo - alta qualità yogurt - yogurt alla ciliegia con pezzi fatto con latte fresco alta qualità,,,,,,,,,,,,,104.0,,14.6999998092651,,,latticini e uova,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,3.0,,,,,,,,,,,,,,
"leone marino, carne grassa",,,,,,,,,,,,,242.0,,,,,cibi etnici,,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle - motta kids - ghiacciolone limone,,,0.0,,,,,,,,,,60.0,,15.0,,,dolci,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.01,,,,,,,,,
pavesi gran pavesi pomodoro e formaggio,,,,,,,,,,,,,435.0,,68.3000030517578,,,prodotti da forno,,,,,,3.5,,,,,,,,14.0,,,,,,,,,9.0,,,,,1.0,,,,,,,,,
loacker chip choc milk-au lait,,,,,,,,,,,,,512.0,,60.5999984741211,,,prodotti da forno,,,,,,,,,,,,,,26.2999992370605,,,,,,,,,8.300000190734862,,,,,,,,,,,,,,
nestle - buitoni buitoni bella napoli le veraci capricciosa,,,1.60000002384186,,,,,,,,,,186.0,,27.2000007629395,,,"pasti completi, antipasti e contorni",,,,,,2.4000000953674303,,,,,,,,5.0,,,,,,,,,8.10000038146973,,,,,0.56,,,,,,,,,
"limoni, senza buccia",,,,,,,0.00015,,,,0.0,,29.0,,,1e-06,3e-06,frutta e succhi,,0.0,0.0050999999999999995,1.9999999999999998e-05,,,0.0,,,,,,,,,0.0,1.1e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
pepe bianco,,,,,,,,,,,,,296.0,,,,,spezie ed erbe,,0.0,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antica gelateria del corso le tentazioni - panna e cioccolato,,,,,,,,,,,,,259.0,,31.2000007629395,,,dolci,,,,,,,,,,,,,,13.0,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,
loacker fondente dark noir 75 grammi,,,,,,,,,,,,,489.0,,60.0,,,prodotti da forno,,,,,,,,,,,,,,23.7999992370605,,,,,,,,,7.800000190734861,,,,,,,,,,,,,,
uva,,,,,,,0.00019,,,,0.0,,69.0,,,1e-06,3.9e-05,frutta e succhi,,0.0,0.0056,0.0,,,1.4599999999999999e-05,0.004,,,,,,,,0.0,7.2e-05,,,,,,,,,,,,,0.0,,0.0,0.0,7.000000000000001e-05,,0.0,
"lombo di maiale, magro, impanato e fritto",,,,,,,0.00022,,,,0.0,,222.0,,,0.0,0.0,maiale,,0.082,0.085,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
pomodori pelati in scatola,,,,,,,0.00068,,,,0.0,,17.0,,,0.0,7e-05,verdure,,0.0,0.007,0.0,,,2.8999999999999998e-06,,,,,,,,,0.002767,8.599999999999999e-05,,,,,,,,,,,,,0.0,,1e-05,0.0,5e-05,,0.0,
algida cornetto multipack love disc,,,14.0,,,,,,,,,,340.0,,37.0,,,dolci,,,,,,1.5,,,,,,,,19.0,,,,,,,,,3.5,,,,,0.11,,,,,,,,,
milkshake al cioccolato,,,,,,,5e-05,,,,0.002,,119.0,,,0.0,4e-06,latticini e uova,,0.011,0.017,0.0,,,2e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.023,,,,,,0.0,
loacker quadratini kakao 125 grammi,,,,,,,,,,,,,501.0,,57.0,,,prodotti da forno,,,,,,,,,,,,,,27.0,,,,,,,,,7.5,,,,,,,,,,,,,,
"carne di leone marino, cuore",,,,,,,,,,,,0.005,102.0,,,,,cibi etnici,,,,,0.0067,,,,,,,0.263,,,,,,0.022,3.7000000000000005e-05,,,0.319,,0.000306,,,0.000122,0.115,,,,,,,,,0.0022400000000000002
barilla - mulino bianco fette biscottate armonie al malto d'orzo,,,3.0999999046325697,,,,,,,,,,400.0,,75.1999969482422,,,prodotti da forno,,,,,,4.0,,,,,,,,6.199999809265139,,,,,,,,,11.0,,,,,0.45,,,,,,,,,
ferrero kinder pan e cioc,,,13.6999998092651,,,,,,,,,,424.0,,41.5999984741211,,,prodotti da forno,,,,,,3.20000004768372,,,,,,0.139,,24.600000381469695,,,,,,,,,9.0,,,,,0.114,,,,,,,,,
"spalla di agnello, magra, alla griglia",,,,0.0,,,,,,,,,268.0,,,,,"agnello, vitello, cacciagione",2.7799999999999996e-06,0.095,,,,,,,,1.8e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnesi dado gusto verdure,,,,,,,,,,,,,246.0,,10.3999996185303,,,spezie ed erbe,,,,,,,,,,,,,,20.1000003814697,,,,,,,,,5.800000190734861,,,,,,,,,,,,,,
"succo di mela e banana, per l'infanzia",,,,,,,2e-05,,,,0.0,,51.0,,,3e-06,4e-06,cibi per bambini,,0.0,0.0023,0.0,,,0.0,,,,,,,,,0.0,1.6e-05,,,,,,,,,,,,,0.0,,,,,,0.0,
colussi misura biscotti senza colesterolo,,,1.39999997615814,,,,,,,,,,417.0,,72.0999984741211,,,prodotti da forno,,,,,,5.1999998092651385,,,,,,,,10.1999998092651,,,,,,,,,9.19999980926514,,,,,0.3,,,,,,,,,
nestle - baby crema di riso e mais con tapioca,,,,,,,,,,,,0.13,384.0,,86.75,,,cibi per bambini,,,,,0.0045000000000000005,1.5,,,,,,,,1.0,,,,,,,,,7.0,,,,,,,,,,,,,,
granarolo linea granarolo - fibrya uht,,,,,,,,,,,,0.12,46.0,,4.8000001907348615,,,latticini e uova,,,,,,2.4000000953674303,,,,,,,,1.60000002384186,,,,,,,,,3.20000004768372,,,,,0.04,,,,,,,,,
valsoia gelato tuttobianco,,,,,,,,,,,,,177.0,,21.2000007629395,,,soia,,,,,,0.100000001490116,,,,,,,,9.10000038146973,,,,,,,,,2.5999999046325697,,,,,,,,,,,,,,
nestle - buitoni buitoni bella napoli le veraci prosciutto e funghi,,,1.60000002384186,,,,,,,,,,176.0,,27.100000381469695,,,"pasti completi, antipasti e contorni",,,,,,1.79999995231628,,,,,,,,4.30000019073486,,,,,,,,,7.099999904632571,,,,,0.55,,,,,,,,,
loacker quadratini apple 220 grammi,,,,,,,,,,,,,523.0,,61.5,,,prodotti da forno,,,,,,,,,,,,,,28.5,,,,,,,,,5.1999998092651385,,,,,,,,,,,,,,
marmellate,,,,,,,0.00012,,,,0.0,,278.0,,,0.0,0.0,dolci,,0.0,0.010199999999999999,0.0,,,0.0,0.012,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
agnesi pasta di semola corta - eliche,,,,,,,,,,,,,353.0,,71.8000030517578,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,13.0,,,,,,,,,,,,,,
agnesi ponte - pasta di semola bontà - farfalle,,,,,,,,,,,,,348.0,,71.5,,,cereali e pasta,,,,,,,,,,,,,,1.5,,,,,,,,,12.1999998092651,,,,,,,,,,,,,,
"succo del frutto della passione, viola",,,,,,,1e-05,,,,0.0,,51.0,,,0.0,0.000419,frutta e succhi,,0.0,0.004,2.3e-05,,,4e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle mio - cremoso con frutta frullata mela,,,,,,,,,,,,,105.0,,16.5,,,dolci,,,,,,,,,,,,,,2.79999995231628,,,,,,,0.000430000007152557,,3.5,,,,,,,,,,,,,,
"aringa, cotta",,,,,,,0.0013700000000000001,,,,0.0,,203.0,,,0.0,0.0,pesci,,0.077,0.0833,0.0,,,1e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"grano saraceno, chicchi, crudi",,,,,,,,,,,,,346.0,,,,,cereali e pasta,,0.0,0.054200000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"valsoia yosoi fibre, pera uva e cereali",,,,,,,,,,,,,78.0,,12.6999998092651,,,soia,,,,,,1.79999995231628,,,,,,,,1.60000002384186,,,,,,,,,3.20000004768372,,,,,,,,,,,,,,
broccoli congelati,,,,,,,0.00122,,,,0.0,,26.0,,,1.9999999999999998e-05,0.00061,verdure,,0.0,0.0149,1e-06,,,8.109999999999999e-05,,,,,,,,,0.0,0.00112,,,,,,,,,,,,,0.0,,0.0,0.0,0.00027,,0.0,
colussi - sapori - divisione salutistica - bjorg galletta di riso integrale al sesamo bio,,,,,,,,,,,,,373.0,,78.0,,,prodotti da forno,,,,,,5.400000095367429,,,,,,,,3.20000004768372,,,,,,,,,8.0,,,,,,,,,,,,,,
foglie di crisantemo,,,,,,,,,,,,,24.0,,,,,verdure,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kraft cote d'or - tavoletta - truffé noir,,,23.0,,,,,,,,,,575.0,,46.0,,,dolci,,,,,,6.0,,,,,,,,41.0,,,,,,,,,4.8000001907348615,,,,,0.02,,,,,,,,,
curcuma,,,,,,,0.0031000000000000003,,,,0.0,,354.0,,,0.0,0.0,spezie ed erbe,,0.0,0.0492,0.0,,,1.34e-05,0.082,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.00012,0.0,0.00047,,0.0,
cipolline,,,,,,,0.00021,,,,0.0,,27.0,,,0.0,0.0024,verdure,,0.0,0.0043,0.0,,,0.0001563,,,,,,,,,0.0,0.0008579999999999999,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle tavoletta classic fondente extra 47% cacao,,,,,,,,,,,,,530.0,,62.4000015258789,,,dolci,,,,,,,,,,,,,,29.2000007629395,,,,0.12,,,,,4.40000009536743,,,,,,,,,,,,,,
"fesa di vitello, cotta",,,,,,,0.00049,,,,0.0,,160.0,,,0.0,0.0,"agnello, vitello, cacciagione",,0.10300000000000001,0.1082,0.0,,,5.5e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"riso integrale, chicchi lunghi, cotto",,,,,,,3e-05,,,,0.0,,111.0,,,0.0,0.0,cereali e pasta,,0.0,0.0092,0.0,,,6e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
pavesi gran pavesi olive,,,,,,,,,,,,,448.0,,67.40000152587889,,,prodotti da forno,,,,,,3.5,,,,,,,,16.5,,,,,,,,,7.5,,,,,1.1,,,,,,,,,
loacker milk classic 175 grammi,,,,,,,,,,,,,523.0,,57.0,,,prodotti da forno,,,,,,,,,,,,,,29.0,,,,,,,,,8.5,,,,,,,,,,,,,,
cornetto alla mela,,,,0.0005,,,,,,,,,254.0,,,,,prodotti da forno,2e-07,0.031,,,,,,,,5.6999999999999996e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nestle la cremeria - spagnola,,,4.90000009536743,,,,,,,,,,179.0,,31.5,,,dolci,,,,,,2.29999995231628,,,,,,,,4.90000009536743,,,,,,,,,2.09999990463257,,,,,0.04,,,,,,,,,
"foglie di barbabietola, lesse e salate",,,,,,,0.0018100000000000002,,,,,,27.0,,,4e-06,0.0045899999999999995,verdure,,0.0,0.0425,0.0,,,0.000484,,,,,,,,,0.0,0.0018189999999999999,,,,,,,,,,,,,,,,,,,,
cumino,,,,,,,0.0025,,,,0.0,,333.0,,,8e-06,0.000206,spezie ed erbe,,0.0,0.0247,1.6e-05,,,0.0,0.076,,,,,,,,1.9999999999999998e-05,0.000454,,,,,,,,,,,,,0.0,,,,,,0.0,
pectina,,,,0.0,,,,,,,,,325.0,,,,,dolci,0.0,0.0,,,,,,,,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
barilla - mulino bianco grissini raggianti,,,3.29999995231628,,,,,,,,,,430.0,,66.3000030517578,,,prodotti da forno,,,,,,3.0,,,,,,,,13.0,,,,,,,,,12.0,,,,,0.9500000000000001,,,,,,,,,
birra,,,,,,,0.0,,,,0.0,,43.0,,,0.0,0.0,bevande,,0.0,0.0101,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
nestle - buitoni vol au vent buitoni,,,13.6000003814697,,,,,,,,,,382.0,,31.7000007629395,,,cereali e pasta,,,,,,3.0999999046325697,,,,,,,,26.0,,,,,,,,,5.1999998092651385,,,,,0.22,,,,,,,,,
"valsoia yosoi fibre, ananas e cereali",,,,,,,,,,,,,78.0,,12.8999996185303,,,soia,,,,,,1.89999997615814,,,,,,,,1.60000002384186,,,,,,,,,3.20000004768372,,,,,,,,,,,,,,
kraft sottilette buone da mordere,,,18.0,,,,,,,,,0.864,350.0,,,,,latticini e uova,,,,,,,,,,,,,,27.0,,,,,,,,,25.0,,,,,0.5,,,,,,,,,
erba cipollina,,,,,,,0.00021,,,,0.0,,30.0,,,0.0,0.0026119999999999997,verdure,,0.0,0.005200000000000001,0.0,,,0.00021269999999999997,0.009000000000000001,,,,,,,,0.0,0.000323,,,,,,,,,,,,,0.0,,,,,,0.0,
cerfoglio secco,,,,,,,,,,,0.0,,237.0,,,,,spezie ed erbe,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
"salmone affumicato, stagionato",,,,0.0,,,,,,,,,117.0,,,,,pesci,3.2599999999999997e-06,0.023,,,,,,,,2e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"castagne, lesse o al vapore",,,,,,,,,,,,,131.0,,,,,semi e noci,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kraft philadelphia yo - vaschetta 200 grammi,,,8.5,,,,,,,,,,169.0,,4.19999980926514,,,latticini e uova,,,,,,0.400000005960464,,,,,,,,13.0,,,,,,,,,8.300000190734862,,,,,0.3,,,,,,,,,
granarolo - yomo rinforzo plus bianco,,,,,,,,,,,,,73.0,,10.6999998092651,,,latticini e uova,,,,,,3.0999999046325697,,,,,,,,1.89999997615814,,,,,,,,,2.70000004768372,,,,,,,,,,,,,,
granarolo - prima natura bio yogurt prima natura bio pera,,,,,,,,,,,,,103.0,,14.5,,,latticini e uova,,,,,,,,,,,,,,3.5,,,,,,,,,3.0,,,,,,,,,,,,,,
lattuga iceberg,,,,,,,0.00017999999999999998,,,,0.0,,14.0,,,4e-06,0.000299,verdure,,0.0,0.0067,0.0,,,2.41e-05,0.01,,,,,,,,0.0,0.000277,,,,,,,,,,,,,0.0,,0.0,0.0,8.999999999999999e-05,,0.0,
"lombata di manzo, cotta",,,,0.0,,,,,,,0.0,,297.0,,,0.0,0.0,bovino,2.1499999999999997e-06,0.07100000000000001,0.0895,0.0,,,,,,7e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,
"salvia, fresca",,,,,,,0.0074800000000000005,,,,0.0,,315.0,,,0.0,0.003485,spezie ed erbe,,0.0,0.0436,0.00010899999999999999,,,0.0017144999999999999,0.244,,,,,,,,0.0,0.001895,,,,,,,,,,,,,0.0,,,,,,0.0,
nestle galak - barretta latte,,,,,,,,,,,,0.244,546.0,,58.2999992370605,,,dolci,,,,,,,,,,,,0.256,,31.600000381469695,,,,,,,,,7.099999904632571,,,,,,,,,,,,,,
nestle - motta cono kit kat,,,,,,,,,,,,,303.0,,39.0,,,dolci,,,,,,,,,,,,,,14.8999996185303,,,,,,,,,3.29999995231628,,,,,,,,,,,,,,
nestle - motta la cremeria - miniconi vaniglia cacao,,,8.0,,,,,,,,,,281.0,,38.0999984741211,,,dolci,,,,,,3.20000004768372,,,,,,,,12.1999998092651,,,,,,,,,4.40000009536743,,,,,0.11,,,,,,,,,
"patata dolce americana, lessa, senza buccia",,,,,,,0.00094,,,,0.0,,76.0,,,0.0,0.009444,verdure,,0.0,0.0108,0.0,,,2.1e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,1e-05,0.0,0.0,,0.0,
knorr minestrone tradizionale - brick,,,,,,,,,,,,,50.0,,8.0,,,"pasti completi, antipasti e contorni",,,,,,,,,,,,,,1.39999997615814,,,,,,,,,1.5,,,,,,,,,,,,,,
"broccoli, congelati, bolliti, senza sale",,,,,,,0.00132,,,,0.0,,28.0,,,1.8999999999999998e-05,0.000597,verdure,,0.0,0.0162,1e-06,,,8.809999999999999e-05,,,,,,,,,0.0,0.001095,,,,,,,,,,,,,0.0,,,,,,0.0,
muffin,,,,0.0003,,,,,,,,,296.0,,,,,prodotti da forno,1.5e-07,0.039,0.0434,,,,,,,5.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
conserva di pomodoro,,,,,,,0.00034,,,,0.0,,60.0,,,0.0,0.000235,"zuppe, salse e sughi",,0.0,0.0128,0.0,,,3.2e-06,,,,,,,,,0.01092,8.999999999999999e-05,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,
nestle nero perugina - ovetti nero fondente intenso,,,,,,,,,,,,,522.0,,52.4000015258789,,,dolci,,,,,,,,,,,,,,32.2000007629395,,,,,,,,,5.599999904632571,,,,,,,,,,,,,,
ferrero brioss - confezione 10 pz albicocca,,,4.5,,,,,,,,,,361.0,,63.0,,,prodotti da forno,,,,,,2.5,,,,,,0.136,,9.39999961853027,,,,,,,,,6.0,,,,,0.17200000000000001,,,,,,,,,
colussi misura biscotto secco senza zucchero aggiunto,,,6.900000095367429,,,,,,,,,,412.0,,71.4000015258789,,,prodotti da forno,,,,,,3.4000000953674303,,,,,,,,13.8999996185303,,,,,,,,,8.39999961853027,,,,,0.3,,,,,,,,,
barilla - mulino bianco merende - flauti all'albicocca,,,5.0,,,,,,,,,,340.0,,56.9000015258789,,,prodotti da forno,,,,,,2.0,,,,,,,,10.0,,,,,,,,,5.5,,,,,0.15,,,,,,,,,
yogurt freddo al cioccolato,,,,,,,8.999999999999999e-05,,,,0.003,,127.0,,,0.0,9e-06,dolci,,0.013000000000000001,0.0141,0.0,,,3e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.106,,,,,,0.0,
fiocchi di mais e crusca con frutta e nocciole,,,,,,,0.00232,,,,0.0,,385.0,,,0.0,0.0,cereali per colazione,,0.0,0.0285,0.0,,,1.6999999999999998e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
"fagioli rosa, bolliti",,,,,,,0.00098,,,,0.0,,149.0,,,0.0,0.0,legumi e derivati,,0.0,0.0369,0.0,,,3.7e-06,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
galbani fresco tenero panetto,,,,,,,,,,,,,298.0,,2.4000000953674303,,,latticini e uova,,,,,,,,,,,,,,28.0,,,,,,,,,9.0,,,,,,,,,,,,,,
guanciale di maiale,,,,0.0,,,0.00029,,,,0.0,,655.0,,,0.0,0.0,maiale,8.199999999999999e-07,0.09,,0.0,,,,0.0,,1e-06,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,0.0,0.0,
"patate gratinate, con margarina",,,,,,,,,,,,,132.0,,,,4.8e-05,verdure,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noci di macadamia,,,,,,,0.00054,,0.108,,0.0,,718.0,0.008,,,,semi e noci,,0.0,,,,,,0.116,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,
nestle - buitoni tortelloni ricotta e spinaci buitoni,,,3.0,,,,,,,,,,264.0,,39.7000007629395,,,cereali e pasta,,,,,,4.5,,,,,,,,7.5,,,,,,,,,9.39999961853027,,,,,0.47000000000000003,,,,,,,,,
lime,,,,,,,0.00022,,,,0.0,,30.0,,,0.0,2.9999999999999997e-05,frutta e succhi,,0.0,0.0050999999999999995,0.0,,,6e-07,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,
