name,acqua | g,calorie | kcal,fibra alimentare | g,proteine totali | g,proteine animali | g,proteine vegetali | g,glucidi disponibili | g,glucidi solubili | g,amido | g,lipidi totali | g,lipidi animali | g,lipidi vegetali | g,lipidi saturi totali | g,acido oleico | g,monoinsaturi totali | g,acido linoleico | g,acido linolenico | g,altri polinsaturi | g,polinsaturi totali | g,colesterolo | g,alcool | g,ferro | g,calcio | g,sodio | g,potassio | g,fosforo | g,zinco | g,tiamina (vit.b1) | g,vitamina b6 | g,riboflavina | g,niacina (vit. pp) | g,vitamina c | g,acido folico | g,retinolo (equivalente) | g,retinolo | g,carotene | g,vitamina d | g,vitamina e | g
"broccoletti di rape [brassica rapa, cv esculenta]",90.7,22.0,2.9,2.9,0.0,2.9,2.0,2.0,0.0,0.3,0.0,0.3,0.07,0.0,0.02,0.04,0.04,0.0,0.08,0.0,0.0,0.0015,0.097,0.007,0.296,0.069,0.0002,4e-05,0.0,0.00016,0.001,0.11,0.0,0.000225,0.0,0.0013499999999999999,0.0,0.0022400000000000002
brioches,19.5,413.0,2.5,7.2,1.8,5.4,58.4,10.6,47.8,18.3,10.0,8.3,10.2,4.56,4.97,0.85,0.85,0.02,1.72,0.052000000000000005,0.0,0.0013000000000000002,0.009000000000000001,0.39,0.052000000000000005,0.07,0.0009000000000000001,0.00017999999999999998,0.0,0.00016,0.002,0.0,0.0,2.1e-05,2.1e-05,0.0,1.3e-07,0.0
"farina di segale, integrale",15.0,335.0,11.7,8.2,0.0,8.2,75.9,0.0,75.9,2.0,0.0,2.0,0.23,0.22,0.24,0.77,0.77,0.0,1.54,0.0,0.0,0.0027,0.032,0.001,0.41000000000000003,0.36,0.003,0.0004,0.0,0.00022,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0016
salame nostrano,37.3,370.0,0.0,27.3,27.3,0.0,1.1,1.1,0.0,28.5,28.5,0.0,9.33,11.73,12.93,3.75,3.75,0.07,7.57,0.094,0.0,0.0019,0.065,2.529,0.759,0.356,0.0063,0.00017999999999999998,0.0,0.00026000000000000003,0.0025,0.0,0.003,0.0,0.0,0.0,0.0,0.00028000000000000003
"formaggino, a basso tenore di lipidi",56.4,239.0,0.0,14.7,14.7,0.0,6.5,6.5,0.0,17.3,17.3,0.0,10.34,4.55,5.52,0.23,0.23,0.0,0.46,0.064,0.0,0.0003,0.43,1.0,0.181,0.665,0.0022,2e-05,0.0,0.0002,0.0001,0.0,0.0,0.00020466999999999998,0.000187,0.000106,2.0999999999999997e-07,0.00055
pane di grano e segale,38.8,226.0,4.6,6.2,0.0,6.2,47.8,9.9,37.9,1.1,0.0,1.1,0.15,0.12,0.12,0.46,0.46,0.0,0.92,0.0,0.0,0.0017,0.017,0.553,0.177,0.127,0.0035,0.00014000000000000001,0.0,7.000000000000001e-05,0.0012,0.0,0.024,0.0,0.0,0.0,0.0,0.0012
"succo di albicocca, conservato",86.0,47.0,0.2,0.3,0.0,0.3,12.0,12.0,0.0,0.1,0.0,0.1,0.01,0.04,0.04,0.02,0.02,0.0,0.04,0.0,0.0,0.0004,0.009000000000000001,0.003,0.07,0.013000000000000001,0.0001,1e-05,0.0,1e-05,0.0003,0.0,0.001,0.00013199999999999998,0.0,0.000792,0.0,8e-05
cernia di fondo [polyprion cernium],74.0,125.0,0.0,15.6,15.6,0.0,0.6,0.6,0.0,6.7,6.7,0.0,1.53,0.95,1.33,0.08,0.08,1.96,2.12,0.036000000000000004,0.0,0.0003,0.045,0.11900000000000001,0.258,0.121,0.0005,0.00019,0.0,4e-05,0.0031000000000000003,0.0,0.0,4.2999999999999995e-05,4.2999999999999995e-05,0.0,1.1e-05,0.0005
merendine al cioccolato,23.0,352.0,2.8,6.5,3.6,2.9,60.0,34.0,26.0,9.5,6.8,2.7,3.78,3.35,3.73,1.33,1.33,0.01,2.67,0.046,0.0,0.0022,0.043000000000000003,0.157,0.2,0.122,0.0007,3e-05,0.0,0.00013000000000000002,0.0006,0.0,0.008,2.7829999999999996e-05,2.6e-05,1.1e-05,2.5e-07,0.00141
margarina vegetale,16.0,746.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,82.8,0.0,82.8,17.1,26.3,26.7,33.8,33.8,0.0,67.6,0.0,0.0,0.0003,0.004,0.68,0.005,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032600000000000004
"rosmarino [rosmarinus officinalis], fresco",73.6,96.0,7.7,1.4,0.0,1.4,13.5,13.5,0.0,4.4,0.0,4.4,1.14,0.22,0.29,0.45,0.45,0.0,0.9,0.0,0.0,0.0085,0.37,0.015,0.28,0.02,0.0009000000000000001,0.0001,0.0,0.00021,0.001,0.0,0.0,9.167e-05,0.0,0.0005499999999999999,0.0,0.0015
"kombu [laminaria spp], secca",12.7,43.0,58.7,7.1,0.0,7.1,0.0,0.0,0.0,1.6,0.0,1.6,0.71,0.25,0.28,0.06,0.06,0.07,0.19,0.0,0.0,0.0127,0.9,1.83,0.45,0.21,0.006200000000000001,7.000000000000001e-05,0.0,0.00026000000000000003,0.0021000000000000003,0.013000000000000001,0.0,5.667e-05,0.0,0.00033999999999999997,0.0,0.00087
trota [salmo trutta],80.5,86.0,0.0,14.7,14.7,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.7,0.52,0.77,0.37,0.37,0.7,1.44,0.055,0.0,0.001,0.014,0.04,0.465,0.22,0.0009000000000000001,8e-05,0.0,6e-05,0.003,0.0,0.013000000000000001,0.0,0.0,0.0,1.0599999999999998e-05,0.0002
salame fabriano,32.0,421.0,0.0,26.5,26.5,0.0,1.5,1.5,0.0,34.3,34.3,0.0,12.19,14.53,15.84,3.91,3.91,0.33,8.15,0.088,0.0,0.0015,0.065,2.391,0.646,0.356,0.0054,0.00015,0.0,0.0001,0.0025,0.0,0.003,0.0,0.0,0.0,0.0,0.00028000000000000003
anatra [anas boschas],68.8,159.0,0.0,21.4,21.4,0.0,0.0,0.0,0.0,8.2,8.2,0.0,2.29,3.79,4.18,1.1,1.1,0.0,2.2,0.11,0.0,0.0013000000000000002,0.012,0.11,0.29,0.2,0.0019,0.00019,0.0,0.00017999999999999998,0.0077,0.0,0.0,7.999999999999999e-05,7.999999999999999e-05,0.0,4e-07,2e-05
farina lattea,4.0,415.0,0.0,13.2,9.7,3.5,76.0,48.2,27.8,6.3,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.301,0.0,0.0,0.23700000000000002,0.0,0.00039000000000000005,0.0,0.00035,0.001,0.015,0.0,0.00023883,0.00020899999999999998,0.000179,0.0,0.0
"uovo di gallina, tuorlo",49.2,355.0,0.0,16.3,16.3,0.0,0.7,0.7,0.0,31.9,31.9,0.0,9.85,11.54,12.76,3.42,3.42,0.23,7.07,1.48,0.0,0.0060999999999999995,0.147,0.05,0.12,0.586,0.0036000000000000003,0.00027,0.0,0.00035,0.0001,0.0,0.13,0.0006399999999999999,0.000607,0.000198,4.94e-06,0.00311
acciughe o alici sott'olio,56.0,206.0,0.0,25.9,25.9,0.0,0.2,0.2,0.0,11.3,6.6,4.7,2.21,5.33,6.17,0.8,0.8,1.33,2.93,0.12,0.0,0.0013000000000000002,0.044,0.48,0.7000000000000001,0.35100000000000003,0.0022,6e-05,0.0,0.0002,0.006500000000000001,0.0,0.0,5.8e-05,5.8e-05,0.0,4.9999999999999996e-06,0.00031
"lattuga a cappuccio [lactuca sativa, cv capitata]",92.2,19.0,1.3,1.5,0.0,1.5,3.0,3.0,0.0,0.2,0.0,0.2,0.03,0.01,0.01,0.03,0.03,0.0,0.06,0.0,0.0,0.0012,0.053,0.007,0.501,0.025,0.0006,8e-05,0.0,0.00017999999999999998,0.0003,0.027,0.079,0.000237,0.0,0.0014219999999999999,0.0,0.00079
dolcificante aspartame,0.5,400.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carciofi surgelati,88.6,38.0,3.9,2.6,0.0,2.6,3.9,3.0,0.9,0.4,0.0,0.4,0.1,0.01,0.01,0.13,0.13,0.0,0.26,0.0,0.0,0.0005,0.019,0.047,0.248,0.058,0.0003,6e-05,0.0,0.00014000000000000001,0.0009000000000000001,0.005,0.0,1.4999999999999999e-05,0.0,8.999999999999999e-05,0.0,0.00019
gelato al cioccolato,55.7,216.0,1.2,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,6.8,2.97,3.21,0.25,0.25,0.0,0.5,0.034,0.0,0.0009000000000000001,0.109,0.076,0.249,0.107,0.0006,4e-05,0.0,0.00019,0.0002,0.0,0.0,0.00011999999999999999,0.00010999999999999999,5.9999999999999995e-05,1.2e-07,0.00033
"aglio [allium sativum], fresco",80.0,41.0,2.3,0.9,0.0,0.9,8.4,8.4,0.0,0.6,0.0,0.6,0.11,0.01,0.01,0.27,0.27,0.0,0.54,0.0,0.0,0.0015,0.014,0.002,0.34700000000000003,0.063,0.0006,0.00014000000000000001,0.0,2e-05,0.0013000000000000002,0.005,0.0,4.9999999999999996e-06,0.0,2.9999999999999997e-05,0.0,1e-05
"soia, bistecca",7.3,329.0,17.5,47.0,0.0,47.0,20.9,9.9,11.0,1.2,0.0,1.2,0.14,0.21,0.21,0.47,0.47,0.0,0.94,0.0,0.0,0.0092,0.241,0.02,2.384,0.674,0.0025,0.0007,0.0,0.00025,0.0026000000000000003,0.0,0.305,4e-06,0.0,2.4e-05,0.0,0.0002
panini all'olio,30.8,302.0,3.7,7.7,0.0,7.7,58.3,4.2,54.1,5.8,0.0,5.8,0.96,4.06,4.11,0.62,0.62,0.0,1.24,0.0,0.0,0.0018000000000000002,0.12,0.63,0.11,0.1,0.0009000000000000001,0.00025,0.0,8e-05,0.0014,0.0,0.029,0.0,0.0,0.0,0.0,0.0
"cacao amaro, in polvere",2.5,355.0,28.9,20.4,0.0,20.4,11.5,0.0,11.5,25.6,0.0,25.6,15.09,8.52,8.53,0.73,0.73,0.0,1.46,0.0,0.0,0.0143,0.051000000000000004,0.9500000000000001,1.5,0.685,0.006900000000000001,8e-05,0.0,0.0003,0.0017,0.0,0.0,7e-06,0.0,4.2e-05,0.0,0.0008
"tacchino, coscia",69.2,186.0,0.0,20.9,20.9,0.0,0.4,0.4,0.0,11.2,11.2,0.0,3.39,3.58,4.11,2.24,2.24,0.2,4.68,0.08600000000000001,0.0,0.0025,0.023,0.081,0.31,0.257,0.0031000000000000003,0.00011,0.0,0.00014000000000000001,0.0070999999999999995,0.0,0.028,0.0,0.0,0.0,4e-07,0.0
mora di rovo [rubus fruticosus],82.0,26.0,7.3,1.3,0.0,1.3,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000001,0.063,0.004,0.21,0.024,0.0002,3e-05,0.0,4e-05,0.0004,0.02,0.041,1.667e-05,0.0,9.999999999999999e-05,0.0,0.00284
olio di vinacciolo,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,99.9,9.23,16.0,16.39,67.7,67.7,0.0,135.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319
burrata,44.4,396.0,0.0,15.2,15.2,0.0,5.7,5.7,0.0,34.9,34.9,0.0,20.82,8.6,9.9,0.68,0.68,0.0,1.36,0.106,0.0,0.0001,0.329,0.117,0.094,0.20500000000000002,0.0031000000000000003,5e-05,0.0,0.00042,0.0003,0.001,0.0,0.00029483,0.00026,0.00020899999999999998,2.1999999999999998e-07,0.0007199999999999999
"succo di uva, conservato, non zuccherato",85.4,46.0,0.0,0.3,0.0,0.3,11.7,11.7,0.0,0.1,0.0,0.1,0.03,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0,0.0009000000000000001,0.019,0.007,0.055,0.014,0.0001,0.0,0.0,1e-05,0.0001,0.0,0.001,0.0,0.0,0.0,0.0,0.0
"cotechino, cotto",51.4,306.0,0.0,21.1,21.1,0.0,0.0,0.0,0.0,24.7,24.7,0.0,8.18,10.78,11.84,2.91,2.91,0.37,6.19,0.098,0.0,0.0021000000000000003,0.03,1.744,0.272,0.109,0.0040999999999999995,0.0002,0.0,0.00016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.00024
vermouth secco,82.1,109.0,0.0,0.1,0.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0003,0.007,0.011,0.034,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cavallo [equus cabalus],74.1,113.0,0.0,21.7,21.7,0.0,0.5,0.5,0.0,2.7,2.7,0.0,0.97,0.9,1.11,0.18,0.18,0.12,0.48,0.052000000000000005,0.0,0.0032,0.01,0.044,0.33,0.23,0.0021000000000000003,0.0001,0.0,0.00012,0.0046,0.0,0.0,0.0,0.0,0.0,6e-07,0.00048
"caffe' moka, in tazza",95.4,4.0,0.0,0.4,0.0,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.006,0.002,0.251,0.017,0.0002,0.0,0.0,2e-05,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"funghi shiitake [lentinus edodes], secchi",9.5,296.0,11.5,16.3,0.0,16.3,63.9,56.5,7.4,1.0,0.0,1.0,0.25,0.14,0.31,0.13,0.13,0.0,0.26,0.0,0.0,0.0017,0.011,0.013000000000000001,1.53,0.29,0.0077,0.0003,0.0,0.00127,0.0141,0.0,0.0,0.0,0.0,0.0,2.1e-06,0.00012
crackers al formaggio,5.5,502.0,2.8,9.8,1.2,8.6,62.1,0.0,62.1,25.5,13.1,12.4,9.45,8.79,9.07,4.5,4.5,0.0,9.0,0.013000000000000001,0.0,0.0048,0.151,0.995,0.145,0.218,0.0011,0.00057,0.0,0.00043,0.0047,0.0,0.0,3.1e-05,2.8e-05,1.8e-05,1e-08,0.00101
carciofi [cynara scolymus],84.0,22.0,5.5,2.7,0.0,2.7,2.5,1.9,0.6,0.2,0.0,0.2,0.05,0.01,0.01,0.06,0.06,0.0,0.12,0.0,0.0,0.001,0.08600000000000001,0.133,0.376,0.067,0.0008,6e-05,0.0,0.0001,0.0005,0.012,0.0,1.8e-05,0.0,0.000108,0.0,0.00019
"pane comune, pezzatura da 250g",29.0,279.0,2.8,8.1,0.0,8.1,64.7,0.6,64.1,0.2,0.0,0.2,0.05,0.02,0.02,0.12,0.12,0.0,0.24,0.0,0.0,0.0017,0.064,0.665,0.161,0.1,0.0008,2e-05,0.0,3e-05,0.0014,0.0,0.029,0.0,0.0,0.0,0.0,0.0
castagne [castanea sativa],41.0,189.0,9.0,3.5,0.0,3.5,42.4,8.1,34.3,1.8,0.0,1.8,0.31,0.66,0.67,0.65,0.65,0.0,1.3,0.0,0.0,0.0012,0.038,0.011,0.5,0.089,0.0018000000000000002,0.00022,0.0,0.00035,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.00098
"olive da tavola, conservate",58.0,268.0,2.4,1.5,0.0,1.5,5.0,5.0,0.0,27.0,0.0,27.0,3.78,18.58,18.85,2.85,2.85,0.0,5.7,0.0,0.0,0.0035,0.07,1.305,0.28700000000000003,0.025,0.0004,0.0,0.0,0.0001,0.0012,0.02,0.0,2.9999999999999997e-05,0.0,0.00017999999999999998,0.0,0.00199
"lattuga da taglio [lactuca sativa, cv acephala]",95.6,14.0,1.9,1.1,0.0,1.1,2.2,2.2,0.0,0.1,0.0,0.1,0.01,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0,0.0009000000000000001,0.046,0.009000000000000001,0.264,0.022,0.0003,4e-05,0.0,8.999999999999999e-05,0.0004,0.059000000000000004,0.05,0.000194,0.0,0.0011639999999999999,0.0,0.00044
"edam, fresco",48.0,306.0,0.0,26.0,26.0,0.0,1.0,1.0,0.0,22.0,22.0,0.0,13.14,5.78,7.0,0.29,0.29,0.0,0.58,0.10200000000000001,0.0,0.0005,0.675,1.25,0.1,0.387,0.0022,3e-05,0.0,0.0002,0.0001,0.001,0.0,0.00028333,0.00026,0.00014,1.6e-07,0.00042
"pane, tipo 1, pezzatura > 500g",34.0,267.0,3.8,8.9,0.0,8.9,60.3,2.2,58.1,0.6,0.0,0.6,0.14,0.07,0.07,0.35,0.35,0.0,0.7,0.0,0.0,0.0014,0.013000000000000001,0.665,0.161,0.077,0.0008,8e-05,0.0,7.000000000000001e-05,0.0017,0.0,0.029,0.0,0.0,0.0,0.0,0.0
semola,14.0,341.0,3.6,11.5,0.0,11.5,77.6,1.9,75.7,0.5,0.0,0.5,0.12,0.06,0.06,0.29,0.29,0.0,0.58,0.0,0.0,0.0013000000000000002,0.017,0.012,0.17,0.165,0.0006,0.00019,0.0,0.00015,0.002,0.0,0.022,0.0,0.0,0.0,0.0,0.0
pop corn,4.0,383.0,2.2,12.7,0.0,12.7,76.7,1.6,75.1,5.0,0.0,5.0,0.68,1.31,1.31,2.19,2.19,0.0,4.38,0.0,0.0,0.0027,0.011,0.004,0.301,0.281,0.0034,0.0002,0.0,0.00012,0.0022,0.0,0.023,3e-06,0.0,1.8e-05,0.0,0.00012
tonno [thunnus thynnus],61.5,158.0,0.0,21.5,21.5,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.09,1.39,2.09,0.17,0.17,2.78,3.12,0.027,0.0,0.0013000000000000002,0.038,0.043000000000000003,0.52,0.264,0.0005,0.0002,0.0,0.00012,0.0085,0.0,0.02,0.00045,0.00045,0.0,1.63e-05,0.00055
"succo di limone, fresco",92.1,6.0,0.0,0.2,0.0,0.2,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.014,0.002,0.14,0.01,0.0,2e-05,0.0,2e-05,0.0002,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.00019
provolone,39.6,374.0,0.0,26.3,26.3,0.0,2.1,2.1,0.0,28.9,28.9,0.0,17.09,6.56,7.38,0.53,0.53,0.0,1.06,0.101,0.0,0.0005,0.881,0.86,0.136,0.5760000000000001,0.0034,2e-05,0.0,0.00083,0.0006,0.0,0.01,0.00033483,0.00029299999999999997,0.000251,1.6e-07,0.00035
provolone piccante,31.0,400.0,0.0,29.4,29.4,0.0,2.1,2.1,0.0,30.4,30.4,0.0,17.98,6.9,7.76,0.56,0.56,0.0,1.12,0.101,0.0,0.0007,0.789,1.927,0.079,0.5760000000000001,0.0044,2e-05,0.0,0.00032,0.0006,0.0,0.01,0.00033483,0.00029299999999999997,0.000251,1.6e-07,0.00035
"pasta all'uovo, secca",12.5,368.0,3.2,13.0,2.6,10.4,78.6,2.0,76.6,2.4,1.7,0.7,0.67,0.7,0.77,0.59,0.59,0.01,1.19,0.094,0.0,0.0021000000000000003,0.022,0.017,0.164,0.199,0.0013000000000000002,0.00014000000000000001,0.0,0.00019,0.0012,0.0,0.032,3.5e-05,3.2999999999999996e-05,1.2e-05,3.7e-07,0.00045000000000000004
"lepre [lepus europaenus], coscio",70.0,121.0,0.0,22.8,22.8,0.0,0.0,0.0,0.0,3.2,3.2,0.0,0.95,0.74,0.87,0.5,0.5,0.0,1.0,0.081,0.0,0.006200000000000001,0.064,0.213,0.064,0.226,0.0036000000000000003,8.999999999999999e-05,0.0,6e-05,0.006500000000000001,0.0,0.005,0.0,0.0,0.0,0.0,0.00013000000000000002
"vongole in scatola, al naturale",63.6,148.0,0.0,25.6,25.6,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.19,0.07,0.17,0.03,0.03,0.51,0.57,0.067,0.0,0.028,0.092,0.112,0.628,0.338,0.0027,0.00015,0.0,0.00043,0.0034,0.0,0.029,0.00017099999999999998,0.00017099999999999998,0.0,0.0,0.001
brodo di gallina,96.8,9.0,0.0,0.6,0.6,0.0,0.6,0.6,0.0,0.5,0.5,0.0,0.11,0.15,0.17,0.14,0.14,0.0,0.28,0.0,0.0,0.0,0.006,0.608,0.01,0.005,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,4.9999999999999996e-06,4.9999999999999996e-06,0.0,0.0,0.0
"faraona, petto",75.3,107.0,0.0,25.1,25.1,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.23,0.21,0.25,0.12,0.12,0.02,0.26,0.057,0.0,0.0003,0.004,0.05,0.36,0.23,0.001,0.00014000000000000001,0.0,0.00015,0.0091,0.0,0.0,0.0,0.0,0.0,3e-07,0.0
asiago,36.0,356.0,0.0,31.4,31.4,0.0,0.0,0.0,0.0,25.6,25.6,0.0,15.89,7.0,8.28,0.53,0.53,0.0,1.06,0.09,0.0,0.0007,0.77,0.76,0.097,0.53,0.0022,3e-05,0.0,0.00035,0.0001,0.0,0.0,0.00019999999999999998,0.000175,0.00015,1.8999999999999998e-07,0.00048
amarene [prunus cerasus],84.2,41.0,1.1,0.8,0.0,0.8,10.2,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.015,0.002,0.114,0.017,0.0001,3e-05,0.0,5e-05,0.0004,0.007,0.0,2.4e-05,0.0,0.000144,0.0,0.00014000000000000001
"bovino, lingua",64.0,231.0,0.0,17.1,17.1,0.0,0.4,0.4,0.0,18.0,18.0,0.0,7.71,7.33,8.23,0.65,0.65,0.36,1.66,0.078,0.0,0.0028,0.009000000000000001,0.073,0.197,0.187,0.0035,0.00013000000000000002,0.0,0.0003,0.0039,0.003,0.0,0.0,0.0,0.0,0.0,0.00028000000000000003
capocollo,36.3,450.0,0.0,20.8,20.8,0.0,1.4,1.4,0.0,40.2,40.2,0.0,18.39,11.09,12.49,7.31,7.31,0.0,14.62,0.066,0.0,0.001,0.025,1.335,0.32,0.263,0.003,0.0007,0.0,0.0002,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.00023
sciroppo di malto,21.1,318.0,0.0,6.2,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.061,0.035,0.32,0.23600000000000002,0.0001,1e-05,0.0,0.00039000000000000005,0.0081,0.0,0.012,0.0,0.0,0.0,0.0,0.0
"caffe' solubile, in polvere",3.4,223.0,0.0,20.4,0.0,20.4,41.1,24.3,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.14,0.081,3.7800000000000002,0.31,0.0011,4e-05,0.0,0.00021,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"farina di frumento, tipo 0",14.2,343.0,3.5,11.5,0.0,11.5,76.9,1.8,75.1,1.0,0.0,1.0,0.23,0.11,0.11,0.58,0.58,0.0,1.16,0.0,0.0,0.0009000000000000001,0.018000000000000002,0.002,0.14,0.16,0.0006,0.00025,0.0,4e-05,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.00023
"alloro [laurus nobilis], secco",5.4,313.0,26.3,7.6,0.0,7.6,48.6,48.6,0.0,8.4,0.0,8.4,2.29,1.51,1.65,1.25,1.25,0.0,2.5,0.0,0.0,0.043000000000000003,0.8300000000000001,0.023,0.53,0.11,0.0037,1e-05,0.0,0.00042,0.002,0.0,0.0,0.00061833,0.0,0.0037099999999999998,0.0,0.0017900000000000001
"pane, tipo 0, pezzatura da 100g",31.0,276.0,3.8,8.1,0.0,8.1,64.0,2.0,62.0,0.5,0.0,0.5,0.11,0.06,0.06,0.29,0.29,0.0,0.58,0.0,0.0,0.0007,0.017,0.64,0.176,0.077,0.0009000000000000001,6e-05,0.0,6e-05,0.0008,0.0,0.029,0.0,0.0,0.0,0.0,0.0
provoloncino dolce,41.0,348.0,0.0,25.0,25.0,0.0,2.1,2.1,0.0,26.6,26.6,0.0,15.73,6.04,6.79,0.49,0.49,0.0,0.98,0.101,0.0,0.0008,0.85,0.6990000000000001,0.108,0.496,0.0034,2e-05,0.0,0.00032,0.0006,0.0,0.01,0.00036282999999999997,0.000335,0.000167,1.6e-07,0.00035
vino bianco,89.7,71.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.001,0.009000000000000001,0.011,0.081,0.074,0.0,1e-05,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
funghi secchi,13.0,147.0,10.0,40.6,0.0,40.6,15.6,13.8,1.8,4.6,0.0,4.6,1.15,0.65,1.43,0.59,0.59,0.0,1.18,0.0,0.0,0.0289,0.028,0.08700000000000001,2.846,0.612,0.012199999999999999,0.0003,0.0,0.00127,0.0141,0.002,0.0,0.0,0.0,0.0,2.1e-06,0.00012
"cipolline [allium cepa, cv praecox]",88.2,38.0,1.7,1.3,0.0,1.3,8.5,8.5,0.0,0.1,0.0,0.1,0.02,0.01,0.01,0.04,0.04,0.0,0.08,0.0,0.0,0.0004,0.051000000000000004,0.013000000000000001,0.23,0.048,0.0002,5e-05,0.0,4e-05,0.0008,0.006,0.0,0.0,0.0,0.0,0.0,0.00031
"prezzemolo [petroselinum sativum], fresco",87.2,20.0,5.6,3.7,0.0,3.7,0.0,0.0,0.0,0.6,0.0,0.6,0.1,0.22,0.22,0.09,0.09,0.0,0.18,0.0,0.0,0.004200000000000001,0.22,0.02,0.67,0.075,0.0009000000000000001,0.0001,0.0,0.00021,0.0006,0.162,0.129,0.0009429999999999999,0.0,0.005658,0.0,0.0012900000000000001
cereali aggregati,5.8,342.0,11.6,10.7,0.0,10.7,74.9,6.4,68.5,2.0,0.0,2.0,0.46,0.22,0.22,1.16,1.16,0.0,2.32,0.0,0.0,0.006,0.035,0.37,0.37,0.29,0.002,0.0007,0.0,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.00103
crackers integrali,2.7,443.0,10.5,8.8,0.0,8.8,58.1,0.0,58.1,17.2,0.0,17.2,3.08,9.46,9.49,2.63,2.63,0.0,5.26,0.0,0.0,0.0031000000000000003,0.05,0.659,0.297,0.295,0.0022,0.0002,0.0,0.0001,0.0045000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.00392
dentice [dentex dentex],76.1,101.0,0.0,16.7,16.7,0.0,0.7,0.7,0.0,3.5,3.5,0.0,0.45,0.33,0.68,0.0,0.0,1.8,1.8,0.07,0.0,0.0012,0.038,0.077,0.35000000000000003,0.264,0.0005,8e-05,0.0,0.0001,0.0021000000000000003,0.0,0.0,4.8e-05,4.8e-05,0.0,0.0,0.0004
anguilla di fiume [anguilla anguilla],61.5,261.0,0.0,11.8,11.8,0.0,0.1,0.1,0.0,23.7,23.7,0.0,4.79,5.63,14.61,0.4,0.4,0.65,1.45,0.117,0.0,0.001,0.031,0.065,0.217,0.218,0.0034,0.00015,0.0,0.0002,0.0035,0.002,0.0,0.0012,0.0012,0.0,6.57e-06,0.00555
cioccolato fondente,1.1,542.0,1.4,5.8,4.2,1.6,56.7,56.7,0.0,34.0,22.0,12.0,20.25,10.92,10.92,1.07,1.07,0.0,2.14,0.0,0.0,0.005,0.051000000000000004,0.011,0.3,0.186,0.0013000000000000002,7.000000000000001e-05,0.0,7.000000000000001e-05,0.0006,0.0,0.0,9e-06,0.0,5.4e-05,0.0,0.0014399999999999999
